"","aniyr_species","species","population","study_areas_id","aniyr","animals_id","sex","time","total","clc0tcd0","clc1tcd1","clc0tcd1","clc1tcd0","tcd_open_abs","tcd_forest_abs","clc_open_abs","clc_forest_abs","clc0tcd0_prop","clc1tcd1_prop","clc0tcd1_prop","clc1tcd0_prop","tcd_open_prop","tcd_forest_prop","clc_open_prop","clc_forest_prop","yearx"
"381","2008_2010_roe","roe",2,2,"2008_2010",2008,"m","night",110,0,51,0,59,59,51,0,110,0,0.463636363636364,0,0.536363636363636,0.536363636363636,0.463636363636364,0,1,"2010"
"382","2008_2010_roe","roe",2,2,"2008_2010",2008,"m","day",114,0,108,0,6,6,108,0,114,0,0.947368421052632,0,0.0526315789473684,0.0526315789473684,0.947368421052632,0,1,"2010"
"383","2008_2011_roe","roe",2,2,"2008_2011",2008,"m","night",114,0,35,0,79,79,35,0,114,0,0.307017543859649,0,0.692982456140351,0.692982456140351,0.307017543859649,0,1,"2011"
"384","2008_2011_roe","roe",2,2,"2008_2011",2008,"m","day",109,0,81,0,28,28,81,0,109,0,0.743119266055046,0,0.256880733944954,0.256880733944954,0.743119266055046,0,1,"2011"
"385","2011_2010_roe","roe",2,2,"2011_2010",2011,"f","night",118,90,24,2,2,92,26,92,26,0.76271186440678,0.203389830508475,0.0169491525423729,0.0169491525423729,0.779661016949153,0.220338983050847,0.779661016949153,0.220338983050847,"2010"
"386","2011_2010_roe","roe",2,2,"2011_2010",2011,"f","day",116,12,100,3,1,13,103,15,101,0.103448275862069,0.862068965517241,0.0258620689655172,0.00862068965517241,0.112068965517241,0.887931034482759,0.129310344827586,0.870689655172414,"2010"
"387","2013_2010_roe","roe",2,2,"2013_2010",2013,"f","night",121,28,89,4,0,28,93,32,89,0.231404958677686,0.735537190082645,0.0330578512396694,0,0.231404958677686,0.768595041322314,0.264462809917355,0.735537190082645,"2010"
"388","2013_2010_roe","roe",2,2,"2013_2010",2013,"f","day",116,8,104,4,0,8,108,12,104,0.0689655172413793,0.896551724137931,0.0344827586206897,0,0.0689655172413793,0.931034482758621,0.103448275862069,0.896551724137931,"2010"
"389","2014_2010_roe","roe",2,2,"2014_2010",2014,"m","night",121,94,22,4,1,95,26,98,23,0.776859504132231,0.181818181818182,0.0330578512396694,0.00826446280991736,0.785123966942149,0.214876033057851,0.809917355371901,0.190082644628099,"2010"
"390","2014_2010_roe","roe",2,2,"2014_2010",2014,"m","day",120,27,88,1,4,31,89,28,92,0.225,0.733333333333333,0.00833333333333333,0.0333333333333333,0.258333333333333,0.741666666666667,0.233333333333333,0.766666666666667,"2010"
"391","2014_2011_roe","roe",2,2,"2014_2011",2014,"m","night",120,98,14,8,0,98,22,106,14,0.816666666666667,0.116666666666667,0.0666666666666667,0,0.816666666666667,0.183333333333333,0.883333333333333,0.116666666666667,"2011"
"392","2014_2011_roe","roe",2,2,"2014_2011",2014,"m","day",118,21,83,14,0,21,97,35,83,0.177966101694915,0.703389830508475,0.11864406779661,0,0.177966101694915,0.822033898305085,0.296610169491525,0.703389830508475,"2011"
"399","2030_2010_roe","roe",2,2,"2030_2010",2030,"m","night",115,102,10,3,0,102,13,105,10,0.88695652173913,0.0869565217391304,0.0260869565217391,0,0.88695652173913,0.11304347826087,0.91304347826087,0.0869565217391304,"2010"
"400","2030_2010_roe","roe",2,2,"2030_2010",2030,"m","day",117,56,48,13,0,56,61,69,48,0.478632478632479,0.41025641025641,0.111111111111111,0,0.478632478632479,0.521367521367521,0.58974358974359,0.41025641025641,"2010"
"405","2041_2011_roe","roe",15,15,"2041_2011",2041,"f","night",185,170,13,2,0,170,15,172,13,0.918918918918919,0.0702702702702703,0.0108108108108108,0,0.918918918918919,0.0810810810810811,0.92972972972973,0.0702702702702703,"2011"
"406","2041_2011_roe","roe",15,15,"2041_2011",2041,"f","day",184,138,42,1,3,141,43,139,45,0.75,0.228260869565217,0.00543478260869565,0.016304347826087,0.766304347826087,0.233695652173913,0.755434782608696,0.244565217391304,"2011"
"407","2043_2011_roe","roe",15,15,"2043_2011",2043,"f","night",185,178,0,7,0,178,7,185,0,0.962162162162162,0,0.0378378378378378,0,0.962162162162162,0.0378378378378378,1,0,"2011"
"408","2043_2011_roe","roe",15,15,"2043_2011",2043,"f","day",184,174,2,7,1,175,9,181,3,0.945652173913043,0.0108695652173913,0.0380434782608696,0.00543478260869565,0.951086956521739,0.0489130434782609,0.983695652173913,0.016304347826087,"2011"
"409","2044_2011_roe","roe",15,15,"2044_2011",2044,"f","night",185,26,85,0,74,100,85,26,159,0.140540540540541,0.459459459459459,0,0.4,0.540540540540541,0.459459459459459,0.140540540540541,0.859459459459459,"2011"
"410","2044_2011_roe","roe",15,15,"2044_2011",2044,"f","day",184,1,145,0,38,39,145,1,183,0.00543478260869565,0.78804347826087,0,0.206521739130435,0.21195652173913,0.78804347826087,0.00543478260869565,0.994565217391304,"2011"
"411","2045_2011_roe","roe",15,15,"2045_2011",2045,"f","night",185,159,0,26,0,159,26,185,0,0.859459459459459,0,0.140540540540541,0,0.859459459459459,0.140540540540541,1,0,"2011"
"412","2045_2011_roe","roe",15,15,"2045_2011",2045,"f","day",184,142,0,42,0,142,42,184,0,0.771739130434783,0,0.228260869565217,0,0.771739130434783,0.228260869565217,1,0,"2011"
"413","2046_2011_roe","roe",15,15,"2046_2011",2046,"f","night",185,172,0,13,0,172,13,185,0,0.92972972972973,0,0.0702702702702703,0,0.92972972972973,0.0702702702702703,1,0,"2011"
"414","2046_2011_roe","roe",15,15,"2046_2011",2046,"f","day",184,132,1,51,0,132,52,183,1,0.717391304347826,0.00543478260869565,0.277173913043478,0,0.717391304347826,0.282608695652174,0.994565217391304,0.00543478260869565,"2011"
"415","2047_2011_roe","roe",15,15,"2047_2011",2047,"m","night",184,43,65,0,76,119,65,43,141,0.233695652173913,0.353260869565217,0,0.41304347826087,0.646739130434783,0.353260869565217,0.233695652173913,0.766304347826087,"2011"
"416","2047_2011_roe","roe",15,15,"2047_2011",2047,"m","day",182,36,117,0,29,65,117,36,146,0.197802197802198,0.642857142857143,0,0.159340659340659,0.357142857142857,0.642857142857143,0.197802197802198,0.802197802197802,"2011"
"417","2047_2012_roe","roe",15,15,"2047_2012",2047,"m","night",183,61,57,0,65,126,57,61,122,0.333333333333333,0.311475409836066,0,0.355191256830601,0.688524590163934,0.311475409836066,0.333333333333333,0.666666666666667,"2012"
"418","2047_2012_roe","roe",15,15,"2047_2012",2047,"m","day",180,58,65,2,55,113,67,60,120,0.322222222222222,0.361111111111111,0.0111111111111111,0.305555555555556,0.627777777777778,0.372222222222222,0.333333333333333,0.666666666666667,"2012"
"419","2048_2011_roe","roe",15,15,"2048_2011",2048,"m","night",185,179,0,5,1,180,5,184,1,0.967567567567568,0,0.027027027027027,0.00540540540540541,0.972972972972973,0.027027027027027,0.994594594594595,0.00540540540540541,"2011"
"420","2048_2011_roe","roe",15,15,"2048_2011",2048,"m","day",184,152,15,14,3,155,29,166,18,0.826086956521739,0.0815217391304348,0.0760869565217391,0.016304347826087,0.842391304347826,0.157608695652174,0.902173913043478,0.0978260869565217,"2011"
"421","2049_2011_roe","roe",15,15,"2049_2011",2049,"f","night",185,61,50,4,70,131,54,65,120,0.32972972972973,0.27027027027027,0.0216216216216216,0.378378378378378,0.708108108108108,0.291891891891892,0.351351351351351,0.648648648648649,"2011"
"422","2049_2011_roe","roe",15,15,"2049_2011",2049,"f","day",184,95,73,1,15,110,74,96,88,0.516304347826087,0.396739130434783,0.00543478260869565,0.0815217391304348,0.597826086956522,0.402173913043478,0.521739130434783,0.478260869565217,"2011"
"423","2054_2012_roe","roe",15,15,"2054_2012",2054,"f","night",181,175,2,0,4,179,2,175,6,0.966850828729282,0.0110497237569061,0,0.0220994475138122,0.988950276243094,0.0110497237569061,0.966850828729282,0.0331491712707182,"2012"
"424","2054_2012_roe","roe",15,15,"2054_2012",2054,"f","day",180,163,12,0,5,168,12,163,17,0.905555555555556,0.0666666666666667,0,0.0277777777777778,0.933333333333333,0.0666666666666667,0.905555555555556,0.0944444444444444,"2012"
"425","2054_2013_roe","roe",15,15,"2054_2013",2054,"f","night",185,183,1,0,1,184,1,183,2,0.989189189189189,0.00540540540540541,0,0.00540540540540541,0.994594594594595,0.00540540540540541,0.989189189189189,0.0108108108108108,"2013"
"426","2054_2013_roe","roe",15,15,"2054_2013",2054,"f","day",184,175,4,0,5,180,4,175,9,0.951086956521739,0.0217391304347826,0,0.0271739130434783,0.978260869565217,0.0217391304347826,0.951086956521739,0.0489130434782609,"2013"
"427","2055_2012_roe","roe",15,15,"2055_2012",2055,"f","night",185,170,0,15,0,170,15,185,0,0.918918918918919,0,0.0810810810810811,0,0.918918918918919,0.0810810810810811,1,0,"2012"
"428","2055_2012_roe","roe",15,15,"2055_2012",2055,"f","day",184,143,0,41,0,143,41,184,0,0.777173913043478,0,0.222826086956522,0,0.777173913043478,0.222826086956522,1,0,"2012"
"429","2056_2012_roe","roe",15,15,"2056_2012",2056,"f","night",185,171,0,13,1,172,13,184,1,0.924324324324324,0,0.0702702702702703,0.00540540540540541,0.92972972972973,0.0702702702702703,0.994594594594595,0.00540540540540541,"2012"
"430","2056_2012_roe","roe",15,15,"2056_2012",2056,"f","day",183,160,1,22,0,160,23,182,1,0.87431693989071,0.00546448087431694,0.120218579234973,0,0.87431693989071,0.12568306010929,0.994535519125683,0.00546448087431694,"2012"
"431","2056_2013_roe","roe",15,15,"2056_2013",2056,"f","night",185,169,0,16,0,169,16,185,0,0.913513513513514,0,0.0864864864864865,0,0.913513513513514,0.0864864864864865,1,0,"2013"
"432","2056_2013_roe","roe",15,15,"2056_2013",2056,"f","day",183,113,1,69,0,113,70,182,1,0.617486338797814,0.00546448087431694,0.377049180327869,0,0.617486338797814,0.382513661202186,0.994535519125683,0.00546448087431694,"2013"
"433","2065_2012_roe","roe",15,15,"2065_2012",2065,"m","night",183,179,2,0,2,181,2,179,4,0.978142076502732,0.0109289617486339,0,0.0109289617486339,0.989071038251366,0.0109289617486339,0.978142076502732,0.0218579234972678,"2012"
"434","2065_2012_roe","roe",15,15,"2065_2012",2065,"m","day",183,156,23,0,4,160,23,156,27,0.852459016393443,0.12568306010929,0,0.0218579234972678,0.87431693989071,0.12568306010929,0.852459016393443,0.147540983606557,"2012"
"435","2066_2012_roe","roe",15,15,"2066_2012",2066,"f","night",175,157,17,1,0,157,18,158,17,0.897142857142857,0.0971428571428571,0.00571428571428571,0,0.897142857142857,0.102857142857143,0.902857142857143,0.0971428571428571,"2012"
"436","2066_2012_roe","roe",15,15,"2066_2012",2066,"f","day",175,156,18,1,0,156,19,157,18,0.891428571428571,0.102857142857143,0.00571428571428571,0,0.891428571428571,0.108571428571429,0.897142857142857,0.102857142857143,"2012"
"437","2067_2012_roe","roe",15,15,"2067_2012",2067,"f","night",179,173,3,0,3,176,3,173,6,0.966480446927374,0.0167597765363128,0,0.0167597765363128,0.983240223463687,0.0167597765363128,0.966480446927374,0.0335195530726257,"2012"
"438","2067_2012_roe","roe",15,15,"2067_2012",2067,"f","day",180,164,7,6,3,167,13,170,10,0.911111111111111,0.0388888888888889,0.0333333333333333,0.0166666666666667,0.927777777777778,0.0722222222222222,0.944444444444444,0.0555555555555556,"2012"
"439","2068_2012_roe","roe",15,15,"2068_2012",2068,"m","night",181,103,73,0,5,108,73,103,78,0.569060773480663,0.403314917127072,0,0.0276243093922652,0.596685082872928,0.403314917127072,0.569060773480663,0.430939226519337,"2012"
"440","2068_2012_roe","roe",15,15,"2068_2012",2068,"m","day",181,60,118,1,2,62,119,61,120,0.331491712707182,0.651933701657459,0.00552486187845304,0.0110497237569061,0.342541436464088,0.657458563535912,0.337016574585635,0.662983425414365,"2012"
"441","2072_2012_roe","roe",15,15,"2072_2012",2072,"f","night",185,174,2,4,5,179,6,178,7,0.940540540540541,0.0108108108108108,0.0216216216216216,0.027027027027027,0.967567567567568,0.0324324324324324,0.962162162162162,0.0378378378378378,"2012"
"442","2072_2012_roe","roe",15,15,"2072_2012",2072,"f","day",184,136,32,1,15,151,33,137,47,0.739130434782609,0.173913043478261,0.00543478260869565,0.0815217391304348,0.820652173913043,0.179347826086957,0.744565217391304,0.255434782608696,"2012"
"443","2072_2013_roe","roe",15,15,"2072_2013",2072,"f","night",185,146,34,2,3,149,36,148,37,0.789189189189189,0.183783783783784,0.0108108108108108,0.0162162162162162,0.805405405405405,0.194594594594595,0.8,0.2,"2013"
"444","2072_2013_roe","roe",15,15,"2072_2013",2072,"f","day",184,118,43,0,23,141,43,118,66,0.641304347826087,0.233695652173913,0,0.125,0.766304347826087,0.233695652173913,0.641304347826087,0.358695652173913,"2013"
"445","2076_2012_roe","roe",15,15,"2076_2012",2076,"f","night",181,85,89,0,7,92,89,85,96,0.469613259668508,0.49171270718232,0,0.0386740331491713,0.50828729281768,0.49171270718232,0.469613259668508,0.530386740331492,"2012"
"446","2076_2012_roe","roe",15,15,"2076_2012",2076,"f","day",180,5,168,1,6,11,169,6,174,0.0277777777777778,0.933333333333333,0.00555555555555556,0.0333333333333333,0.0611111111111111,0.938888888888889,0.0333333333333333,0.966666666666667,"2012"
"447","2076_2013_roe","roe",15,15,"2076_2013",2076,"f","night",185,117,55,3,10,127,58,120,65,0.632432432432432,0.297297297297297,0.0162162162162162,0.0540540540540541,0.686486486486486,0.313513513513514,0.648648648648649,0.351351351351351,"2013"
"448","2076_2013_roe","roe",15,15,"2076_2013",2076,"f","day",184,14,155,1,14,28,156,15,169,0.0760869565217391,0.842391304347826,0.00543478260869565,0.0760869565217391,0.152173913043478,0.847826086956522,0.0815217391304348,0.918478260869565,"2013"
"449","2078_2012_roe","roe",15,15,"2078_2012",2078,"f","night",185,178,0,1,6,184,1,179,6,0.962162162162162,0,0.00540540540540541,0.0324324324324324,0.994594594594595,0.00540540540540541,0.967567567567568,0.0324324324324324,"2012"
"450","2078_2012_roe","roe",15,15,"2078_2012",2078,"f","day",182,112,15,1,54,166,16,113,69,0.615384615384615,0.0824175824175824,0.00549450549450549,0.296703296703297,0.912087912087912,0.0879120879120879,0.620879120879121,0.379120879120879,"2012"
"451","2078_2013_roe","roe",15,15,"2078_2013",2078,"f","night",184,179,0,0,5,184,0,179,5,0.972826086956522,0,0,0.0271739130434783,1,0,0.972826086956522,0.0271739130434783,"2013"
"452","2078_2013_roe","roe",15,15,"2078_2013",2078,"f","day",184,100,7,0,77,177,7,100,84,0.543478260869565,0.0380434782608696,0,0.418478260869565,0.96195652173913,0.0380434782608696,0.543478260869565,0.456521739130435,"2013"
"453","2079_2012_roe","roe",15,15,"2079_2012",2079,"f","night",185,178,5,1,1,179,6,179,6,0.962162162162162,0.027027027027027,0.00540540540540541,0.00540540540540541,0.967567567567568,0.0324324324324324,0.967567567567568,0.0324324324324324,"2012"
"454","2079_2012_roe","roe",15,15,"2079_2012",2079,"f","day",183,171,4,0,8,179,4,171,12,0.934426229508197,0.0218579234972678,0,0.0437158469945355,0.978142076502732,0.0218579234972678,0.934426229508197,0.0655737704918033,"2012"
"455","2081_2013_roe","roe",15,15,"2081_2013",2081,"m","night",185,184,0,1,0,184,1,185,0,0.994594594594595,0,0.00540540540540541,0,0.994594594594595,0.00540540540540541,1,0,"2013"
"456","2081_2013_roe","roe",15,15,"2081_2013",2081,"m","day",182,176,0,0,6,182,0,176,6,0.967032967032967,0,0,0.032967032967033,1,0,0.967032967032967,0.032967032967033,"2013"
"457","21_2010_roe","roe",2,2,"21_2010",21,"m","night",116,0,59,0,57,57,59,0,116,0,0.508620689655172,0,0.491379310344828,0.491379310344828,0.508620689655172,0,1,"2010"
"458","21_2010_roe","roe",2,2,"21_2010",21,"m","day",115,0,106,0,9,9,106,0,115,0,0.921739130434783,0,0.0782608695652174,0.0782608695652174,0.921739130434783,0,1,"2010"
"479","2246_2013_roe","roe",25,25,"2246_2013",2246,"f","night",184,122,22,12,28,150,34,134,50,0.66304347826087,0.119565217391304,0.0652173913043478,0.152173913043478,0.815217391304348,0.184782608695652,0.728260869565217,0.271739130434783,"2013"
"480","2246_2013_roe","roe",25,25,"2246_2013",2246,"f","day",184,48,59,20,57,105,79,68,116,0.260869565217391,0.320652173913043,0.108695652173913,0.309782608695652,0.570652173913043,0.429347826086957,0.369565217391304,0.630434782608696,"2013"
"481","2246_2014_roe","roe",25,25,"2246_2014",2246,"f","night",185,133,12,6,34,167,18,139,46,0.718918918918919,0.0648648648648649,0.0324324324324324,0.183783783783784,0.902702702702703,0.0972972972972973,0.751351351351351,0.248648648648649,"2014"
"482","2246_2014_roe","roe",25,25,"2246_2014",2246,"f","day",184,78,37,14,55,133,51,92,92,0.423913043478261,0.201086956521739,0.0760869565217391,0.298913043478261,0.722826086956522,0.277173913043478,0.5,0.5,"2014"
"499","2252_2013_roe","roe",25,25,"2252_2013",2252,"f","night",185,167,7,10,1,168,17,177,8,0.902702702702703,0.0378378378378378,0.0540540540540541,0.00540540540540541,0.908108108108108,0.0918918918918919,0.956756756756757,0.0432432432432432,"2013"
"500","2252_2013_roe","roe",25,25,"2252_2013",2252,"f","day",184,46,102,23,13,59,125,69,115,0.25,0.554347826086957,0.125,0.0706521739130435,0.320652173913043,0.679347826086957,0.375,0.625,"2013"
"501","2252_2014_roe","roe",25,25,"2252_2014",2252,"f","night",177,168,1,8,0,168,9,176,1,0.949152542372881,0.00564971751412429,0.0451977401129944,0,0.949152542372881,0.0508474576271186,0.994350282485876,0.00564971751412429,"2014"
"502","2252_2014_roe","roe",25,25,"2252_2014",2252,"f","day",176,71,61,28,16,87,89,99,77,0.403409090909091,0.346590909090909,0.159090909090909,0.0909090909090909,0.494318181818182,0.505681818181818,0.5625,0.4375,"2014"
"505","2256_2013_roe","roe",25,25,"2256_2013",2256,"f","night",185,103,42,27,13,116,69,130,55,0.556756756756757,0.227027027027027,0.145945945945946,0.0702702702702703,0.627027027027027,0.372972972972973,0.702702702702703,0.297297297297297,"2013"
"506","2256_2013_roe","roe",25,25,"2256_2013",2256,"f","day",184,17,104,48,15,32,152,65,119,0.0923913043478261,0.565217391304348,0.260869565217391,0.0815217391304348,0.173913043478261,0.826086956521739,0.353260869565217,0.646739130434783,"2013"
"507","2256_2014_roe","roe",25,25,"2256_2014",2256,"f","night",185,96,40,17,32,128,57,113,72,0.518918918918919,0.216216216216216,0.0918918918918919,0.172972972972973,0.691891891891892,0.308108108108108,0.610810810810811,0.389189189189189,"2014"
"508","2256_2014_roe","roe",25,25,"2256_2014",2256,"f","day",182,11,118,19,34,45,137,30,152,0.0604395604395604,0.648351648351648,0.104395604395604,0.186813186813187,0.247252747252747,0.752747252747253,0.164835164835165,0.835164835164835,"2014"
"509","2259_2013_roe","roe",25,25,"2259_2013",2259,"f","night",185,170,3,4,8,178,7,174,11,0.918918918918919,0.0162162162162162,0.0216216216216216,0.0432432432432432,0.962162162162162,0.0378378378378378,0.940540540540541,0.0594594594594595,"2013"
"510","2259_2013_roe","roe",25,25,"2259_2013",2259,"f","day",184,54,48,13,69,123,61,67,117,0.293478260869565,0.260869565217391,0.0706521739130435,0.375,0.668478260869565,0.331521739130435,0.364130434782609,0.635869565217391,"2013"
"511","2259_2014_roe","roe",25,25,"2259_2014",2259,"f","night",185,175,1,0,9,184,1,175,10,0.945945945945946,0.00540540540540541,0,0.0486486486486487,0.994594594594595,0.00540540540540541,0.945945945945946,0.0540540540540541,"2014"
"512","2259_2014_roe","roe",25,25,"2259_2014",2259,"f","day",183,47,31,13,92,139,44,60,123,0.256830601092896,0.169398907103825,0.0710382513661202,0.502732240437158,0.759562841530055,0.240437158469945,0.327868852459016,0.672131147540984,"2014"
"515","2264_2013_roe","roe",25,25,"2264_2013",2264,"f","night",185,181,0,1,3,184,1,182,3,0.978378378378378,0,0.00540540540540541,0.0162162162162162,0.994594594594595,0.00540540540540541,0.983783783783784,0.0162162162162162,"2013"
"516","2264_2013_roe","roe",25,25,"2264_2013",2264,"f","day",184,144,4,4,32,176,8,148,36,0.782608695652174,0.0217391304347826,0.0217391304347826,0.173913043478261,0.956521739130435,0.0434782608695652,0.804347826086957,0.195652173913043,"2013"
"517","2264_2014_roe","roe",25,25,"2264_2014",2264,"f","night",185,177,1,0,7,184,1,177,8,0.956756756756757,0.00540540540540541,0,0.0378378378378378,0.994594594594595,0.00540540540540541,0.956756756756757,0.0432432432432432,"2014"
"518","2264_2014_roe","roe",25,25,"2264_2014",2264,"f","day",183,111,7,0,65,176,7,111,72,0.60655737704918,0.0382513661202186,0,0.355191256830601,0.961748633879781,0.0382513661202186,0.60655737704918,0.39344262295082,"2014"
"521","2265_2014_roe","roe",25,25,"2265_2014",2265,"f","night",183,141,11,31,0,141,42,172,11,0.770491803278688,0.0601092896174863,0.169398907103825,0,0.770491803278688,0.229508196721311,0.939890710382514,0.0601092896174863,"2014"
"522","2265_2014_roe","roe",25,25,"2265_2014",2265,"f","day",183,21,45,117,0,21,162,138,45,0.114754098360656,0.245901639344262,0.639344262295082,0,0.114754098360656,0.885245901639344,0.754098360655738,0.245901639344262,"2014"
"523","2266_2013_roe","roe",25,25,"2266_2013",2266,"m","night",185,169,2,2,12,181,4,171,14,0.913513513513514,0.0108108108108108,0.0108108108108108,0.0648648648648649,0.978378378378378,0.0216216216216216,0.924324324324324,0.0756756756756757,"2013"
"524","2266_2013_roe","roe",25,25,"2266_2013",2266,"m","day",184,57,84,6,37,94,90,63,121,0.309782608695652,0.456521739130435,0.0326086956521739,0.201086956521739,0.510869565217391,0.489130434782609,0.342391304347826,0.657608695652174,"2013"
"525","2266_2014_roe","roe",25,25,"2266_2014",2266,"m","night",185,171,3,4,7,178,7,175,10,0.924324324324324,0.0162162162162162,0.0216216216216216,0.0378378378378378,0.962162162162162,0.0378378378378378,0.945945945945946,0.0540540540540541,"2014"
"526","2266_2014_roe","roe",25,25,"2266_2014",2266,"m","day",183,44,84,22,33,77,106,66,117,0.240437158469945,0.459016393442623,0.120218579234973,0.180327868852459,0.420765027322404,0.579234972677596,0.360655737704918,0.639344262295082,"2014"
"527","2267_2013_roe","roe",25,25,"2267_2013",2267,"f","night",185,182,0,3,0,182,3,185,0,0.983783783783784,0,0.0162162162162162,0,0.983783783783784,0.0162162162162162,1,0,"2013"
"528","2267_2013_roe","roe",25,25,"2267_2013",2267,"f","day",184,138,3,43,0,138,46,181,3,0.75,0.016304347826087,0.233695652173913,0,0.75,0.25,0.983695652173913,0.016304347826087,"2013"
"529","2267_2014_roe","roe",25,25,"2267_2014",2267,"f","night",185,184,0,1,0,184,1,185,0,0.994594594594595,0,0.00540540540540541,0,0.994594594594595,0.00540540540540541,1,0,"2014"
"530","2267_2014_roe","roe",25,25,"2267_2014",2267,"f","day",184,149,3,32,0,149,35,181,3,0.809782608695652,0.016304347826087,0.173913043478261,0,0.809782608695652,0.190217391304348,0.983695652173913,0.016304347826087,"2014"
"531","2274_2013_roe","roe",25,25,"2274_2013",2274,"f","night",185,112,50,15,8,120,65,127,58,0.605405405405405,0.27027027027027,0.0810810810810811,0.0432432432432432,0.648648648648649,0.351351351351351,0.686486486486486,0.313513513513514,"2013"
"532","2274_2013_roe","roe",25,25,"2274_2013",2274,"f","day",184,23,135,14,12,35,149,37,147,0.125,0.733695652173913,0.0760869565217391,0.0652173913043478,0.190217391304348,0.809782608695652,0.201086956521739,0.798913043478261,"2013"
"533","2274_2014_roe","roe",25,25,"2274_2014",2274,"f","night",185,107,54,11,13,120,65,118,67,0.578378378378378,0.291891891891892,0.0594594594594595,0.0702702702702703,0.648648648648649,0.351351351351351,0.637837837837838,0.362162162162162,"2014"
"534","2274_2014_roe","roe",25,25,"2274_2014",2274,"f","day",184,30,131,11,12,42,142,41,143,0.16304347826087,0.71195652173913,0.0597826086956522,0.0652173913043478,0.228260869565217,0.771739130434783,0.222826086956522,0.777173913043478,"2014"
"535","2279_2013_roe","roe",25,25,"2279_2013",2279,"m","night",185,113,29,13,30,143,42,126,59,0.610810810810811,0.156756756756757,0.0702702702702703,0.162162162162162,0.772972972972973,0.227027027027027,0.681081081081081,0.318918918918919,"2013"
"536","2279_2013_roe","roe",25,25,"2279_2013",2279,"m","day",183,5,157,8,13,18,165,13,170,0.0273224043715847,0.85792349726776,0.0437158469945355,0.0710382513661202,0.0983606557377049,0.901639344262295,0.0710382513661202,0.92896174863388,"2013"
"537","2279_2014_roe","roe",25,25,"2279_2014",2279,"m","night",185,138,20,13,14,152,33,151,34,0.745945945945946,0.108108108108108,0.0702702702702703,0.0756756756756757,0.821621621621622,0.178378378378378,0.816216216216216,0.183783783783784,"2014"
"538","2279_2014_roe","roe",25,25,"2279_2014",2279,"m","day",184,21,144,10,9,30,154,31,153,0.114130434782609,0.782608695652174,0.0543478260869565,0.0489130434782609,0.16304347826087,0.83695652173913,0.168478260869565,0.831521739130435,"2014"
"539","2281_2013_roe","roe",25,25,"2281_2013",2281,"f","night",185,33,7,0,145,178,7,33,152,0.178378378378378,0.0378378378378378,0,0.783783783783784,0.962162162162162,0.0378378378378378,0.178378378378378,0.821621621621622,"2013"
"540","2281_2013_roe","roe",25,25,"2281_2013",2281,"f","day",183,7,33,1,142,149,34,8,175,0.0382513661202186,0.180327868852459,0.00546448087431694,0.775956284153005,0.814207650273224,0.185792349726776,0.0437158469945355,0.956284153005464,"2013"
"541","2281_2014_roe","roe",25,25,"2281_2014",2281,"f","night",185,108,36,7,34,142,43,115,70,0.583783783783784,0.194594594594595,0.0378378378378378,0.183783783783784,0.767567567567568,0.232432432432432,0.621621621621622,0.378378378378378,"2014"
"542","2281_2014_roe","roe",25,25,"2281_2014",2281,"f","day",184,25,88,4,67,92,92,29,155,0.135869565217391,0.478260869565217,0.0217391304347826,0.364130434782609,0.5,0.5,0.157608695652174,0.842391304347826,"2014"
"543","2282_2013_roe","roe",25,25,"2282_2013",2282,"f","night",185,111,65,8,1,112,73,119,66,0.6,0.351351351351351,0.0432432432432432,0.00540540540540541,0.605405405405405,0.394594594594595,0.643243243243243,0.356756756756757,"2013"
"544","2282_2013_roe","roe",25,25,"2282_2013",2282,"f","day",184,2,177,4,1,3,181,6,178,0.0108695652173913,0.96195652173913,0.0217391304347826,0.00543478260869565,0.016304347826087,0.983695652173913,0.0326086956521739,0.967391304347826,"2013"
"545","2282_2014_roe","roe",25,25,"2282_2014",2282,"f","night",185,98,60,25,2,100,85,123,62,0.52972972972973,0.324324324324324,0.135135135135135,0.0108108108108108,0.540540540540541,0.459459459459459,0.664864864864865,0.335135135135135,"2014"
"546","2282_2014_roe","roe",25,25,"2282_2014",2282,"f","day",183,1,169,12,1,2,181,13,170,0.00546448087431694,0.923497267759563,0.0655737704918033,0.00546448087431694,0.0109289617486339,0.989071038251366,0.0710382513661202,0.92896174863388,"2014"
"559","2290_2014_roe","roe",25,25,"2290_2014",2290,"m","night",185,145,16,5,19,164,21,150,35,0.783783783783784,0.0864864864864865,0.027027027027027,0.102702702702703,0.886486486486487,0.113513513513514,0.810810810810811,0.189189189189189,"2014"
"560","2290_2014_roe","roe",25,25,"2290_2014",2290,"m","day",184,33,73,22,56,89,95,55,129,0.179347826086957,0.396739130434783,0.119565217391304,0.304347826086957,0.483695652173913,0.516304347826087,0.298913043478261,0.701086956521739,"2014"
"561","2292_2013_roe","roe",25,25,"2292_2013",2292,"m","night",181,137,22,11,11,148,33,148,33,0.756906077348066,0.121546961325967,0.0607734806629834,0.0607734806629834,0.81767955801105,0.18232044198895,0.81767955801105,0.18232044198895,"2013"
"562","2292_2013_roe","roe",25,25,"2292_2013",2292,"m","day",182,72,63,12,35,107,75,84,98,0.395604395604396,0.346153846153846,0.0659340659340659,0.192307692307692,0.587912087912088,0.412087912087912,0.461538461538462,0.538461538461538,"2013"
