"","aniyr_species","species","population","study_areas_id","aniyr","animals_id","sex","time","total","clc0tcd0","clc1tcd1","clc0tcd1","clc1tcd0","tcd_open_abs","tcd_forest_abs","clc_open_abs","clc_forest_abs","clc0tcd0_prop","clc1tcd1_prop","clc0tcd1_prop","clc1tcd0_prop","tcd_open_prop","tcd_forest_prop","clc_open_prop","clc_forest_prop","yearx"
"563","2292_2014_roe","roe",25,25,"2292_2014",2292,"m","night",185,153,13,15,4,157,28,168,17,0.827027027027027,0.0702702702702703,0.0810810810810811,0.0216216216216216,0.848648648648649,0.151351351351351,0.908108108108108,0.0918918918918919,"2014"
"564","2292_2014_roe","roe",25,25,"2292_2014",2292,"m","day",184,59,59,52,14,73,111,111,73,0.320652173913043,0.320652173913043,0.282608695652174,0.0760869565217391,0.396739130434783,0.603260869565217,0.603260869565217,0.396739130434783,"2014"
"567","2295_2013_roe","roe",25,25,"2295_2013",2295,"f","night",185,88,51,17,29,117,68,105,80,0.475675675675676,0.275675675675676,0.0918918918918919,0.156756756756757,0.632432432432432,0.367567567567568,0.567567567567568,0.432432432432432,"2013"
"568","2295_2013_roe","roe",25,25,"2295_2013",2295,"f","day",184,15,114,41,14,29,155,56,128,0.0815217391304348,0.619565217391304,0.222826086956522,0.0760869565217391,0.157608695652174,0.842391304347826,0.304347826086957,0.695652173913043,"2013"
"569","2295_2014_roe","roe",25,25,"2295_2014",2295,"f","night",185,125,26,15,19,144,41,140,45,0.675675675675676,0.140540540540541,0.0810810810810811,0.102702702702703,0.778378378378378,0.221621621621622,0.756756756756757,0.243243243243243,"2014"
"570","2295_2014_roe","roe",25,25,"2295_2014",2295,"f","day",184,21,123,18,22,43,141,39,145,0.114130434782609,0.668478260869565,0.0978260869565217,0.119565217391304,0.233695652173913,0.766304347826087,0.21195652173913,0.78804347826087,"2014"
"581","2301_2013_roe","roe",25,25,"2301_2013",2301,"f","night",185,180,0,4,1,181,4,184,1,0.972972972972973,0,0.0216216216216216,0.00540540540540541,0.978378378378378,0.0216216216216216,0.994594594594595,0.00540540540540541,"2013"
"582","2301_2013_roe","roe",25,25,"2301_2013",2301,"f","day",184,165,1,12,6,171,13,177,7,0.896739130434783,0.00543478260869565,0.0652173913043478,0.0326086956521739,0.929347826086957,0.0706521739130435,0.96195652173913,0.0380434782608696,"2013"
"583","2301_2014_roe","roe",25,25,"2301_2014",2301,"f","night",185,177,0,8,0,177,8,185,0,0.956756756756757,0,0.0432432432432432,0,0.956756756756757,0.0432432432432432,1,0,"2014"
"584","2301_2014_roe","roe",25,25,"2301_2014",2301,"f","day",184,151,1,29,3,154,30,180,4,0.820652173913043,0.00543478260869565,0.157608695652174,0.016304347826087,0.83695652173913,0.16304347826087,0.978260869565217,0.0217391304347826,"2014"
"585","2302_2013_roe","roe",25,25,"2302_2013",2302,"m","night",185,128,22,5,30,158,27,133,52,0.691891891891892,0.118918918918919,0.027027027027027,0.162162162162162,0.854054054054054,0.145945945945946,0.718918918918919,0.281081081081081,"2013"
"586","2302_2013_roe","roe",25,25,"2302_2013",2302,"m","day",184,34,84,12,54,88,96,46,138,0.184782608695652,0.456521739130435,0.0652173913043478,0.293478260869565,0.478260869565217,0.521739130434783,0.25,0.75,"2013"
"587","2302_2014_roe","roe",25,25,"2302_2014",2302,"m","night",185,146,10,2,27,173,12,148,37,0.789189189189189,0.0540540540540541,0.0108108108108108,0.145945945945946,0.935135135135135,0.0648648648648649,0.8,0.2,"2014"
"588","2302_2014_roe","roe",25,25,"2302_2014",2302,"m","day",184,41,72,17,54,95,89,58,126,0.222826086956522,0.391304347826087,0.0923913043478261,0.293478260869565,0.516304347826087,0.483695652173913,0.315217391304348,0.684782608695652,"2014"
"633","769_2005_roe","roe",1,1,"769_2005",769,"m","night",122,5,117,0,0,5,117,5,117,0.040983606557377,0.959016393442623,0,0,0.040983606557377,0.959016393442623,0.040983606557377,0.959016393442623,"2005"
"634","769_2005_roe","roe",1,1,"769_2005",769,"m","day",116,0,116,0,0,0,116,0,116,0,1,0,0,0,1,0,1,"2005"
"635","770_2005_roe","roe",1,1,"770_2005",770,"m","night",112,2,54,53,3,5,107,55,57,0.0178571428571429,0.482142857142857,0.473214285714286,0.0267857142857143,0.0446428571428571,0.955357142857143,0.491071428571429,0.508928571428571,"2005"
"636","770_2005_roe","roe",1,1,"770_2005",770,"m","day",130,10,57,63,0,10,120,73,57,0.0769230769230769,0.438461538461538,0.484615384615385,0,0.0769230769230769,0.923076923076923,0.561538461538462,0.438461538461538,"2005"
"637","771_2005_roe","roe",1,1,"771_2005",771,"m","night",161,11,88,53,9,20,141,64,97,0.0683229813664596,0.546583850931677,0.329192546583851,0.0559006211180124,0.124223602484472,0.875776397515528,0.397515527950311,0.602484472049689,"2005"
"638","771_2005_roe","roe",1,1,"771_2005",771,"m","day",135,2,120,11,2,4,131,13,122,0.0148148148148148,0.888888888888889,0.0814814814814815,0.0148148148148148,0.0296296296296296,0.97037037037037,0.0962962962962963,0.903703703703704,"2005"
"639","772_2005_roe","roe",1,1,"772_2005",772,"m","night",136,109,10,7,10,119,17,116,20,0.801470588235294,0.0735294117647059,0.0514705882352941,0.0735294117647059,0.875,0.125,0.852941176470588,0.147058823529412,"2005"
"640","772_2005_roe","roe",1,1,"772_2005",772,"m","day",98,5,68,7,18,23,75,12,86,0.0510204081632653,0.693877551020408,0.0714285714285714,0.183673469387755,0.23469387755102,0.76530612244898,0.122448979591837,0.877551020408163,"2005"
"641","774_2006_roe","roe",1,1,"774_2006",774,"m","night",175,99,17,54,5,104,71,153,22,0.565714285714286,0.0971428571428571,0.308571428571429,0.0285714285714286,0.594285714285714,0.405714285714286,0.874285714285714,0.125714285714286,"2006"
"642","774_2006_roe","roe",1,1,"774_2006",774,"m","day",128,23,85,15,5,28,100,38,90,0.1796875,0.6640625,0.1171875,0.0390625,0.21875,0.78125,0.296875,0.703125,"2006"
"643","774_2007_roe","roe",1,1,"774_2007",774,"m","night",158,86,7,64,1,87,71,150,8,0.544303797468354,0.0443037974683544,0.40506329113924,0.00632911392405063,0.550632911392405,0.449367088607595,0.949367088607595,0.0506329113924051,"2007"
"644","774_2007_roe","roe",1,1,"774_2007",774,"m","day",129,23,56,49,1,24,105,72,57,0.178294573643411,0.434108527131783,0.37984496124031,0.00775193798449612,0.186046511627907,0.813953488372093,0.558139534883721,0.441860465116279,"2007"
"645","776_2006_roe","roe",1,1,"776_2006",776,"m","night",164,22,75,60,7,29,135,82,82,0.134146341463415,0.457317073170732,0.365853658536585,0.0426829268292683,0.176829268292683,0.823170731707317,0.5,0.5,"2006"
"646","776_2006_roe","roe",1,1,"776_2006",776,"m","day",132,12,66,49,5,17,115,61,71,0.0909090909090909,0.5,0.371212121212121,0.0378787878787879,0.128787878787879,0.871212121212121,0.462121212121212,0.537878787878788,"2006"
"647","782_2006_roe","roe",1,1,"782_2006",782,"f","night",166,99,33,33,1,100,66,132,34,0.596385542168675,0.198795180722892,0.198795180722892,0.00602409638554217,0.602409638554217,0.397590361445783,0.795180722891566,0.204819277108434,"2006"
"648","782_2006_roe","roe",1,1,"782_2006",782,"f","day",150,66,45,37,2,68,82,103,47,0.44,0.3,0.246666666666667,0.0133333333333333,0.453333333333333,0.546666666666667,0.686666666666667,0.313333333333333,"2006"
"649","783_2006_roe","roe",1,1,"783_2006",783,"f","night",129,2,67,59,1,3,126,61,68,0.0155038759689922,0.51937984496124,0.457364341085271,0.00775193798449612,0.0232558139534884,0.976744186046512,0.472868217054264,0.527131782945736,"2006"
"650","783_2006_roe","roe",1,1,"783_2006",783,"f","day",93,1,86,5,1,2,91,6,87,0.010752688172043,0.924731182795699,0.0537634408602151,0.010752688172043,0.021505376344086,0.978494623655914,0.0645161290322581,0.935483870967742,"2006"
"651","784_2006_roe","roe",1,1,"784_2006",784,"f","night",124,43,71,9,1,44,80,52,72,0.346774193548387,0.57258064516129,0.0725806451612903,0.00806451612903226,0.354838709677419,0.645161290322581,0.419354838709677,0.580645161290323,"2006"
"652","784_2006_roe","roe",1,1,"784_2006",784,"f","day",118,22,72,23,1,23,95,45,73,0.186440677966102,0.610169491525424,0.194915254237288,0.00847457627118644,0.194915254237288,0.805084745762712,0.38135593220339,0.61864406779661,"2006"
"653","787_2006_roe","roe",1,1,"787_2006",787,"m","night",154,2,132,1,19,21,133,3,151,0.012987012987013,0.857142857142857,0.00649350649350649,0.123376623376623,0.136363636363636,0.863636363636364,0.0194805194805195,0.980519480519481,"2006"
"654","787_2006_roe","roe",1,1,"787_2006",787,"m","day",127,2,119,3,3,5,122,5,122,0.015748031496063,0.937007874015748,0.0236220472440945,0.0236220472440945,0.0393700787401575,0.960629921259842,0.0393700787401575,0.960629921259842,"2006"
"655","789_2007_roe","roe",1,1,"789_2007",789,"f","night",162,60,26,57,19,79,83,117,45,0.37037037037037,0.160493827160494,0.351851851851852,0.117283950617284,0.487654320987654,0.512345679012346,0.722222222222222,0.277777777777778,"2007"
"656","789_2007_roe","roe",1,1,"789_2007",789,"f","day",145,12,98,10,25,37,108,22,123,0.0827586206896552,0.675862068965517,0.0689655172413793,0.172413793103448,0.255172413793103,0.744827586206897,0.151724137931034,0.848275862068966,"2007"
"657","791_2007_roe","roe",1,1,"791_2007",791,"m","night",179,139,19,16,5,144,35,155,24,0.776536312849162,0.106145251396648,0.0893854748603352,0.0279329608938547,0.804469273743017,0.195530726256983,0.865921787709497,0.134078212290503,"2007"
"658","791_2007_roe","roe",1,1,"791_2007",791,"m","day",159,6,144,6,3,9,150,12,147,0.0377358490566038,0.905660377358491,0.0377358490566038,0.0188679245283019,0.0566037735849057,0.943396226415094,0.0754716981132075,0.924528301886792,"2007"
"659","792_2006_roe","roe",1,1,"792_2006",792,"f","night",166,73,6,86,1,74,92,159,7,0.439759036144578,0.036144578313253,0.518072289156627,0.00602409638554217,0.44578313253012,0.55421686746988,0.957831325301205,0.0421686746987952,"2006"
"660","792_2006_roe","roe",1,1,"792_2006",792,"f","day",146,22,64,59,1,23,123,81,65,0.150684931506849,0.438356164383562,0.404109589041096,0.00684931506849315,0.157534246575342,0.842465753424658,0.554794520547945,0.445205479452055,"2006"
"661","792_2007_roe","roe",1,1,"792_2007",792,"f","night",167,72,16,79,0,72,95,151,16,0.431137724550898,0.0958083832335329,0.473053892215569,0,0.431137724550898,0.568862275449102,0.904191616766467,0.0958083832335329,"2007"
"662","792_2007_roe","roe",1,1,"792_2007",792,"f","day",144,13,48,79,4,17,127,92,52,0.0902777777777778,0.333333333333333,0.548611111111111,0.0277777777777778,0.118055555555556,0.881944444444444,0.638888888888889,0.361111111111111,"2007"
"663","796_2005_roe","roe",1,1,"796_2005",796,"f","night",150,0,146,0,4,4,146,0,150,0,0.973333333333333,0,0.0266666666666667,0.0266666666666667,0.973333333333333,0,1,"2005"
"664","796_2005_roe","roe",1,1,"796_2005",796,"f","day",114,0,112,0,2,2,112,0,114,0,0.982456140350877,0,0.0175438596491228,0.0175438596491228,0.982456140350877,0,1,"2005"
"665","797_2005_roe","roe",1,1,"797_2005",797,"f","night",156,13,134,3,6,19,137,16,140,0.0833333333333333,0.858974358974359,0.0192307692307692,0.0384615384615385,0.121794871794872,0.878205128205128,0.102564102564103,0.897435897435897,"2005"
"666","797_2005_roe","roe",1,1,"797_2005",797,"f","day",145,2,139,1,3,5,140,3,142,0.0137931034482759,0.958620689655172,0.00689655172413793,0.0206896551724138,0.0344827586206897,0.96551724137931,0.0206896551724138,0.979310344827586,"2005"
"667","799_2005_roe","roe",1,1,"799_2005",799,"f","night",132,3,119,4,6,9,123,7,125,0.0227272727272727,0.901515151515151,0.0303030303030303,0.0454545454545455,0.0681818181818182,0.931818181818182,0.053030303030303,0.946969696969697,"2005"
"668","799_2005_roe","roe",1,1,"799_2005",799,"f","day",105,2,99,0,4,6,99,2,103,0.019047619047619,0.942857142857143,0,0.0380952380952381,0.0571428571428571,0.942857142857143,0.019047619047619,0.980952380952381,"2005"
"669","801_2005_roe","roe",1,1,"801_2005",801,"f","night",170,87,15,64,4,91,79,151,19,0.511764705882353,0.0882352941176471,0.376470588235294,0.0235294117647059,0.535294117647059,0.464705882352941,0.888235294117647,0.111764705882353,"2005"
"670","801_2005_roe","roe",1,1,"801_2005",801,"f","day",116,9,44,62,1,10,106,71,45,0.0775862068965517,0.379310344827586,0.53448275862069,0.00862068965517241,0.0862068965517241,0.913793103448276,0.612068965517241,0.387931034482759,"2005"
"671","113_2011_red","red",3,3,"113_2011",113,"m","night",168,62,52,22,32,94,74,84,84,0.369047619047619,0.30952380952381,0.130952380952381,0.19047619047619,0.55952380952381,0.44047619047619,0.5,0.5,"2011"
"672","113_2011_red","red",3,3,"113_2011",113,"m","day",166,13,113,2,38,51,115,15,151,0.0783132530120482,0.680722891566265,0.0120481927710843,0.228915662650602,0.307228915662651,0.692771084337349,0.0903614457831325,0.909638554216867,"2011"
"675","117_2011_red","red",3,3,"117_2011",117,"f","night",174,98,36,14,26,124,50,112,62,0.563218390804598,0.206896551724138,0.0804597701149425,0.149425287356322,0.71264367816092,0.28735632183908,0.64367816091954,0.35632183908046,"2011"
"676","117_2011_red","red",3,3,"117_2011",117,"f","day",174,156,5,13,0,156,18,169,5,0.896551724137931,0.028735632183908,0.0747126436781609,0,0.896551724137931,0.103448275862069,0.971264367816092,0.028735632183908,"2011"
"677","119_2006_red","red",3,3,"119_2006",119,"f","night",143,50,36,47,10,60,83,97,46,0.34965034965035,0.251748251748252,0.328671328671329,0.0699300699300699,0.41958041958042,0.58041958041958,0.678321678321678,0.321678321678322,"2006"
"678","119_2006_red","red",3,3,"119_2006",119,"f","day",109,3,99,1,6,9,100,4,105,0.0275229357798165,0.908256880733945,0.00917431192660551,0.055045871559633,0.0825688073394495,0.917431192660551,0.036697247706422,0.963302752293578,"2006"
"679","120_2005_red","red",3,3,"120_2005",120,"f","night",170,90,42,23,15,105,65,113,57,0.529411764705882,0.247058823529412,0.135294117647059,0.0882352941176471,0.617647058823529,0.382352941176471,0.664705882352941,0.335294117647059,"2005"
"680","120_2005_red","red",3,3,"120_2005",120,"f","day",146,33,96,14,3,36,110,47,99,0.226027397260274,0.657534246575342,0.0958904109589041,0.0205479452054795,0.246575342465753,0.753424657534247,0.321917808219178,0.678082191780822,"2005"
"681","120_2006_red","red",3,3,"120_2006",120,"f","night",170,110,31,24,5,115,55,134,36,0.647058823529412,0.182352941176471,0.141176470588235,0.0294117647058824,0.676470588235294,0.323529411764706,0.788235294117647,0.211764705882353,"2006"
"682","120_2006_red","red",3,3,"120_2006",120,"f","day",161,30,115,12,4,34,127,42,119,0.186335403726708,0.714285714285714,0.0745341614906832,0.0248447204968944,0.211180124223602,0.788819875776398,0.260869565217391,0.739130434782609,"2006"
"683","122_2011_red","red",3,3,"122_2011",122,"f","night",158,27,41,2,88,115,43,29,129,0.170886075949367,0.259493670886076,0.0126582278481013,0.556962025316456,0.727848101265823,0.272151898734177,0.183544303797468,0.816455696202532,"2011"
"684","122_2011_red","red",3,3,"122_2011",122,"f","day",161,7,120,21,13,20,141,28,133,0.0434782608695652,0.745341614906832,0.130434782608696,0.0807453416149068,0.124223602484472,0.875776397515528,0.173913043478261,0.826086956521739,"2011"
"685","127_2008_red","red",3,3,"127_2008",127,"m","night",175,126,7,40,2,128,47,166,9,0.72,0.04,0.228571428571429,0.0114285714285714,0.731428571428571,0.268571428571429,0.948571428571429,0.0514285714285714,"2008"
"686","127_2008_red","red",3,3,"127_2008",127,"m","day",169,5,83,78,3,8,161,83,86,0.029585798816568,0.49112426035503,0.461538461538462,0.0177514792899408,0.0473372781065089,0.952662721893491,0.49112426035503,0.50887573964497,"2008"
"689","137_2010_red","red",3,3,"137_2010",137,"f","night",179,76,42,32,29,105,74,108,71,0.424581005586592,0.23463687150838,0.17877094972067,0.162011173184358,0.58659217877095,0.41340782122905,0.603351955307263,0.396648044692737,"2010"
"690","137_2010_red","red",3,3,"137_2010",137,"f","day",175,0,171,0,4,4,171,0,175,0,0.977142857142857,0,0.0228571428571429,0.0228571428571429,0.977142857142857,0,1,"2010"
"691","137_2011_red","red",3,3,"137_2011",137,"f","night",166,94,27,27,18,112,54,121,45,0.566265060240964,0.162650602409639,0.162650602409639,0.108433734939759,0.674698795180723,0.325301204819277,0.728915662650602,0.271084337349398,"2011"
"692","137_2011_red","red",3,3,"137_2011",137,"f","day",158,4,152,0,2,6,152,4,154,0.0253164556962025,0.962025316455696,0,0.0126582278481013,0.0379746835443038,0.962025316455696,0.0253164556962025,0.974683544303797,"2011"
"693","138_2010_red","red",3,3,"138_2010",138,"f","night",174,86,42,34,12,98,76,120,54,0.494252873563218,0.241379310344828,0.195402298850575,0.0689655172413793,0.563218390804598,0.436781609195402,0.689655172413793,0.310344827586207,"2010"
"694","138_2010_red","red",3,3,"138_2010",138,"f","day",161,3,143,13,2,5,156,16,145,0.0186335403726708,0.888198757763975,0.0807453416149068,0.0124223602484472,0.031055900621118,0.968944099378882,0.0993788819875776,0.900621118012422,"2010"
"695","287_2012_red","red",8,8,"287_2012",287,"m","night",185,134,39,11,1,135,50,145,40,0.724324324324324,0.210810810810811,0.0594594594594595,0.00540540540540541,0.72972972972973,0.27027027027027,0.783783783783784,0.216216216216216,"2012"
"696","287_2012_red","red",8,8,"287_2012",287,"m","day",184,51,69,64,0,51,133,115,69,0.277173913043478,0.375,0.347826086956522,0,0.277173913043478,0.722826086956522,0.625,0.375,"2012"
"701","289_2011_red","red",8,8,"289_2011",289,"f","night",179,137,19,21,2,139,40,158,21,0.76536312849162,0.106145251396648,0.11731843575419,0.0111731843575419,0.776536312849162,0.223463687150838,0.88268156424581,0.11731843575419,"2011"
"702","289_2011_red","red",8,8,"289_2011",289,"f","day",178,27,72,77,2,29,149,104,74,0.151685393258427,0.404494382022472,0.432584269662921,0.0112359550561798,0.162921348314607,0.837078651685393,0.584269662921348,0.415730337078652,"2011"
"705","291_2011_red","red",8,8,"291_2011",291,"f","night",185,176,1,6,2,178,7,182,3,0.951351351351351,0.00540540540540541,0.0324324324324324,0.0108108108108108,0.962162162162162,0.0378378378378378,0.983783783783784,0.0162162162162162,"2011"
"706","291_2011_red","red",8,8,"291_2011",291,"f","day",184,130,3,51,0,130,54,181,3,0.706521739130435,0.016304347826087,0.277173913043478,0,0.706521739130435,0.293478260869565,0.983695652173913,0.016304347826087,"2011"
"715","295_2011_red","red",8,8,"295_2011",295,"f","night",185,100,65,9,11,111,74,109,76,0.540540540540541,0.351351351351351,0.0486486486486487,0.0594594594594595,0.6,0.4,0.589189189189189,0.410810810810811,"2011"
"716","295_2011_red","red",8,8,"295_2011",295,"f","day",184,28,137,14,5,33,151,42,142,0.152173913043478,0.744565217391304,0.0760869565217391,0.0271739130434783,0.179347826086957,0.820652173913043,0.228260869565217,0.771739130434783,"2011"
"723","300_2011_red","red",8,8,"300_2011",300,"f","night",174,78,77,8,11,89,85,86,88,0.448275862068966,0.442528735632184,0.0459770114942529,0.0632183908045977,0.511494252873563,0.488505747126437,0.494252873563218,0.505747126436782,"2011"
"724","300_2011_red","red",8,8,"300_2011",300,"f","day",165,16,140,7,2,18,147,23,142,0.096969696969697,0.848484848484849,0.0424242424242424,0.0121212121212121,0.109090909090909,0.890909090909091,0.139393939393939,0.860606060606061,"2011"
"727","306_2011_red","red",8,8,"306_2011",306,"f","night",185,0,103,0,82,82,103,0,185,0,0.556756756756757,0,0.443243243243243,0.443243243243243,0.556756756756757,0,1,"2011"
"728","306_2011_red","red",8,8,"306_2011",306,"f","day",184,10,139,4,31,41,143,14,170,0.0543478260869565,0.755434782608696,0.0217391304347826,0.168478260869565,0.222826086956522,0.777173913043478,0.0760869565217391,0.923913043478261,"2011"
"733","310_2011_red","red",8,8,"310_2011",310,"f","night",185,139,23,17,6,145,40,156,29,0.751351351351351,0.124324324324324,0.0918918918918919,0.0324324324324324,0.783783783783784,0.216216216216216,0.843243243243243,0.156756756756757,"2011"
"734","310_2011_red","red",8,8,"310_2011",310,"f","day",180,53,24,102,1,54,126,155,25,0.294444444444444,0.133333333333333,0.566666666666667,0.00555555555555556,0.3,0.7,0.861111111111111,0.138888888888889,"2011"
"741","313_2013_red","red",8,8,"313_2013",313,"f","night",185,6,124,7,48,54,131,13,172,0.0324324324324324,0.67027027027027,0.0378378378378378,0.259459459459459,0.291891891891892,0.708108108108108,0.0702702702702703,0.92972972972973,"2013"
"742","313_2013_red","red",8,8,"313_2013",313,"f","day",184,0,135,24,25,25,159,24,160,0,0.733695652173913,0.130434782608696,0.135869565217391,0.135869565217391,0.864130434782609,0.130434782608696,0.869565217391304,"2013"
"749","315_2011_red","red",8,8,"315_2011",315,"m","night",185,3,156,0,26,29,156,3,182,0.0162162162162162,0.843243243243243,0,0.140540540540541,0.156756756756757,0.843243243243243,0.0162162162162162,0.983783783783784,"2011"
"750","315_2011_red","red",8,8,"315_2011",315,"m","day",184,9,154,3,18,27,157,12,172,0.0489130434782609,0.83695652173913,0.016304347826087,0.0978260869565217,0.146739130434783,0.853260869565217,0.0652173913043478,0.934782608695652,"2011"
"751","344_2013_red","red",8,8,"344_2013",344,"f","night",185,24,107,10,44,68,117,34,151,0.12972972972973,0.578378378378378,0.0540540540540541,0.237837837837838,0.367567567567568,0.632432432432432,0.183783783783784,0.816216216216216,"2013"
"752","344_2013_red","red",8,8,"344_2013",344,"f","day",184,0,147,0,37,37,147,0,184,0,0.798913043478261,0,0.201086956521739,0.201086956521739,0.798913043478261,0,1,"2013"
"753","345_2011_red","red",8,8,"345_2011",345,"f","night",185,67,65,37,16,83,102,104,81,0.362162162162162,0.351351351351351,0.2,0.0864864864864865,0.448648648648649,0.551351351351351,0.562162162162162,0.437837837837838,"2011"
"754","345_2011_red","red",8,8,"345_2011",345,"f","day",182,42,76,52,12,54,128,94,88,0.230769230769231,0.417582417582418,0.285714285714286,0.0659340659340659,0.296703296703297,0.703296703296703,0.516483516483517,0.483516483516484,"2011"
"759","348_2011_red","red",8,8,"348_2011",348,"m","night",185,19,111,11,44,63,122,30,155,0.102702702702703,0.6,0.0594594594594595,0.237837837837838,0.340540540540541,0.659459459459459,0.162162162162162,0.837837837837838,"2011"
"760","348_2011_red","red",8,8,"348_2011",348,"m","day",184,7,120,18,39,46,138,25,159,0.0380434782608696,0.652173913043478,0.0978260869565217,0.21195652173913,0.25,0.75,0.135869565217391,0.864130434782609,"2011"
"763","351_2011_red","red",8,8,"351_2011",351,"f","night",185,0,106,0,79,79,106,0,185,0,0.572972972972973,0,0.427027027027027,0.427027027027027,0.572972972972973,0,1,"2011"
"764","351_2011_red","red",8,8,"351_2011",351,"f","day",184,6,150,0,28,34,150,6,178,0.0326086956521739,0.815217391304348,0,0.152173913043478,0.184782608695652,0.815217391304348,0.0326086956521739,0.967391304347826,"2011"
"779","365_2011_red","red",8,8,"365_2011",365,"f","night",185,72,73,36,4,76,109,108,77,0.389189189189189,0.394594594594595,0.194594594594595,0.0216216216216216,0.410810810810811,0.589189189189189,0.583783783783784,0.416216216216216,"2011"
"780","365_2011_red","red",8,8,"365_2011",365,"f","day",184,4,168,9,3,7,177,13,171,0.0217391304347826,0.91304347826087,0.0489130434782609,0.016304347826087,0.0380434782608696,0.96195652173913,0.0706521739130435,0.929347826086957,"2011"
"793","371_2011_red","red",8,8,"371_2011",371,"f","night",185,135,21,25,4,139,46,160,25,0.72972972972973,0.113513513513514,0.135135135135135,0.0216216216216216,0.751351351351351,0.248648648648649,0.864864864864865,0.135135135135135,"2011"
"794","371_2011_red","red",8,8,"371_2011",371,"f","day",184,72,27,85,0,72,112,157,27,0.391304347826087,0.146739130434783,0.46195652173913,0,0.391304347826087,0.608695652173913,0.853260869565217,0.146739130434783,"2011"
"801","376_2011_red","red",8,8,"376_2011",376,"f","night",185,134,30,18,3,137,48,152,33,0.724324324324324,0.162162162162162,0.0972972972972973,0.0162162162162162,0.740540540540541,0.259459459459459,0.821621621621622,0.178378378378378,"2011"
"802","376_2011_red","red",8,8,"376_2011",376,"f","day",184,85,30,65,4,89,95,150,34,0.46195652173913,0.16304347826087,0.353260869565217,0.0217391304347826,0.483695652173913,0.516304347826087,0.815217391304348,0.184782608695652,"2011"
"803","376_2012_red","red",8,8,"376_2012",376,"f","night",185,134,32,17,2,136,49,151,34,0.724324324324324,0.172972972972973,0.0918918918918919,0.0108108108108108,0.735135135135135,0.264864864864865,0.816216216216216,0.183783783783784,"2012"
"804","376_2012_red","red",8,8,"376_2012",376,"f","day",184,66,48,70,0,66,118,136,48,0.358695652173913,0.260869565217391,0.380434782608696,0,0.358695652173913,0.641304347826087,0.739130434782609,0.260869565217391,"2012"
"817","387_2013_red","red",8,8,"387_2013",387,"f","night",185,127,26,20,12,139,46,147,38,0.686486486486486,0.140540540540541,0.108108108108108,0.0648648648648649,0.751351351351351,0.248648648648649,0.794594594594595,0.205405405405405,"2013"
"818","387_2013_red","red",8,8,"387_2013",387,"f","day",184,23,151,3,7,30,154,26,158,0.125,0.820652173913043,0.016304347826087,0.0380434782608696,0.16304347826087,0.83695652173913,0.141304347826087,0.858695652173913,"2013"
"821","389_2013_red","red",8,8,"389_2013",389,"f","night",185,86,74,9,16,102,83,95,90,0.464864864864865,0.4,0.0486486486486487,0.0864864864864865,0.551351351351351,0.448648648648649,0.513513513513513,0.486486486486487,"2013"
"822","389_2013_red","red",8,8,"389_2013",389,"f","day",172,19,130,19,4,23,149,38,134,0.11046511627907,0.755813953488372,0.11046511627907,0.0232558139534884,0.133720930232558,0.866279069767442,0.22093023255814,0.779069767441861,"2013"
"823","390_2013_red","red",8,8,"390_2013",390,"f","night",172,75,59,15,23,98,74,90,82,0.436046511627907,0.343023255813953,0.0872093023255814,0.133720930232558,0.569767441860465,0.430232558139535,0.523255813953488,0.476744186046512,"2013"
"824","390_2013_red","red",8,8,"390_2013",390,"f","day",172,8,150,10,4,12,160,18,154,0.0465116279069767,0.872093023255814,0.0581395348837209,0.0232558139534884,0.0697674418604651,0.930232558139535,0.104651162790698,0.895348837209302,"2013"
"825","391_2013_red","red",8,8,"391_2013",391,"f","night",185,118,34,19,14,132,53,137,48,0.637837837837838,0.183783783783784,0.102702702702703,0.0756756756756757,0.713513513513514,0.286486486486487,0.740540540540541,0.259459459459459,"2013"
"826","391_2013_red","red",8,8,"391_2013",391,"f","day",184,48,122,6,8,56,128,54,130,0.260869565217391,0.66304347826087,0.0326086956521739,0.0434782608695652,0.304347826086957,0.695652173913043,0.293478260869565,0.706521739130435,"2013"
"827","392_2013_red","red",8,8,"392_2013",392,"f","night",185,36,96,8,45,81,104,44,141,0.194594594594595,0.518918918918919,0.0432432432432432,0.243243243243243,0.437837837837838,0.562162162162162,0.237837837837838,0.762162162162162,"2013"
"828","392_2013_red","red",8,8,"392_2013",392,"f","day",184,36,137,10,1,37,147,46,138,0.195652173913043,0.744565217391304,0.0543478260869565,0.00543478260869565,0.201086956521739,0.798913043478261,0.25,0.75,"2013"
"829","393_2013_red","red",8,8,"393_2013",393,"f","night",185,150,7,26,2,152,33,176,9,0.810810810810811,0.0378378378378378,0.140540540540541,0.0108108108108108,0.821621621621622,0.178378378378378,0.951351351351351,0.0486486486486487,"2013"
"830","393_2013_red","red",8,8,"393_2013",393,"f","day",184,95,16,73,0,95,89,168,16,0.516304347826087,0.0869565217391304,0.396739130434783,0,0.516304347826087,0.483695652173913,0.91304347826087,0.0869565217391304,"2013"
"831","394_2013_red","red",8,8,"394_2013",394,"f","night",185,23,109,7,46,69,116,30,155,0.124324324324324,0.589189189189189,0.0378378378378378,0.248648648648649,0.372972972972973,0.627027027027027,0.162162162162162,0.837837837837838,"2013"
