"","species","population","study_areas_id","aniyr","animals_id","sex","time","total","clc0tcd0","clc1tcd1","clc0tcd1","clc1tcd0","tcd_open_abs","tcd_forest_abs","clc_open_abs","clc_forest_abs","clc0tcd0_prop","clc1tcd1_prop","clc0tcd1_prop","clc1tcd0_prop","tcd_open_prop","tcd_forest_prop","clc_open_prop","clc_forest_prop"
"2043_2011noon.15.62459","roe",15,15,"2043_2011",2043,"f","day",184,174,2,7,1,175,9,181,3,0.945652173913043,0.0108695652173913,0.0380434782608696,0.00543478260869565,0.951086956521739,0.0489130434782609,0.983695652173913,0.016304347826087
"2044_2011midnight.15.62827","roe",15,15,"2044_2011",2044,"f","night",185,26,85,0,74,100,85,26,159,0.140540540540541,0.459459459459459,0,0.4,0.540540540540541,0.459459459459459,0.140540540540541,0.859459459459459
"2044_2011noon.15.62828","roe",15,15,"2044_2011",2044,"f","day",184,1,145,0,38,39,145,1,183,0.00543478260869565,0.78804347826087,0,0.206521739130435,0.21195652173913,0.78804347826087,0.00543478260869565,0.994565217391304
"2045_2011midnight.15.63196","roe",15,15,"2045_2011",2045,"f","night",185,159,0,26,0,159,26,185,0,0.859459459459459,0,0.140540540540541,0,0.859459459459459,0.140540540540541,1,0
"2045_2011noon.15.63197","roe",15,15,"2045_2011",2045,"f","day",184,142,0,42,0,142,42,184,0,0.771739130434783,0,0.228260869565217,0,0.771739130434783,0.228260869565217,1,0
"2046_2011midnight.15.63565","roe",15,15,"2046_2011",2046,"f","night",185,172,0,13,0,172,13,185,0,0.92972972972973,0,0.0702702702702703,0,0.92972972972973,0.0702702702702703,1,0
"2046_2011noon.15.63566","roe",15,15,"2046_2011",2046,"f","day",184,132,1,51,0,132,52,183,1,0.717391304347826,0.00543478260869565,0.277173913043478,0,0.717391304347826,0.282608695652174,0.994565217391304,0.00543478260869565
"2047_2011midnight.15.63934","roe",15,15,"2047_2011",2047,"m","night",184,43,65,0,76,119,65,43,141,0.233695652173913,0.353260869565217,0,0.41304347826087,0.646739130434783,0.353260869565217,0.233695652173913,0.766304347826087
"2047_2011noon.15.63935","roe",15,15,"2047_2011",2047,"m","day",182,36,117,0,29,65,117,36,146,0.197802197802198,0.642857142857143,0,0.159340659340659,0.357142857142857,0.642857142857143,0.197802197802198,0.802197802197802
"2047_2012midnight.15.64300","roe",15,15,"2047_2012",2047,"m","night",183,61,57,0,65,126,57,61,122,0.333333333333333,0.311475409836066,0,0.355191256830601,0.688524590163934,0.311475409836066,0.333333333333333,0.666666666666667
"2047_2012noon.15.64301","roe",15,15,"2047_2012",2047,"m","day",180,58,65,2,55,113,67,60,120,0.322222222222222,0.361111111111111,0.0111111111111111,0.305555555555556,0.627777777777778,0.372222222222222,0.333333333333333,0.666666666666667
"2048_2011midnight.15.64663","roe",15,15,"2048_2011",2048,"m","night",185,179,0,5,1,180,5,184,1,0.967567567567568,0,0.027027027027027,0.00540540540540541,0.972972972972973,0.027027027027027,0.994594594594595,0.00540540540540541
"2048_2011noon.15.64664","roe",15,15,"2048_2011",2048,"m","day",184,152,15,14,3,155,29,166,18,0.826086956521739,0.0815217391304348,0.0760869565217391,0.016304347826087,0.842391304347826,0.157608695652174,0.902173913043478,0.0978260869565217
"2049_2011midnight.15.65032","roe",15,15,"2049_2011",2049,"f","night",185,61,50,4,70,131,54,65,120,0.32972972972973,0.27027027027027,0.0216216216216216,0.378378378378378,0.708108108108108,0.291891891891892,0.351351351351351,0.648648648648649
"2049_2011noon.15.65033","roe",15,15,"2049_2011",2049,"f","day",184,95,73,1,15,110,74,96,88,0.516304347826087,0.396739130434783,0.00543478260869565,0.0815217391304348,0.597826086956522,0.402173913043478,0.521739130434783,0.478260869565217
"2054_2012midnight.15.65401","roe",15,15,"2054_2012",2054,"f","night",181,175,2,0,4,179,2,175,6,0.966850828729282,0.0110497237569061,0,0.0220994475138122,0.988950276243094,0.0110497237569061,0.966850828729282,0.0331491712707182
"2054_2012noon.15.65402","roe",15,15,"2054_2012",2054,"f","day",180,163,12,0,5,168,12,163,17,0.905555555555556,0.0666666666666667,0,0.0277777777777778,0.933333333333333,0.0666666666666667,0.905555555555556,0.0944444444444444
"2054_2013midnight.15.65762","roe",15,15,"2054_2013",2054,"f","night",185,183,1,0,1,184,1,183,2,0.989189189189189,0.00540540540540541,0,0.00540540540540541,0.994594594594595,0.00540540540540541,0.989189189189189,0.0108108108108108
"2054_2013noon.15.65763","roe",15,15,"2054_2013",2054,"f","day",184,175,4,0,5,180,4,175,9,0.951086956521739,0.0217391304347826,0,0.0271739130434783,0.978260869565217,0.0217391304347826,0.951086956521739,0.0489130434782609
"2055_2012midnight.15.66131","roe",15,15,"2055_2012",2055,"f","night",185,170,0,15,0,170,15,185,0,0.918918918918919,0,0.0810810810810811,0,0.918918918918919,0.0810810810810811,1,0
"2055_2012noon.15.66132","roe",15,15,"2055_2012",2055,"f","day",184,143,0,41,0,143,41,184,0,0.777173913043478,0,0.222826086956522,0,0.777173913043478,0.222826086956522,1,0
"2056_2012midnight.15.66500","roe",15,15,"2056_2012",2056,"f","night",185,171,0,13,1,172,13,184,1,0.924324324324324,0,0.0702702702702703,0.00540540540540541,0.92972972972973,0.0702702702702703,0.994594594594595,0.00540540540540541
"2056_2012noon.15.66501","roe",15,15,"2056_2012",2056,"f","day",183,160,1,22,0,160,23,182,1,0.87431693989071,0.00546448087431694,0.120218579234973,0,0.87431693989071,0.12568306010929,0.994535519125683,0.00546448087431694
"2056_2013midnight.15.66868","roe",15,15,"2056_2013",2056,"f","night",185,169,0,16,0,169,16,185,0,0.913513513513514,0,0.0864864864864865,0,0.913513513513514,0.0864864864864865,1,0
"2056_2013noon.15.66869","roe",15,15,"2056_2013",2056,"f","day",183,113,1,69,0,113,70,182,1,0.617486338797814,0.00546448087431694,0.377049180327869,0,0.617486338797814,0.382513661202186,0.994535519125683,0.00546448087431694
"2065_2012midnight.15.67236","roe",15,15,"2065_2012",2065,"m","night",183,179,2,0,2,181,2,179,4,0.978142076502732,0.0109289617486339,0,0.0109289617486339,0.989071038251366,0.0109289617486339,0.978142076502732,0.0218579234972678
"2065_2012noon.15.67237","roe",15,15,"2065_2012",2065,"m","day",183,156,23,0,4,160,23,156,27,0.852459016393443,0.12568306010929,0,0.0218579234972678,0.87431693989071,0.12568306010929,0.852459016393443,0.147540983606557
"2066_2012midnight.15.67602","roe",15,15,"2066_2012",2066,"f","night",175,157,17,1,0,157,18,158,17,0.897142857142857,0.0971428571428571,0.00571428571428571,0,0.897142857142857,0.102857142857143,0.902857142857143,0.0971428571428571
"2066_2012noon.15.67603","roe",15,15,"2066_2012",2066,"f","day",175,156,18,1,0,156,19,157,18,0.891428571428571,0.102857142857143,0.00571428571428571,0,0.891428571428571,0.108571428571429,0.897142857142857,0.102857142857143
"2067_2012midnight.15.67952","roe",15,15,"2067_2012",2067,"f","night",179,173,3,0,3,176,3,173,6,0.966480446927374,0.0167597765363128,0,0.0167597765363128,0.983240223463687,0.0167597765363128,0.966480446927374,0.0335195530726257
"2067_2012noon.15.67953","roe",15,15,"2067_2012",2067,"f","day",180,164,7,6,3,167,13,170,10,0.911111111111111,0.0388888888888889,0.0333333333333333,0.0166666666666667,0.927777777777778,0.0722222222222222,0.944444444444444,0.0555555555555556
"2068_2012midnight.15.68311","roe",15,15,"2068_2012",2068,"m","night",181,103,73,0,5,108,73,103,78,0.569060773480663,0.403314917127072,0,0.0276243093922652,0.596685082872928,0.403314917127072,0.569060773480663,0.430939226519337
"2068_2012noon.15.68312","roe",15,15,"2068_2012",2068,"m","day",181,60,118,1,2,62,119,61,120,0.331491712707182,0.651933701657459,0.00552486187845304,0.0110497237569061,0.342541436464088,0.657458563535912,0.337016574585635,0.662983425414365
"2072_2012midnight.15.68673","roe",15,15,"2072_2012",2072,"f","night",185,174,2,4,5,179,6,178,7,0.940540540540541,0.0108108108108108,0.0216216216216216,0.027027027027027,0.967567567567568,0.0324324324324324,0.962162162162162,0.0378378378378378
"2072_2012noon.15.68674","roe",15,15,"2072_2012",2072,"f","day",184,136,32,1,15,151,33,137,47,0.739130434782609,0.173913043478261,0.00543478260869565,0.0815217391304348,0.820652173913043,0.179347826086957,0.744565217391304,0.255434782608696
"2072_2013midnight.15.69042","roe",15,15,"2072_2013",2072,"f","night",185,146,34,2,3,149,36,148,37,0.789189189189189,0.183783783783784,0.0108108108108108,0.0162162162162162,0.805405405405405,0.194594594594595,0.8,0.2
"2072_2013noon.15.69043","roe",15,15,"2072_2013",2072,"f","day",184,118,43,0,23,141,43,118,66,0.641304347826087,0.233695652173913,0,0.125,0.766304347826087,0.233695652173913,0.641304347826087,0.358695652173913
"2076_2012midnight.15.69411","roe",15,15,"2076_2012",2076,"f","night",181,85,89,0,7,92,89,85,96,0.469613259668508,0.49171270718232,0,0.0386740331491713,0.50828729281768,0.49171270718232,0.469613259668508,0.530386740331492
"2076_2012noon.15.69412","roe",15,15,"2076_2012",2076,"f","day",180,5,168,1,6,11,169,6,174,0.0277777777777778,0.933333333333333,0.00555555555555556,0.0333333333333333,0.0611111111111111,0.938888888888889,0.0333333333333333,0.966666666666667
"2076_2013midnight.15.69772","roe",15,15,"2076_2013",2076,"f","night",185,117,55,3,10,127,58,120,65,0.632432432432432,0.297297297297297,0.0162162162162162,0.0540540540540541,0.686486486486486,0.313513513513514,0.648648648648649,0.351351351351351
"2076_2013noon.15.69773","roe",15,15,"2076_2013",2076,"f","day",184,14,155,1,14,28,156,15,169,0.0760869565217391,0.842391304347826,0.00543478260869565,0.0760869565217391,0.152173913043478,0.847826086956522,0.0815217391304348,0.918478260869565
"2078_2012midnight.15.70141","roe",15,15,"2078_2012",2078,"f","night",185,178,0,1,6,184,1,179,6,0.962162162162162,0,0.00540540540540541,0.0324324324324324,0.994594594594595,0.00540540540540541,0.967567567567568,0.0324324324324324
"2078_2012noon.15.70142","roe",15,15,"2078_2012",2078,"f","day",182,112,15,1,54,166,16,113,69,0.615384615384615,0.0824175824175824,0.00549450549450549,0.296703296703297,0.912087912087912,0.0879120879120879,0.620879120879121,0.379120879120879
"2078_2013midnight.15.70508","roe",15,15,"2078_2013",2078,"f","night",184,179,0,0,5,184,0,179,5,0.972826086956522,0,0,0.0271739130434783,1,0,0.972826086956522,0.0271739130434783
"2078_2013noon.15.70509","roe",15,15,"2078_2013",2078,"f","day",184,100,7,0,77,177,7,100,84,0.543478260869565,0.0380434782608696,0,0.418478260869565,0.96195652173913,0.0380434782608696,0.543478260869565,0.456521739130435
"2079_2012midnight.15.70876","roe",15,15,"2079_2012",2079,"f","night",185,178,5,1,1,179,6,179,6,0.962162162162162,0.027027027027027,0.00540540540540541,0.00540540540540541,0.967567567567568,0.0324324324324324,0.967567567567568,0.0324324324324324
"2079_2012noon.15.70877","roe",15,15,"2079_2012",2079,"f","day",183,171,4,0,8,179,4,171,12,0.934426229508197,0.0218579234972678,0,0.0437158469945355,0.978142076502732,0.0218579234972678,0.934426229508197,0.0655737704918033
"2081_2013midnight.15.71244","roe",15,15,"2081_2013",2081,"m","night",185,184,0,1,0,184,1,185,0,0.994594594594595,0,0.00540540540540541,0,0.994594594594595,0.00540540540540541,1,0
"2081_2013noon.15.71245","roe",15,15,"2081_2013",2081,"m","day",182,176,0,0,6,182,0,176,6,0.967032967032967,0,0,0.032967032967033,1,0,0.967032967032967,0.032967032967033
"21_2010midnight.2.71896","roe",2,2,"21_2010",21,"m","night",116,0,59,0,57,57,59,0,116,0,0.508620689655172,0,0.491379310344828,0.491379310344828,0.508620689655172,0,1
"21_2010noon.2.71895","roe",2,2,"21_2010",21,"m","day",115,0,106,0,9,9,106,0,115,0,0.921739130434783,0,0.0782608695652174,0.0782608695652174,0.921739130434783,0,1
"2239_2012midnight.25.72126","roe",25,25,"2239_2012",2239,"f","night",185,168,0,17,0,168,17,185,0,0.908108108108108,0,0.0918918918918919,0,0.908108108108108,0.0918918918918919,1,0
"2239_2012noon.25.72127","roe",25,25,"2239_2012",2239,"f","day",184,150,0,34,0,150,34,184,0,0.815217391304348,0,0.184782608695652,0,0.815217391304348,0.184782608695652,1,0
"2239_2013midnight.25.72495","roe",25,25,"2239_2013",2239,"f","night",185,160,1,24,0,160,25,184,1,0.864864864864865,0.00540540540540541,0.12972972972973,0,0.864864864864865,0.135135135135135,0.994594594594595,0.00540540540540541
"2239_2013noon.25.72496","roe",25,25,"2239_2013",2239,"f","day",184,142,1,41,0,142,42,183,1,0.771739130434783,0.00543478260869565,0.222826086956522,0,0.771739130434783,0.228260869565217,0.994565217391304,0.00543478260869565
"2240_2012midnight.25.72864","roe",25,25,"2240_2012",2240,"m","night",185,114,51,9,11,125,60,123,62,0.616216216216216,0.275675675675676,0.0486486486486487,0.0594594594594595,0.675675675675676,0.324324324324324,0.664864864864865,0.335135135135135
"2240_2012noon.25.72865","roe",25,25,"2240_2012",2240,"m","day",184,30,119,8,27,57,127,38,146,0.16304347826087,0.646739130434783,0.0434782608695652,0.146739130434783,0.309782608695652,0.690217391304348,0.206521739130435,0.793478260869565
"2240_2013midnight.25.73233","roe",25,25,"2240_2013",2240,"m","night",183,152,13,1,17,169,14,153,30,0.830601092896175,0.0710382513661202,0.00546448087431694,0.092896174863388,0.923497267759563,0.0765027322404372,0.836065573770492,0.163934426229508
"2240_2013noon.25.73234","roe",25,25,"2240_2013",2240,"m","day",183,41,68,10,64,105,78,51,132,0.224043715846995,0.371584699453552,0.0546448087431694,0.349726775956284,0.573770491803279,0.426229508196721,0.278688524590164,0.721311475409836
"2241_2012midnight.25.73599","roe",25,25,"2241_2012",2241,"f","night",183,133,39,3,8,141,42,136,47,0.726775956284153,0.213114754098361,0.0163934426229508,0.0437158469945355,0.770491803278688,0.229508196721311,0.743169398907104,0.256830601092896
"2241_2012noon.25.73600","roe",25,25,"2241_2012",2241,"f","day",183,23,117,4,39,62,121,27,156,0.12568306010929,0.639344262295082,0.0218579234972678,0.213114754098361,0.33879781420765,0.66120218579235,0.147540983606557,0.852459016393443
"2241_2013midnight.25.73965","roe",25,25,"2241_2013",2241,"f","night",185,172,5,2,6,178,7,174,11,0.92972972972973,0.027027027027027,0.0108108108108108,0.0324324324324324,0.962162162162162,0.0378378378378378,0.940540540540541,0.0594594594594595
"2241_2013noon.25.73966","roe",25,25,"2241_2013",2241,"f","day",184,65,86,8,25,90,94,73,111,0.353260869565217,0.467391304347826,0.0434782608695652,0.135869565217391,0.489130434782609,0.510869565217391,0.396739130434783,0.603260869565217
"2242_2012midnight.25.74334","roe",25,25,"2242_2012",2242,"m","night",185,139,13,17,16,155,30,156,29,0.751351351351351,0.0702702702702703,0.0918918918918919,0.0864864864864865,0.837837837837838,0.162162162162162,0.843243243243243,0.156756756756757
"2242_2012noon.25.74335","roe",25,25,"2242_2012",2242,"m","day",184,60,37,76,11,71,113,136,48,0.326086956521739,0.201086956521739,0.41304347826087,0.0597826086956522,0.385869565217391,0.614130434782609,0.739130434782609,0.260869565217391
"2242_2013midnight.25.74703","roe",25,25,"2242_2013",2242,"m","night",185,166,6,3,10,176,9,169,16,0.897297297297297,0.0324324324324324,0.0162162162162162,0.0540540540540541,0.951351351351351,0.0486486486486487,0.913513513513514,0.0864864864864865
"2242_2013noon.25.74704","roe",25,25,"2242_2013",2242,"m","day",184,55,63,21,45,100,84,76,108,0.298913043478261,0.342391304347826,0.114130434782609,0.244565217391304,0.543478260869565,0.456521739130435,0.41304347826087,0.58695652173913
"2244_2012midnight.25.75072","roe",25,25,"2244_2012",2244,"f","night",184,125,16,4,39,164,20,129,55,0.679347826086957,0.0869565217391304,0.0217391304347826,0.21195652173913,0.891304347826087,0.108695652173913,0.701086956521739,0.298913043478261
"2244_2012noon.25.75073","roe",25,25,"2244_2012",2244,"f","day",183,66,16,3,98,164,19,69,114,0.360655737704918,0.087431693989071,0.0163934426229508,0.53551912568306,0.896174863387978,0.103825136612022,0.377049180327869,0.622950819672131
"2244_2013midnight.25.75439","roe",25,25,"2244_2013",2244,"f","night",185,112,34,7,32,144,41,119,66,0.605405405405405,0.183783783783784,0.0378378378378378,0.172972972972973,0.778378378378378,0.221621621621622,0.643243243243243,0.356756756756757
"2244_2013noon.25.75440","roe",25,25,"2244_2013",2244,"f","day",184,23,44,13,104,127,57,36,148,0.125,0.239130434782609,0.0706521739130435,0.565217391304348,0.690217391304348,0.309782608695652,0.195652173913043,0.804347826086957
"2246_2013midnight.25.75808","roe",25,25,"2246_2013",2246,"f","night",184,122,22,12,28,150,34,134,50,0.66304347826087,0.119565217391304,0.0652173913043478,0.152173913043478,0.815217391304348,0.184782608695652,0.728260869565217,0.271739130434783
"2246_2013noon.25.75809","roe",25,25,"2246_2013",2246,"f","day",184,48,59,20,57,105,79,68,116,0.260869565217391,0.320652173913043,0.108695652173913,0.309782608695652,0.570652173913043,0.429347826086957,0.369565217391304,0.630434782608696
"2246_2014midnight.25.76176","roe",25,25,"2246_2014",2246,"f","night",185,133,12,6,34,167,18,139,46,0.718918918918919,0.0648648648648649,0.0324324324324324,0.183783783783784,0.902702702702703,0.0972972972972973,0.751351351351351,0.248648648648649
"2246_2014noon.25.76177","roe",25,25,"2246_2014",2246,"f","day",184,78,37,14,55,133,51,92,92,0.423913043478261,0.201086956521739,0.0760869565217391,0.298913043478261,0.722826086956522,0.277173913043478,0.5,0.5
"2247_2012midnight.25.76545","roe",25,25,"2247_2012",2247,"f","night",185,184,0,1,0,184,1,185,0,0.994594594594595,0,0.00540540540540541,0,0.994594594594595,0.00540540540540541,1,0
"2247_2012noon.25.76546","roe",25,25,"2247_2012",2247,"f","day",184,167,0,17,0,167,17,184,0,0.907608695652174,0,0.0923913043478261,0,0.907608695652174,0.0923913043478261,1,0
"2247_2013midnight.25.76914","roe",25,25,"2247_2013",2247,"f","night",185,172,2,11,0,172,13,183,2,0.92972972972973,0.0108108108108108,0.0594594594594595,0,0.92972972972973,0.0702702702702703,0.989189189189189,0.0108108108108108
"2247_2013noon.25.76915","roe",25,25,"2247_2013",2247,"f","day",184,115,2,67,0,115,69,182,2,0.625,0.0108695652173913,0.364130434782609,0,0.625,0.375,0.989130434782609,0.0108695652173913
"2248_2012midnight.25.77283","roe",25,25,"2248_2012",2248,"f","night",174,27,125,16,6,33,141,43,131,0.155172413793103,0.718390804597701,0.0919540229885057,0.0344827586206897,0.189655172413793,0.810344827586207,0.247126436781609,0.752873563218391
"2248_2012noon.25.77284","roe",25,25,"2248_2012",2248,"f","day",175,9,132,23,11,20,155,32,143,0.0514285714285714,0.754285714285714,0.131428571428571,0.0628571428571429,0.114285714285714,0.885714285714286,0.182857142857143,0.817142857142857
"2249_2012midnight.25.77632","roe",25,25,"2249_2012",2249,"f","night",185,141,0,44,0,141,44,185,0,0.762162162162162,0,0.237837837837838,0,0.762162162162162,0.237837837837838,1,0
"2249_2012noon.25.77633","roe",25,25,"2249_2012",2249,"f","day",184,38,1,145,0,38,146,183,1,0.206521739130435,0.00543478260869565,0.78804347826087,0,0.206521739130435,0.793478260869565,0.994565217391304,0.00543478260869565
"2249_2013midnight.25.78001","roe",25,25,"2249_2013",2249,"f","night",185,156,0,29,0,156,29,185,0,0.843243243243243,0,0.156756756756757,0,0.843243243243243,0.156756756756757,1,0
"2249_2013noon.25.78002","roe",25,25,"2249_2013",2249,"f","day",184,66,0,118,0,66,118,184,0,0.358695652173913,0,0.641304347826087,0,0.358695652173913,0.641304347826087,1,0
"2250_2012midnight.25.78370","roe",25,25,"2250_2012",2250,"f","night",185,114,39,23,9,123,62,137,48,0.616216216216216,0.210810810810811,0.124324324324324,0.0486486486486487,0.664864864864865,0.335135135135135,0.740540540540541,0.259459459459459
"2250_2012noon.25.78371","roe",25,25,"2250_2012",2250,"f","day",184,41,101,34,8,49,135,75,109,0.222826086956522,0.548913043478261,0.184782608695652,0.0434782608695652,0.266304347826087,0.733695652173913,0.407608695652174,0.592391304347826
