"","aniyr_species","species","population","study_areas_id","aniyr","animals_id","area","time","total","clc0tcd0","clc1tcd1","clc0tcd1","clc1tcd0","tcd_open_abs","tcd_forest_abs","clc_open_abs","clc_forest_abs","clc0tcd0_prop","clc1tcd1_prop","clc0tcd1_prop","clc1tcd0_prop","tcd_open_prop","tcd_forest_prop","clc_open_prop","clc_forest_prop","yearx"
"285","2252_2013_roe","roe",25,25,"2252_2013",2252,52.0909825195313,"night",1303,971,157,157,18,989,314,1128,175,0.745203376822717,0.120491174213354,0.120491174213354,0.0138142747505756,0.759017651573292,0.240982348426708,0.865694551036071,0.134305448963929,"2013"
"286","2252_2014_roe","roe",25,25,"2252_2014",2252,52.596284375,"night",1308,1086,75,134,13,1099,209,1220,88,0.830275229357798,0.0573394495412844,0.102446483180428,0.0099388379204893,0.840214067278288,0.159785932721713,0.932721712538226,0.0672782874617737,"2014"
"288","2256_2013_roe","roe",25,25,"2256_2013",2256,57.6691815429688,"night",1439,831,314,211,83,914,525,1042,397,0.577484364141765,0.218207088255733,0.146629603891591,0.0576789437109104,0.635163307852675,0.364836692147325,0.724113968033356,0.275886031966644,"2013"
"289","2256_2014_roe","roe",25,25,"2256_2014",2256,131.923162402344,"night",3298,1847,860,422,169,2016,1282,2269,1029,0.560036385688296,0.260764099454215,0.127956337174045,0.0512431776834445,0.61127956337174,0.38872043662826,0.687992722862341,0.312007277137659,"2014"
"290","2259_2013_roe","roe",25,25,"2259_2013",2259,251.327710058594,"night",6289,3535,1203,174,1377,4912,1377,3709,2580,0.562092542534584,0.191286373032279,0.0276673557004293,0.218953728732708,0.781046271267292,0.218953728732708,0.589759898235014,0.410240101764986,"2013"
"291","2259_2014_roe","roe",25,25,"2259_2014",2259,30.305144140625,"night",759,636,23,21,79,715,44,657,102,0.837944664031621,0.0303030303030303,0.0276679841897233,0.104084321475626,0.942028985507246,0.0579710144927536,0.865612648221344,0.134387351778656,"2014"
"293","2264_2013_roe","roe",25,25,"2264_2013",2264,14.6802606445313,"night",367,361,0,0,6,367,0,361,6,0.983651226158038,0,0,0.0163487738419619,1,0,0.983651226158038,0.0163487738419619,"2013"
"294","2264_2014_roe","roe",25,25,"2264_2014",2264,19.720519921875,"night",492,446,30,0,16,462,30,446,46,0.90650406504065,0.0609756097560976,0,0.032520325203252,0.939024390243902,0.0609756097560976,0.90650406504065,0.0934959349593496,"2014"
"295","2265_2014_roe","roe",25,25,"2265_2014",2265,27.3244321289062,"night",679,293,104,278,4,297,382,571,108,0.431516936671576,0.153166421207658,0.409425625920471,0.00589101620029455,0.43740795287187,0.56259204712813,0.840942562592047,0.159057437407953,"2014"
"296","2266_2013_roe","roe",25,25,"2266_2013",2266,95.9623659179688,"night",2395,1761,273,46,315,2076,319,1807,588,0.735281837160752,0.113987473903967,0.0192066805845511,0.131524008350731,0.866805845511482,0.133194154488518,0.754488517745303,0.245511482254697,"2013"
"297","2266_2014_roe","roe",25,25,"2266_2014",2266,78.8069331054687,"night",1971,1419,216,39,297,1716,255,1458,513,0.719939117199391,0.10958904109589,0.0197869101978691,0.150684931506849,0.87062404870624,0.12937595129376,0.73972602739726,0.26027397260274,"2014"
"298","2267_2013_roe","roe",25,25,"2267_2013",2267,64.1256122070313,"night",1599,1437,0,162,0,1437,162,1599,0,0.898686679174484,0,0.101313320825516,0,0.898686679174484,0.101313320825516,1,0,"2013"
"299","2267_2014_roe","roe",25,25,"2267_2014",2267,63.8093536132813,"night",1601,1524,0,77,0,1524,77,1601,0,0.951905059337914,0,0.0480949406620862,0,0.951905059337914,0.0480949406620862,1,0,"2014"
"300","2274_2013_roe","roe",25,25,"2274_2013",2274,102.731980273438,"night",2572,1630,646,195,101,1731,841,1825,747,0.633748055987558,0.251166407465008,0.0758164852255054,0.0392690513219285,0.673017107309487,0.326982892690513,0.709564541213064,0.290435458786936,"2013"
"301","2274_2014_roe","roe",25,25,"2274_2014",2274,102.121562109375,"night",2559,1607,662,184,106,1713,846,1791,768,0.627979679562329,0.258694802657288,0.0719030871434154,0.0414224306369676,0.669402110199297,0.330597889800703,0.699882766705744,0.300117233294256,"2014"
"302","2279_2013_roe","roe",25,25,"2279_2013",2279,335.828449609375,"night",8395,3386,3427,414,1168,4554,3841,3800,4595,0.403335318642049,0.408219178082192,0.0493150684931507,0.139130434782609,0.542465753424658,0.457534246575342,0.4526503871352,0.5473496128648,"2013"
"303","2279_2014_roe","roe",25,25,"2279_2014",2279,414.618064648437,"night",10363,4212,4335,540,1276,5488,4875,4752,5611,0.40644600984271,0.418315159702789,0.0521084628003474,0.123130367654154,0.529576377496864,0.470423622503136,0.458554472643057,0.541445527356943,"2014"
"304","2281_2013_roe","roe",25,25,"2281_2013",2281,14.4823340820312,"night",362,153,24,1,184,337,25,154,208,0.422651933701657,0.0662983425414365,0.00276243093922652,0.50828729281768,0.930939226519337,0.069060773480663,0.425414364640884,0.574585635359116,"2013"
"305","2281_2014_roe","roe",25,25,"2281_2014",2281,47.5735271484375,"night",1189,650,158,28,353,1003,186,678,511,0.546677880571909,0.132884777123633,0.0235492010092515,0.296888141295206,0.843566021867115,0.156433978132885,0.570227081581161,0.429772918418839,"2014"
"306","2282_2013_roe","roe",25,25,"2282_2013",2282,27.1845262695313,"night",682,343,278,56,5,348,334,399,283,0.502932551319648,0.407624633431085,0.0821114369501466,0.00733137829912024,0.510263929618768,0.489736070381232,0.585043988269795,0.414956011730205,"2013"
"307","2282_2014_roe","roe",25,25,"2282_2014",2282,293.383650878906,"night",7336,3954,2193,969,220,4174,3162,4923,2413,0.538985823336968,0.298936750272628,0.132088331515812,0.0299890948745911,0.568974918211559,0.431025081788441,0.671074154852781,0.328925845147219,"2014"
"314","2290_2014_roe","roe",25,25,"2290_2014",2290,541.624127441406,"night",13551,8750,2016,973,1812,10562,2989,9723,3828,0.645708803778319,0.148771308390525,0.0718028189801491,0.133717068851007,0.779425872629326,0.220574127370674,0.717511622758468,0.282488377241532,"2014"
"315","2292_2013_roe","roe",25,25,"2292_2013",2292,515.991986132812,"night",12904,9257,1763,321,1563,10820,2084,9578,3326,0.717374457532548,0.136624302541847,0.0248760074395536,0.121125232486051,0.838499690018599,0.161500309981401,0.742250464972102,0.257749535027898,"2013"
"316","2292_2014_roe","roe",25,25,"2292_2014",2292,159.949527148438,"night",3991,2984,517,259,231,3215,776,3243,748,0.747682285141569,0.129541468303683,0.0648960160360812,0.057880230518667,0.805562515660236,0.194437484339764,0.81257830117765,0.18742169882235,"2014"
"318","2295_2013_roe","roe",25,25,"2295_2013",2295,407.737444335937,"night",10192,4592,3564,1505,531,5123,5069,6097,4095,0.450549450549451,0.349686028257457,0.147664835164835,0.0520996860282575,0.502649136577708,0.497350863422292,0.598214285714286,0.401785714285714,"2013"
"319","2295_2014_roe","roe",25,25,"2295_2014",2295,127.224234277344,"night",3180,1552,972,395,261,1813,1367,1947,1233,0.488050314465409,0.305660377358491,0.124213836477987,0.0820754716981132,0.570125786163522,0.429874213836478,0.612264150943396,0.387735849056604,"2014"
"325","2301_2013_roe","roe",25,25,"2301_2013",2301,30.6806927734375,"night",768,695,7,40,26,721,47,735,33,0.904947916666667,0.00911458333333333,0.0520833333333333,0.0338541666666667,0.938802083333333,0.0611979166666667,0.95703125,0.04296875,"2013"
"326","2301_2014_roe","roe",25,25,"2301_2014",2301,33.055642578125,"night",828,755,6,46,21,776,52,801,27,0.911835748792271,0.0072463768115942,0.0555555555555556,0.0253623188405797,0.93719806763285,0.0628019323671498,0.967391304347826,0.0326086956521739,"2014"
"327","2302_2013_roe","roe",25,25,"2302_2013",2302,1650.01149990234,"night",41248,15271,16144,2452,7381,22652,18596,17723,23525,0.370224010861133,0.391388673390225,0.0594453064391001,0.178942009309542,0.549166020170675,0.450833979829325,0.429669317300233,0.570330682699767,"2013"
"328","2302_2014_roe","roe",25,25,"2302_2014",2302,184.837593847656,"night",4620,2237,1019,168,1196,3433,1187,2405,2215,0.484199134199134,0.220562770562771,0.0363636363636364,0.258874458874459,0.743073593073593,0.256926406926407,0.520562770562771,0.479437229437229,"2014"
"331","769_2005_roe","roe",1,1,"769_2005",769,45.7649444335937,"day",1141,11,1065,57,8,19,1122,68,1073,0.00964066608238387,0.93339176161262,0.0499561787905346,0.007011393514461,0.0166520595968449,0.983347940403155,0.0595968448729185,0.940403155127082,"2005"
"332","770_2005_roe","roe",1,1,"770_2005",770,46.586052734375,"day",1161,145,496,448,72,217,944,593,568,0.12489233419466,0.427217915590009,0.385874246339363,0.062015503875969,0.186907838070629,0.813092161929371,0.510766580534022,0.489233419465978,"2005"
"333","771_2005_roe","roe",1,1,"771_2005",771,251.690328320312,"day",6290,1247,3884,484,675,1922,4368,1731,4559,0.198251192368839,0.617488076311606,0.0769475357710652,0.10731319554849,0.305564387917329,0.694435612082671,0.275198728139905,0.724801271860095,"2005"
"334","772_2005_roe","roe",1,1,"772_2005",772,44.578234375,"day",1112,391,492,20,209,600,512,411,701,0.351618705035971,0.442446043165468,0.0179856115107914,0.18794964028777,0.539568345323741,0.460431654676259,0.369604316546763,0.630395683453237,"2005"
"335","774_2006_roe","roe",1,1,"774_2006",774,45.2367208007812,"day",1134,357,530,186,61,418,716,543,591,0.314814814814815,0.467372134038801,0.164021164021164,0.0537918871252205,0.368606701940035,0.631393298059965,0.478835978835979,0.521164021164021,"2006"
"336","774_2007_roe","roe",1,1,"774_2007",774,20.1731532226562,"day",502,145,186,164,7,152,350,309,193,0.288844621513944,0.370517928286853,0.326693227091633,0.0139442231075697,0.302788844621514,0.697211155378486,0.615537848605578,0.384462151394422,"2007"
"337","776_2006_roe","roe",1,1,"776_2006",776,54.546903515625,"day",1361,202,682,458,19,221,1140,660,701,0.148420279206466,0.501102130786187,0.33651726671565,0.0139603232916973,0.162380602498163,0.837619397501837,0.484937545922116,0.515062454077884,"2006"
"338","782_2006_roe","roe",1,1,"782_2006",782,377.004883007813,"day",9424,5515,2216,1189,504,6019,3405,6704,2720,0.585207979626486,0.235144312393888,0.126167232597623,0.0534804753820034,0.638688455008489,0.361311544991511,0.711375212224109,0.288624787775891,"2006"
"339","783_2006_roe","roe",1,1,"783_2006",783,33.0258802734375,"day",831,6,732,87,6,12,819,93,738,0.0072202166064982,0.88086642599278,0.104693140794224,0.0072202166064982,0.0144404332129964,0.985559566787004,0.111913357400722,0.888086642599278,"2006"
"340","784_2006_roe","roe",1,1,"784_2006",784,154.83317734375,"day",3862,1061,2085,639,77,1138,2724,1700,2162,0.274728120145003,0.539875712066287,0.165458311755567,0.0199378560331435,0.294665976178146,0.705334023821854,0.44018643190057,0.55981356809943,"2006"
"341","787_2006_roe","roe",1,1,"787_2006",787,100.100202929687,"day",2500,441,1394,212,453,894,1606,653,1847,0.1764,0.5576,0.0848,0.1812,0.3576,0.6424,0.2612,0.7388,"2006"
"342","789_2007_roe","roe",1,1,"789_2007",789,25.37587734375,"day",634,150,409,28,47,197,437,178,456,0.236593059936909,0.645110410094637,0.0441640378548896,0.0741324921135647,0.310725552050473,0.689274447949527,0.280757097791798,0.719242902208202,"2007"
"343","791_2007_roe","roe",1,1,"791_2007",791,133.414697460938,"day",3334,1142,1843,317,32,1174,2160,1459,1875,0.34253149370126,0.552789442111578,0.0950809838032394,0.00959808038392321,0.352129574085183,0.647870425914817,0.437612477504499,0.562387522495501,"2007"
"344","792_2006_roe","roe",1,1,"792_2006",792,28.5821600585938,"day",713,254,221,215,23,277,436,469,244,0.356241234221599,0.309957924263675,0.301542776998597,0.032258064516129,0.388499298737728,0.611500701262272,0.657784011220196,0.342215988779804,"2006"
"345","792_2007_roe","roe",1,1,"792_2007",792,46.9614478515625,"day",1174,478,311,333,52,530,644,811,363,0.407155025553663,0.264906303236797,0.283645655877342,0.0442930153321976,0.45144804088586,0.54855195911414,0.690800681431005,0.309199318568995,"2007"
"346","796_2005_roe","roe",1,1,"796_2005",796,17.139809375,"day",432,0,401,0,31,31,401,0,432,0,0.928240740740741,0,0.0717592592592593,0.0717592592592593,0.928240740740741,0,1,"2005"
"347","797_2005_roe","roe",1,1,"797_2005",797,102.400600488281,"day",2554,374,1908,199,73,447,2107,573,1981,0.146436961628818,0.747063429913861,0.0779169929522318,0.0285826155050901,0.175019577133908,0.824980422866092,0.224353954581049,0.775646045418951,"2005"
"348","799_2005_roe","roe",1,1,"799_2005",799,102.697820410156,"day",2566,176,2067,271,52,228,2338,447,2119,0.06858924395947,0.805533904910366,0.105611847233048,0.0202650038971161,0.0888542478565861,0.911145752143414,0.174201091192518,0.825798908807482,"2005"
"349","801_2005_roe","roe",1,1,"801_2005",801,20.1461232421875,"day",508,83,307,104,14,97,411,187,321,0.163385826771654,0.604330708661417,0.204724409448819,0.0275590551181102,0.190944881889764,0.809055118110236,0.368110236220472,0.631889763779528,"2005"
"354","1402_2010_roe","roe",2,2,"1402_2010",1402,47.9696139648438,"day",1199,1,1062,2,134,135,1064,3,1196,0.000834028356964137,0.885738115095913,0.00166805671392827,0.111759799833194,0.112593828190158,0.887406171809841,0.00250208507089241,0.997497914929108,"2010"
"355","14_2006_roe","roe",2,2,"14_2006",14,36.3777213867187,"day",911,0,650,0,261,261,650,0,911,0,0.713501646542261,0,0.286498353457739,0.286498353457739,0.713501646542261,0,1,"2006"
"356","14_2007_roe","roe",2,2,"14_2007",14,44.4802670898437,"day",1111,0,842,0,269,269,842,0,1111,0,0.757875787578758,0,0.242124212421242,0.242124212421242,0.757875787578758,0,1,"2007"
"357","14_2010_roe","roe",2,2,"14_2010",14,144.089452148437,"day",3603,0,3148,0,455,455,3148,0,3603,0,0.873716347488204,0,0.126283652511796,0.126283652511796,0.873716347488204,0,1,"2010"
"358","1429_2010_roe","roe",2,2,"1429_2010",1429,314.439131054687,"day",7851,50,7208,535,58,108,7743,585,7266,0.00636861546299834,0.918099605145841,0.0681441854540823,0.00738759393707808,0.0137562094000764,0.986243790599924,0.0745128009170806,0.925487199082919,"2010"
"363","1956_2010_roe","roe",2,2,"1956_2010",1956,3939.20500351562,"day",98481,27117,52865,15381,3118,30235,68246,42498,55983,0.275352606086453,0.536804053573786,0.156182410820361,0.0316609295193997,0.307013535605853,0.692986464394147,0.431535016906815,0.568464983093185,"2010"
"364","1958_2010_roe","roe",2,2,"1958_2010",1958,99.0557086914063,"day",2477,0,2368,0,109,109,2368,0,2477,0,0.955995155429956,0,0.0440048445700444,0.0440048445700444,0.955995155429956,0,1,"2010"
"366","1962_2010_roe","roe",2,2,"1962_2010",1962,5499.93845751953,"day",137498,31910,62638,39610,3340,35250,102248,71520,65978,0.232076102925133,0.455555717174068,0.288076917482436,0.0242912624183624,0.256367365343496,0.743632634656504,0.52015302040757,0.47984697959243,"2010"
"367","1964_2010_roe","roe",2,2,"1964_2010",1964,922.857903320313,"day",23077,3280,17968,1017,812,4092,18985,4297,18780,0.142132859557135,0.778610737964207,0.0440698531004897,0.0351865493781687,0.177319408935304,0.822680591064696,0.186202712657624,0.813797287342376,"2010"
"370","1973_2010_roe","roe",2,2,"1973_2010",1973,34.5011557617187,"day",860,55,630,93,82,137,723,148,712,0.063953488372093,0.732558139534884,0.108139534883721,0.0953488372093023,0.159302325581395,0.840697674418605,0.172093023255814,0.827906976744186,"2010"
"371","1973_2011_roe","roe",2,2,"1973_2011",1973,75.422675390625,"day",1890,353,1244,120,173,526,1364,473,1417,0.186772486772487,0.658201058201058,0.0634920634920635,0.0915343915343915,0.278306878306878,0.721693121693122,0.25026455026455,0.74973544973545,"2011"
"373","1982_2010_roe","roe",2,2,"1982_2010",1982,116.906567675781,"day",2921,0,2565,0,356,356,2565,0,2921,0,0.878123930160904,0,0.121876069839096,0.121876069839096,0.878123930160904,0,1,"2010"
"374","1985_2010_roe","roe",2,2,"1985_2010",1985,74.1680655273438,"day",1847,0,1700,0,147,147,1700,0,1847,0,0.92041147807255,0,0.0795885219274499,0.0795885219274499,0.92041147807255,0,1,"2010"
"377","1991_2010_roe","roe",2,2,"1991_2010",1991,4529.69500498047,"day",113243,60083,38502,12683,1975,62058,51185,72766,40477,0.530567010764462,0.339994525047906,0.111998092597335,0.017440371590297,0.548007382354759,0.451992617645241,0.642565103361797,0.357434896638203,"2010"
"378","1993_2010_roe","roe",2,2,"1993_2010",1993,19.7392588867188,"day",491,42,418,23,8,50,441,65,426,0.0855397148676171,0.85132382892057,0.0468431771894094,0.0162932790224033,0.10183299389002,0.89816700610998,0.132382892057026,0.867617107942974,"2010"
"379","1994_2010_roe","roe",2,2,"1994_2010",1994,390.40669921875,"day",9770,1027,7125,1305,313,1340,8430,2332,7438,0.105117707267144,0.729273285568065,0.133572159672467,0.0320368474923234,0.137154554759468,0.862845445240532,0.238689866939611,0.761310133060389,"2010"
"380","1994_2011_roe","roe",2,2,"1994_2011",1994,32.338325,"day",810,139,446,222,3,142,668,361,449,0.171604938271605,0.550617283950617,0.274074074074074,0.0037037037037037,0.175308641975309,0.824691358024691,0.445679012345679,0.554320987654321,"2011"
"381","1996_2010_roe","roe",2,2,"1996_2010",1996,96.6780704101563,"day",2412,356,1146,638,272,628,1784,994,1418,0.14759535655058,0.475124378109453,0.264510779436153,0.112769485903814,0.260364842454395,0.739635157545605,0.412106135986733,0.587893864013267,"2010"
"382","2000_2010_roe","roe",2,2,"2000_2010",2000,19.4776999023438,"day",484,191,265,26,2,193,291,217,267,0.394628099173554,0.547520661157025,0.0537190082644628,0.00413223140495868,0.398760330578512,0.601239669421488,0.448347107438017,0.551652892561983,"2010"
"384","2008_2010_roe","roe",2,2,"2008_2010",2008,68.1343323242187,"day",1706,0,1547,0,159,159,1547,0,1706,0,0.906799531066823,0,0.093200468933177,0.093200468933177,0.906799531066823,0,1,"2010"
"385","2008_2011_roe","roe",2,2,"2008_2011",2008,74.9821010742187,"day",1872,0,1698,0,174,174,1698,0,1872,0,0.907051282051282,0,0.092948717948718,0.092948717948718,0.907051282051282,0,1,"2011"
"386","2011_2010_roe","roe",2,2,"2011_2010",2011,88.7782608398438,"day",2213,331,1812,59,11,342,1871,390,1823,0.149570718481699,0.818798011748757,0.026660641662901,0.00497062810664257,0.154541346588342,0.845458653411658,0.1762313601446,0.8237686398554,"2010"
"387","2013_2010_roe","roe",2,2,"2013_2010",2013,21.9145884765625,"day",543,87,417,35,4,91,452,122,421,0.160220994475138,0.767955801104972,0.0644567219152855,0.00736648250460405,0.167587476979742,0.832412523020258,0.224677716390424,0.775322283609576,"2010"
"388","2014_2010_roe","roe",2,2,"2014_2010",2014,123.643280664063,"day",3090,1085,1887,59,59,1144,1946,1144,1946,0.351132686084142,0.610679611650485,0.0190938511326861,0.0190938511326861,0.370226537216828,0.629773462783171,0.370226537216828,0.629773462783171,"2010"
"389","2014_2011_roe","roe",2,2,"2014_2011",2014,63.7210765625,"day",1593,711,807,70,5,716,877,781,812,0.446327683615819,0.506591337099812,0.0439422473320778,0.00313873195229127,0.449466415568111,0.550533584431889,0.490269930947897,0.509730069052103,"2011"
"393","2030_2010_roe","roe",2,2,"2030_2010",2030,99.039725,"day",2478,1258,1150,63,7,1265,1213,1321,1157,0.507667473769169,0.46408393866021,0.0254237288135593,0.00282485875706215,0.510492332526231,0.489507667473769,0.533091202582728,0.466908797417272,"2010"
"395","21_2010_roe","roe",2,2,"21_2010",21,182.915601171875,"day",4573,0,3994,0,579,579,3994,0,4573,0,0.873387273124863,0,0.126612726875137,0.126612726875137,0.873387273124863,0,1,"2010"
"416","1728_2006_roe","roe",8,8,"1728_2006",1728,29.0407013183594,"day",719,349,0,370,0,349,370,719,0,0.485396383866481,0,0.514603616133519,0,0.485396383866481,0.514603616133519,1,0,"2006"
"417","1728_2011_roe","roe",8,8,"1728_2011",1728,39.86725078125,"day",998,517,0,481,0,517,481,998,0,0.518036072144289,0,0.481963927855711,0,0.518036072144289,0.481963927855711,1,0,"2011"
"456","1777_2008_roe","roe",8,8,"1777_2008",1777,662.044510107422,"day",16540,15485,0,1055,0,15485,1055,16540,0,0.936215235792019,0,0.0637847642079807,0,0.936215235792019,0.0637847642079807,1,0,"2008"
"457","1777_2011_roe","roe",8,8,"1777_2011",1777,101.647404052734,"day",2541,2058,387,45,51,2109,432,2103,438,0.809917355371901,0.152302243211334,0.0177095631641086,0.0200708382526564,0.829988193624557,0.170011806375443,0.827626918536009,0.172373081463991,"2011"
"476","1807_2009_roe","roe",8,8,"1807_2009",1807,533.47484453125,"day",13336,12585,14,737,0,12585,751,13322,14,0.94368626274745,0.0010497900419916,0.0552639472105579,0,0.94368626274745,0.0563137372525495,0.998950209958008,0.0010497900419916,"2009"
"477","1807_2011_roe","roe",8,8,"1807_2011",1807,64.8954006835937,"day",1623,1472,0,151,0,1472,151,1623,0,0.906962415280345,0,0.093037584719655,0,0.906962415280345,0.093037584719655,1,0,"2011"
"483","1817_2009_roe","roe",8,8,"1817_2009",1817,47.0393799804688,"day",1174,931,0,243,0,931,243,1174,0,0.793015332197615,0,0.206984667802385,0,0.793015332197615,0.206984667802385,1,0,"2009"
"484","1817_2011_roe","roe",8,8,"1817_2011",1817,207.577357177734,"day",5186,4796,0,390,0,4796,390,5186,0,0.924797531816429,0,0.0752024681835712,0,0.924797531816429,0.0752024681835712,1,0,"2011"
"490","1827_2011_roe","roe",8,8,"1827_2011",1827,62.5777930664063,"day",1566,1453,0,113,0,1453,113,1566,0,0.927841634738186,0,0.0721583652618135,0,0.927841634738186,0.0721583652618135,1,0,"2011"
"497","1835_2011_roe","roe",8,8,"1835_2011",1835,41.8169876464844,"day",1049,485,503,44,17,502,547,529,520,0.46234509056244,0.479504289799809,0.0419447092469018,0.0162059103908484,0.478551000953289,0.521448999046711,0.504289799809342,0.495710200190658,"2011"
"503","1857_2011_roe","roe",8,8,"1857_2011",1857,75.6737215332031,"day",1892,1620,0,272,0,1620,272,1892,0,0.856236786469345,0,0.143763213530655,0,0.856236786469345,0.143763213530655,1,0,"2011"
"504","1859_2011_roe","roe",8,8,"1859_2011",1859,68.5429442382813,"day",1717,1058,0,659,0,1058,659,1717,0,0.616191030867793,0,0.383808969132207,0,0.616191030867793,0.383808969132207,1,0,"2011"
"505","1860_2011_roe","roe",8,8,"1860_2011",1860,134.898776269531,"day",3372,3084,0,288,0,3084,288,3372,0,0.914590747330961,0,0.0854092526690391,0,0.914590747330961,0.0854092526690391,1,0,"2011"
"506","1861_2011_roe","roe",8,8,"1861_2011",1861,55.3580150390625,"day",1382,1233,0,149,0,1233,149,1382,0,0.892185238784371,0,0.10781476121563,0,0.892185238784371,0.10781476121563,1,0,"2011"
"507","1865_2011_roe","roe",8,8,"1865_2011",1865,70.2188747070312,"day",1757,1412,0,345,0,1412,345,1757,0,0.803642572566875,0,0.196357427433125,0,0.803642572566875,0.196357427433125,1,0,"2011"
"508","1866_2011_roe","roe",8,8,"1866_2011",1866,131.747193212891,"day",3295,3143,0,150,2,3145,150,3293,2,0.953869499241275,0,0.0455235204855842,0.000606980273141123,0.954476479514416,0.0455235204855842,0.999393019726859,0.000606980273141123,"2011"
"509","1867_2011_roe","roe",8,8,"1867_2011",1867,328.368178222656,"day",8217,5588,575,1892,162,5750,2467,7480,737,0.680053547523427,0.0699768772057929,0.230254350736278,0.0197152245345016,0.699768772057929,0.300231227942071,0.910307898259705,0.0896921017402945,"2011"
"510","1869_2011_roe","roe",8,8,"1869_2011",1869,32.7468645507812,"day",814,34,759,15,6,40,774,49,765,0.0417690417690418,0.932432432432432,0.0184275184275184,0.00737100737100737,0.0491400491400491,0.950859950859951,0.0601965601965602,0.93980343980344,"2011"
"511","1871_2011_roe","roe",8,8,"1871_2011",1871,47.63174375,"day",1196,340,800,48,8,348,848,388,808,0.284280936454849,0.668896321070234,0.040133779264214,0.00668896321070234,0.290969899665552,0.709030100334448,0.324414715719064,0.675585284280936,"2011"
"512","1873_2011_roe","roe",8,8,"1873_2011",1873,69.8773869628906,"day",1747,654,992,54,47,701,1046,708,1039,0.374356038923869,0.567830566685747,0.0309101316542645,0.0269032627361191,0.401259301659989,0.598740698340011,0.405266170578134,0.594733829421866,"2011"
"513","1874_2011_roe","roe",8,8,"1874_2011",1874,218.715615820313,"day",5462,3116,2063,263,20,3136,2326,3379,2083,0.570487001098499,0.377700476016111,0.0481508604906628,0.00366166239472721,0.574148663493226,0.425851336506774,0.618637861589161,0.381362138410839,"2011"
"514","1875_2011_roe","roe",8,8,"1875_2011",1875,36.4505034179687,"day",916,568,255,40,53,621,295,608,308,0.620087336244541,0.278384279475983,0.0436681222707424,0.0578602620087336,0.677947598253275,0.322052401746725,0.663755458515284,0.336244541484716,"2011"
"515","1876_2011_roe","roe",8,8,"1876_2011",1876,40.9507046875,"day",1023,909,0,114,0,909,114,1023,0,0.888563049853372,0,0.111436950146628,0,0.888563049853372,0.111436950146628,1,0,"2011"
"516","1878_2011_roe","roe",8,8,"1878_2011",1878,773.861343652344,"day",19345,15091,2016,1740,498,15589,3756,16831,2514,0.780098216593435,0.104212974928922,0.0899457224088912,0.0257430860687516,0.805841302662187,0.194158697337813,0.870043939002326,0.129956060997674,"2011"
"517","1880_2011_roe","roe",8,8,"1880_2011",1880,163.075625097656,"day",4082,2593,223,1240,26,2619,1463,3833,249,0.635227829495345,0.0546300832925037,0.303772660460559,0.00636942675159236,0.641597256246938,0.358402743753062,0.939000489955904,0.060999510044096,"2011"
"518","1881_2011_roe","roe",8,8,"1881_2011",1881,25.676197265625,"day",645,573,0,72,0,573,72,645,0,0.888372093023256,0,0.111627906976744,0,0.888372093023256,0.111627906976744,1,0,"2011"
"519","1882_2011_roe","roe",8,8,"1882_2011",1882,27.5112956054687,"day",690,445,169,4,72,517,173,449,241,0.644927536231884,0.244927536231884,0.00579710144927536,0.104347826086957,0.749275362318841,0.250724637681159,0.650724637681159,0.349275362318841,"2011"
"520","1882_2013_roe","roe",8,8,"1882_2013",1882,35.9857718261719,"day",900,442,337,6,115,557,343,448,452,0.491111111111111,0.374444444444444,0.00666666666666667,0.127777777777778,0.618888888888889,0.381111111111111,0.497777777777778,0.502222222222222,"2013"
"521","1883_2011_roe","roe",8,8,"1883_2011",1883,33.1925696289062,"day",832,645,0,187,0,645,187,832,0,0.775240384615385,0,0.224759615384615,0,0.775240384615385,0.224759615384615,1,0,"2011"
"542","1936_2011_roe","roe",8,8,"1936_2011",1936,37.6279333007813,"day",947,528,0,419,0,528,419,947,0,0.557550158394931,0,0.442449841605069,0,0.557550158394931,0.442449841605069,1,0,"2011"
"543","1937_2010_roe","roe",8,8,"1937_2010",1937,133.1482453125,"day",3330,3123,0,207,0,3123,207,3330,0,0.937837837837838,0,0.0621621621621622,0,0.937837837837838,0.0621621621621622,1,0,"2010"
"544","1937_2011_roe","roe",8,8,"1937_2011",1937,104.60429765625,"day",2620,2476,0,144,0,2476,144,2620,0,0.945038167938931,0,0.0549618320610687,0,0.945038167938931,0.0549618320610687,1,0,"2011"
"545","1937_2012_roe","roe",8,8,"1937_2012",1937,68.0654844726563,"day",1697,1588,0,109,0,1588,109,1697,0,0.935769004124926,0,0.0642309958750737,0,0.935769004124926,0.0642309958750737,1,0,"2012"
"564","1453_2010_roe","roe",15,15,"1453_2010",1453,25.9550404296875,"day",647,419,165,1,62,481,166,420,227,0.647604327666152,0.255023183925811,0.00154559505409583,0.0958268933539413,0.743431221020093,0.256568778979907,0.649149922720247,0.350850077279753,"2010"
"565","1454_2010_roe","roe",15,15,"1454_2010",1454,15.413689453125,"day",385,298,37,0,50,348,37,298,87,0.774025974025974,0.0961038961038961,0,0.12987012987013,0.903896103896104,0.0961038961038961,0.774025974025974,0.225974025974026,"2010"
"566","1455_2010_roe","roe",15,15,"1455_2010",1455,11.61438203125,"day",292,0,261,0,31,31,261,0,292,0,0.893835616438356,0,0.106164383561644,0.106164383561644,0.893835616438356,0,1,"2010"
