"","aniyr_species","species","population","study_areas_id","aniyr","animals_id","area","time","total","clc0tcd0","clc1tcd1","clc0tcd1","clc1tcd0","tcd_open_abs","tcd_forest_abs","clc_open_abs","clc_forest_abs","clc0tcd0_prop","clc1tcd1_prop","clc0tcd1_prop","clc1tcd0_prop","tcd_open_prop","tcd_forest_prop","clc_open_prop","clc_forest_prop","yearx"
"11","787_2006_roe","roe",1,1,"787_2006",787,83.398384375,"night",2085,374,1174,95,442,816,1269,469,1616,0.179376498800959,0.563069544364508,0.0455635491606715,0.211990407673861,0.39136690647482,0.60863309352518,0.224940047961631,0.775059952038369,"2006"
"12","789_2007_roe","roe",1,1,"789_2007",789,16.2718688476563,"night",403,189,117,57,40,229,174,246,157,0.468982630272953,0.290322580645161,0.141439205955335,0.0992555831265509,0.568238213399504,0.431761786600496,0.610421836228288,0.389578163771712,"2007"
"13","791_2007_roe","roe",1,1,"791_2007",791,100.503302148437,"night",2509,1527,591,372,19,1546,963,1899,610,0.608609007572738,0.235552012754085,0.14826624153049,0.00757273814268633,0.616181745715425,0.383818254284576,0.756875249103228,0.243124750896772,"2007"
"14","792_2006_roe","roe",1,1,"792_2006",792,46.8623891601562,"night",1169,610,132,424,3,613,556,1034,135,0.521813515825492,0.112917023096664,0.362703165098375,0.00256629597946963,0.524379811804962,0.475620188195038,0.884516680923867,0.115483319076133,"2006"
"15","792_2007_roe","roe",1,1,"792_2007",792,60.64384453125,"night",1515,752,254,463,46,798,717,1215,300,0.496369636963696,0.167656765676568,0.305610561056106,0.0303630363036304,0.526732673267327,0.473267326732673,0.801980198019802,0.198019801980198,"2007"
"16","796_2005_roe","roe",1,1,"796_2005",796,25.1872029296875,"night",629,0,597,0,32,32,597,0,629,0,0.94912559618442,0,0.0508744038155803,0.0508744038155803,0.94912559618442,0,1,"2005"
"17","797_2005_roe","roe",1,1,"797_2005",797,204.311086132813,"night",5106,962,3376,652,116,1078,4028,1614,3492,0.188405797101449,0.661182922052487,0.127692910301606,0.0227183705444575,0.211124167645907,0.788875832354093,0.316098707403055,0.683901292596945,"2005"
"18","799_2005_roe","roe",1,1,"799_2005",799,133.271854882813,"night",3343,253,2459,414,217,470,2873,667,2676,0.0756805264732276,0.73556685611726,0.123840861501645,0.0649117559078672,0.140592282381095,0.859407717618905,0.199521387974873,0.800478612025127,"2005"
"19","801_2005_roe","roe",1,1,"801_2005",801,10.3762623046875,"night",259,113,43,94,9,122,137,207,52,0.436293436293436,0.166023166023166,0.362934362934363,0.0347490347490347,0.471042471042471,0.528957528957529,0.799227799227799,0.200772200772201,"2005"
"24","1402_2010_roe","roe",2,2,"1402_2010",1402,43.0028559570313,"night",1077,0,779,0,298,298,779,0,1077,0,0.72330547818013,0,0.27669452181987,0.27669452181987,0.72330547818013,0,1,"2010"
"25","14_2006_roe","roe",2,2,"14_2006",14,25.921662109375,"night",643,0,387,0,256,256,387,0,643,0,0.601866251944012,0,0.398133748055988,0.398133748055988,0.601866251944012,0,1,"2006"
"26","14_2007_roe","roe",2,2,"14_2007",14,29.0077473632813,"night",725,0,474,0,251,251,474,0,725,0,0.653793103448276,0,0.346206896551724,0.346206896551724,0.653793103448276,0,1,"2007"
"27","14_2010_roe","roe",2,2,"14_2010",14,29.0810947265625,"night",726,0,493,0,233,233,493,0,726,0,0.679063360881543,0,0.320936639118457,0.320936639118457,0.679063360881543,0,1,"2010"
"28","1429_2010_roe","roe",2,2,"1429_2010",1429,389.424790820313,"night",9731,79,8907,638,107,186,9545,717,9014,0.00811838454424006,0.915322166272737,0.0655636625218374,0.0109957866611859,0.019114171205426,0.980885828794574,0.0736820470660775,0.926317952933922,"2010"
"33","1956_2010_roe","roe",2,2,"1956_2010",1956,3734.22258955078,"night",93373,26528,49000,15162,2683,29211,64162,41690,51683,0.28410782560269,0.52477696978784,0.162380988080066,0.0287342165294036,0.312842042132094,0.687157957867906,0.446488813682756,0.553511186317244,"2010"
"34","1958_2010_roe","roe",2,2,"1958_2010",1958,152.239397265625,"night",3807,0,3535,0,272,272,3535,0,3807,0,0.928552666141319,0,0.0714473338586814,0.0714473338586814,0.928552666141319,0,1,"2010"
"36","1962_2010_roe","roe",2,2,"1962_2010",1962,6906.49669433594,"night",172670,42371,78076,47581,4642,47013,125657,89952,82718,0.245387154688133,0.452168877048706,0.275560317368391,0.0268836508947704,0.272270805582904,0.727729194417096,0.520947472056524,0.479052527943476,"2010"
"37","1964_2010_roe","roe",2,2,"1964_2010",1964,843.27593203125,"night",21083,3204,16180,994,705,3909,17174,4198,16885,0.151970782146753,0.767442963525115,0.0471469904662524,0.0334392638618792,0.185410046008633,0.814589953991367,0.199117772613006,0.800882227386994,"2010"
"40","1973_2010_roe","roe",2,2,"1973_2010",1973,33.315655859375,"night",832,253,380,120,79,332,500,373,459,0.304086538461538,0.456730769230769,0.144230769230769,0.0949519230769231,0.399038461538462,0.600961538461538,0.448317307692308,0.551682692307692,"2010"
"41","1973_2011_roe","roe",2,2,"1973_2011",1973,91.8432061523438,"night",2293,616,1319,133,225,841,1452,749,1544,0.268643698211949,0.57522895769734,0.0580026166593982,0.0981247274313127,0.366768425643262,0.633231574356738,0.326646314871348,0.673353685128652,"2011"
"44","1982_2010_roe","roe",2,2,"1982_2010",1982,134.130352050781,"night",3358,0,2918,0,440,440,2918,0,3358,0,0.868969624776653,0,0.131030375223347,0.131030375223347,0.868969624776653,0,1,"2010"
"45","1985_2010_roe","roe",2,2,"1985_2010",1985,99.9459858398437,"night",2498,0,2142,0,356,356,2142,0,2498,0,0.857485988791033,0,0.142514011208967,0.142514011208967,0.857485988791033,0,1,"2010"
"48","1991_2010_roe","roe",2,2,"1991_2010",1991,4739.53672001953,"night",118494,61947,41326,13202,2019,63966,54528,75149,43345,0.522785963846271,0.348760274781846,0.111414923962395,0.0170388374094891,0.53982480125576,0.46017519874424,0.634200887808665,0.365799112191335,"2010"
"49","1993_2010_roe","roe",2,2,"1993_2010",1993,31.7965813476563,"night",794,152,577,48,17,169,625,200,594,0.191435768261965,0.726700251889169,0.0604534005037783,0.0214105793450882,0.212846347607053,0.787153652392947,0.251889168765743,0.748110831234257,"2010"
"50","1994_2010_roe","roe",2,2,"1994_2010",1994,135.1655984375,"night",3374,401,2560,396,17,418,2956,797,2577,0.118850029638411,0.758743331357439,0.117368109069354,0.0050385299347955,0.123888559573207,0.876111440426793,0.236218138707765,0.763781861292235,"2010"
"51","1994_2011_roe","roe",2,2,"1994_2011",1994,93.6723051757812,"night",2337,238,1780,299,20,258,2079,537,1800,0.101839965768079,0.761660248181429,0.127941805733847,0.00855798031664527,0.110397946084724,0.889602053915276,0.229781771501926,0.770218228498074,"2011"
"52","1996_2010_roe","roe",2,2,"1996_2010",1996,69.6246805664063,"night",1748,564,751,177,256,820,928,741,1007,0.322654462242563,0.429633867276888,0.101258581235698,0.146453089244851,0.469107551487414,0.530892448512586,0.423913043478261,0.576086956521739,"2010"
"53","2000_2010_roe","roe",2,2,"2000_2010",2000,41.9542060546875,"night",1052,628,384,38,2,630,422,666,386,0.596958174904943,0.365019011406844,0.0361216730038023,0.00190114068441065,0.598859315589354,0.401140684410646,0.633079847908745,0.366920152091255,"2010"
"55","2008_2010_roe","roe",2,2,"2008_2010",2008,38.5615442382813,"night",963,0,658,0,305,305,658,0,963,0,0.683281412253375,0,0.316718587746625,0.316718587746625,0.683281412253375,0,1,"2010"
"56","2008_2011_roe","roe",2,2,"2008_2011",2008,41.10236875,"night",1029,0,709,0,320,320,709,0,1029,0,0.689018464528669,0,0.310981535471331,0.310981535471331,0.689018464528669,0,1,"2011"
"57","2011_2010_roe","roe",2,2,"2011_2010",2011,122.446381445312,"night",3065,1301,1611,72,81,1382,1683,1373,1692,0.424469820554649,0.525611745513866,0.0234910277324633,0.0264274061990212,0.45089722675367,0.54910277324633,0.447960848287113,0.552039151712887,"2010"
"58","2013_2010_roe","roe",2,2,"2013_2010",2013,30.0904041015625,"night",751,189,494,42,26,215,536,231,520,0.251664447403462,0.657789613848202,0.0559254327563249,0.0346205059920107,0.286284953395473,0.713715046604527,0.307589880159787,0.692410119840213,"2010"
"59","2014_2010_roe","roe",2,2,"2014_2010",2014,90.515182421875,"night",2263,1301,864,69,29,1330,933,1370,893,0.574900574458683,0.38179407865665,0.0304904993371631,0.0128148475475033,0.587715422006186,0.412284577993814,0.605391073795846,0.394608926204154,"2010"
"60","2014_2011_roe","roe",2,2,"2014_2011",2014,90.9777426757812,"night",2273,1734,457,77,5,1739,534,1811,462,0.762868455785306,0.201055873295205,0.0338759348878135,0.0021997360316762,0.765068191816982,0.234931808183018,0.796744390673119,0.203255609326881,"2011"
"64","2030_2010_roe","roe",2,2,"2030_2010",2030,79.5764497070312,"night",1987,1478,448,54,7,1485,502,1532,455,0.743834927025667,0.22546552591847,0.027176648213387,0.00352289884247609,0.747357825868143,0.252642174131857,0.771011575239054,0.228988424760946,"2010"
"66","21_2010_roe","roe",2,2,"21_2010",21,108.130294238281,"night",2706,0,2348,0,358,358,2348,0,2706,0,0.86770140428677,0,0.13229859571323,0.13229859571323,0.86770140428677,0,1,"2010"
"87","1728_2006_roe","roe",8,8,"1728_2006",1728,24.3551777832031,"night",606,295,0,311,0,295,311,606,0,0.486798679867987,0,0.513201320132013,0,0.486798679867987,0.513201320132013,1,0,"2006"
"88","1728_2011_roe","roe",8,8,"1728_2011",1728,35.7858814941406,"night",895,455,0,440,0,455,440,895,0,0.508379888268156,0,0.491620111731844,0,0.508379888268156,0.491620111731844,1,0,"2011"
"127","1777_2008_roe","roe",8,8,"1777_2008",1777,571.566996240234,"night",14292,13524,0,768,0,13524,768,14292,0,0.946263643996641,0,0.0537363560033585,0,0.946263643996641,0.0537363560033585,1,0,"2008"
"128","1777_2011_roe","roe",8,8,"1777_2011",1777,108.419908105469,"night",2713,2649,31,16,17,2666,47,2665,48,0.976409878363435,0.011426465167711,0.00589753040914117,0.0062661260597125,0.982676004423148,0.0173239955768522,0.982307408772576,0.0176925912274235,"2011"
"147","1807_2009_roe","roe",8,8,"1807_2009",1807,550.521532617188,"night",13755,12878,13,864,0,12878,877,13742,13,0.936241366775718,0.000945110868774991,0.0628135223555071,0,0.936241366775718,0.0637586332242821,0.999054889131225,0.000945110868774991,"2009"
"148","1807_2011_roe","roe",8,8,"1807_2011",1807,102.450606640625,"night",2560,2362,17,154,27,2389,171,2516,44,0.92265625,0.006640625,0.06015625,0.010546875,0.933203125,0.066796875,0.9828125,0.0171875,"2011"
"154","1817_2009_roe","roe",8,8,"1817_2009",1817,64.2506157226562,"night",1602,1378,0,224,0,1378,224,1602,0,0.860174781523096,0,0.139825218476904,0,0.860174781523096,0.139825218476904,1,0,"2009"
"155","1817_2011_roe","roe",8,8,"1817_2011",1817,136.477277197266,"night",3410,3125,0,285,0,3125,285,3410,0,0.916422287390029,0,0.0835777126099707,0,0.916422287390029,0.0835777126099707,1,0,"2011"
"161","1827_2011_roe","roe",8,8,"1827_2011",1827,80.0297482910156,"night",1996,1885,0,111,0,1885,111,1996,0,0.94438877755511,0,0.0556112224448898,0,0.94438877755511,0.0556112224448898,1,0,"2011"
"168","1835_2011_roe","roe",8,8,"1835_2011",1835,48.1532349609375,"night",1208,650,482,58,18,668,540,708,500,0.538079470198676,0.399006622516556,0.0480132450331126,0.0149006622516556,0.552980132450331,0.447019867549669,0.586092715231788,0.413907284768212,"2011"
"174","1857_2011_roe","roe",8,8,"1857_2011",1857,74.202159765625,"night",1850,1598,0,251,1,1599,251,1849,1,0.863783783783784,0,0.135675675675676,0.000540540540540541,0.864324324324324,0.135675675675676,0.999459459459459,0.000540540540540541,"2011"
"175","1859_2011_roe","roe",8,8,"1859_2011",1859,76.2501012207031,"night",1904,1296,0,608,0,1296,608,1904,0,0.680672268907563,0,0.319327731092437,0,0.680672268907563,0.319327731092437,1,0,"2011"
"176","1860_2011_roe","roe",8,8,"1860_2011",1860,127.975404199219,"night",3190,2926,0,264,0,2926,264,3190,0,0.917241379310345,0,0.0827586206896552,0,0.917241379310345,0.0827586206896552,1,0,"2011"
"177","1861_2011_roe","roe",8,8,"1861_2011",1861,49.7553233398437,"night",1250,1122,0,128,0,1122,128,1250,0,0.8976,0,0.1024,0,0.8976,0.1024,1,0,"2011"
"178","1865_2011_roe","roe",8,8,"1865_2011",1865,123.080378466797,"night",3076,2671,0,405,0,2671,405,3076,0,0.868335500650195,0,0.131664499349805,0,0.868335500650195,0.131664499349805,1,0,"2011"
"179","1866_2011_roe","roe",8,8,"1866_2011",1866,140.379237841797,"night",3514,3305,0,209,0,3305,209,3514,0,0.940523619806488,0,0.0594763801935117,0,0.940523619806488,0.0594763801935117,1,0,"2011"
"180","1867_2011_roe","roe",8,8,"1867_2011",1867,293.287312255859,"night",7331,5290,284,1672,85,5375,1956,6962,369,0.721593234210885,0.0387395989633065,0.228072568544537,0.0115945982812713,0.733187832492157,0.266812167507843,0.949665802755422,0.0503341972445778,"2011"
"181","1869_2011_roe","roe",8,8,"1869_2011",1869,58.514058203125,"night",1461,1276,116,65,4,1280,181,1341,120,0.87337440109514,0.0793976728268309,0.0444900752908966,0.0027378507871321,0.876112251882272,0.123887748117728,0.917864476386037,0.082135523613963,"2011"
"182","1871_2011_roe","roe",8,8,"1871_2011",1871,27.5409916503906,"night",686,256,394,28,8,264,422,284,402,0.373177842565598,0.574344023323615,0.0408163265306122,0.0116618075801749,0.384839650145773,0.615160349854227,0.41399416909621,0.58600583090379,"2011"
"183","1873_2011_roe","roe",8,8,"1873_2011",1873,86.8627331054687,"night",2169,1158,931,51,29,1187,982,1209,960,0.533886583679115,0.429230059935454,0.0235131396957123,0.0133702166897188,0.547256800368834,0.452743199631166,0.557399723374827,0.442600276625173,"2011"
"184","1874_2011_roe","roe",8,8,"1874_2011",1874,199.224162353516,"night",4983,3181,1522,272,8,3189,1794,3453,1530,0.638370459562513,0.305438490868954,0.0545855910094321,0.00160545855910094,0.639975918121613,0.360024081878387,0.692956050571945,0.307043949428055,"2011"
"185","1875_2011_roe","roe",8,8,"1875_2011",1875,33.3747190917969,"night",837,663,97,41,36,699,138,704,133,0.792114695340502,0.115890083632019,0.0489844683393071,0.043010752688172,0.835125448028674,0.164874551971326,0.841099163679809,0.158900836320191,"2011"
"186","1876_2011_roe","roe",8,8,"1876_2011",1876,68.337694921875,"night",1711,1584,0,115,12,1596,115,1699,12,0.925774400935126,0,0.0672121566335476,0.00701344243132671,0.932787843366452,0.0672121566335476,0.992986557568673,0.00701344243132671,"2011"
"187","1878_2011_roe","roe",8,8,"1878_2011",1878,700.836173388672,"night",17520,13642,1916,1513,449,14091,3429,15155,2365,0.77865296803653,0.109360730593607,0.0863584474885845,0.0256278538812785,0.804280821917808,0.195719178082192,0.865011415525114,0.134988584474886,"2011"
"188","1880_2011_roe","roe",8,8,"1880_2011",1880,143.191515869141,"night",3587,2556,0,1031,0,2556,1031,3587,0,0.71257318093114,0,0.28742681906886,0,0.71257318093114,0.28742681906886,1,0,"2011"
"189","1881_2011_roe","roe",8,8,"1881_2011",1881,32.0674251464844,"night",803,744,0,59,0,744,59,803,0,0.926525529265255,0,0.0734744707347447,0,0.926525529265255,0.0734744707347447,1,0,"2011"
"190","1882_2011_roe","roe",8,8,"1882_2011",1882,26.1161920898438,"night",652,473,108,8,63,536,116,481,171,0.725460122699387,0.165644171779141,0.0122699386503067,0.0966257668711656,0.822085889570552,0.177914110429448,0.737730061349693,0.262269938650307,"2011"
"191","1882_2013_roe","roe",8,8,"1882_2013",1882,36.6377328125,"night",917,575,226,11,105,680,237,586,331,0.627044711014177,0.246455834242094,0.0119956379498364,0.114503816793893,0.74154852780807,0.25845147219193,0.639040348964013,0.360959651035987,"2013"
"192","1883_2011_roe","roe",8,8,"1883_2011",1883,36.6639384277344,"night",916,759,0,157,0,759,157,916,0,0.828602620087336,0,0.171397379912664,0,0.828602620087336,0.171397379912664,1,0,"2011"
"213","1936_2011_roe","roe",8,8,"1936_2011",1936,91.2360757324219,"night",2276,1614,0,662,0,1614,662,2276,0,0.709138840070299,0,0.290861159929701,0,0.709138840070299,0.290861159929701,1,0,"2011"
"214","1937_2010_roe","roe",8,8,"1937_2010",1937,136.685319140625,"night",3414,3282,0,132,0,3282,132,3414,0,0.961335676625659,0,0.0386643233743409,0,0.961335676625659,0.0386643233743409,1,0,"2010"
"215","1937_2011_roe","roe",8,8,"1937_2011",1937,77.3179270019531,"night",1931,1798,0,133,0,1798,133,1931,0,0.931123770067323,0,0.0688762299326774,0,0.931123770067323,0.0688762299326774,1,0,"2011"
"216","1937_2012_roe","roe",8,8,"1937_2012",1937,59.3653803710937,"night",1482,1411,0,71,0,1411,71,1482,0,0.952091767881242,0,0.0479082321187584,0,0.952091767881242,0.0479082321187584,1,0,"2012"
"235","1453_2010_roe","roe",15,15,"1453_2010",1453,21.5429479492187,"night",532,384,124,2,22,406,126,386,146,0.721804511278195,0.233082706766917,0.0037593984962406,0.0413533834586466,0.763157894736842,0.236842105263158,0.725563909774436,0.274436090225564,"2010"
"236","1454_2010_roe","roe",15,15,"1454_2010",1454,17.2866822265625,"night",434,386,8,0,40,426,8,386,48,0.889400921658986,0.0184331797235023,0,0.0921658986175115,0.981566820276498,0.0184331797235023,0.889400921658986,0.110599078341014,"2010"
"237","1455_2010_roe","roe",15,15,"1455_2010",1455,39.3697538085937,"night",982,190,682,2,108,298,684,192,790,0.193482688391039,0.694501018329939,0.00203665987780041,0.109979633401222,0.303462321792261,0.696537678207739,0.195519348268839,0.804480651731161,"2010"
"238","1457_2010_roe","roe",15,15,"1457_2010",1457,16.9463611328125,"night",422,422,0,0,0,422,0,422,0,1,0,0,0,1,0,1,0,"2010"
"239","2041_2011_roe","roe",15,15,"2041_2011",2041,25.6075567382813,"night",643,453,167,6,17,470,173,459,184,0.704510108864697,0.259720062208398,0.00933125972006221,0.0264385692068429,0.73094867807154,0.26905132192846,0.713841368584759,0.286158631415241,"2011"
"240","2043_2011_roe","roe",15,15,"2043_2011",2043,56.2928396484375,"night",1405,1366,0,39,0,1366,39,1405,0,0.972241992882562,0,0.0277580071174377,0,0.972241992882562,0.0277580071174377,1,0,"2011"
"241","2044_2011_roe","roe",15,15,"2044_2011",2044,14.7764053710937,"night",366,124,194,0,48,172,194,124,242,0.33879781420765,0.530054644808743,0,0.131147540983607,0.469945355191257,0.530054644808743,0.33879781420765,0.66120218579235,"2011"
"242","2045_2011_roe","roe",15,15,"2045_2011",2045,33.996237890625,"night",850,766,0,84,0,766,84,850,0,0.901176470588235,0,0.0988235294117647,0,0.901176470588235,0.0988235294117647,1,0,"2011"
"243","2046_2011_roe","roe",15,15,"2046_2011",2046,199.145683789063,"night",4980,3699,594,538,149,3848,1132,4237,743,0.742771084337349,0.119277108433735,0.108032128514056,0.0299196787148594,0.772690763052209,0.227309236947791,0.850803212851406,0.149196787148594,"2011"
"244","2047_2011_roe","roe",15,15,"2047_2011",2047,18.6231650390625,"night",462,165,234,1,62,227,235,166,296,0.357142857142857,0.506493506493506,0.00216450216450216,0.134199134199134,0.491341991341991,0.508658008658009,0.359307359307359,0.640692640692641,"2011"
"245","2047_2012_roe","roe",15,15,"2047_2012",2047,24.5927065429687,"night",614,282,248,1,83,365,249,283,331,0.45928338762215,0.403908794788274,0.00162866449511401,0.135179153094463,0.594462540716612,0.405537459283388,0.460912052117264,0.539087947882736,"2012"
"246","2048_2011_roe","roe",15,15,"2048_2011",2048,96.1170178710938,"night",2397,2161,125,108,3,2164,233,2269,128,0.901543596161869,0.0521485189820609,0.0450563204005006,0.00125156445556946,0.902795160617438,0.0972048393825615,0.94659991656237,0.0534000834376304,"2011"
"247","2049_2011_roe","roe",15,15,"2049_2011",2049,19.9914044921875,"night",499,314,121,1,63,377,122,315,184,0.629258517034068,0.24248496993988,0.00200400801603206,0.12625250501002,0.755511022044088,0.244488977955912,0.6312625250501,0.3687374749499,"2011"
"248","2054_2012_roe","roe",15,15,"2054_2012",2054,21.9128444335938,"night",552,492,25,4,31,523,29,496,56,0.891304347826087,0.0452898550724638,0.0072463768115942,0.0561594202898551,0.947463768115942,0.052536231884058,0.898550724637681,0.101449275362319,"2012"
"249","2054_2013_roe","roe",15,15,"2054_2013",2054,22.7766991210937,"night",569,548,4,0,17,565,4,548,21,0.963093145869947,0.0070298769771529,0,0.0298769771528998,0.992970123022847,0.0070298769771529,0.963093145869947,0.0369068541300527,"2013"
"250","2055_2012_roe","roe",15,15,"2055_2012",2055,18.0005986328125,"night",446,407,0,39,0,407,39,446,0,0.912556053811659,0,0.0874439461883408,0,0.912556053811659,0.0874439461883408,1,0,"2012"
"251","2056_2012_roe","roe",15,15,"2056_2012",2056,23.9005927734375,"night",597,482,6,100,9,491,106,582,15,0.807370184254606,0.0100502512562814,0.16750418760469,0.0150753768844221,0.822445561139028,0.177554438860972,0.974874371859296,0.0251256281407035,"2012"
"252","2056_2013_roe","roe",15,15,"2056_2013",2056,26.3326077148437,"night",657,540,0,117,0,540,117,657,0,0.821917808219178,0,0.178082191780822,0,0.821917808219178,0.178082191780822,1,0,"2013"
"253","2065_2012_roe","roe",15,15,"2065_2012",2065,23.897012890625,"night",598,571,3,7,17,588,10,578,20,0.954849498327759,0.00501672240802676,0.0117056856187291,0.0284280936454849,0.983277591973244,0.0167224080267559,0.966555183946488,0.0334448160535117,"2012"
"254","2066_2012_roe","roe",15,15,"2066_2012",2066,28.2121615234375,"night",703,603,89,1,10,613,90,604,99,0.857752489331437,0.126600284495021,0.00142247510668563,0.0142247510668563,0.871977240398293,0.128022759601707,0.859174964438122,0.140825035561878,"2012"
"255","2067_2012_roe","roe",15,15,"2067_2012",2067,71.4365852539062,"night",1785,1594,108,14,69,1663,122,1608,177,0.892997198879552,0.0605042016806723,0.00784313725490196,0.038655462184874,0.931652661064426,0.0683473389355742,0.900840336134454,0.0991596638655462,"2012"
"256","2068_2012_roe","roe",15,15,"2068_2012",2068,42.180994140625,"night",1055,486,536,5,28,514,541,491,564,0.460663507109005,0.508056872037915,0.004739336492891,0.0265402843601896,0.487203791469194,0.512796208530806,0.465402843601896,0.534597156398104,"2012"
"257","2072_2012_roe","roe",15,15,"2072_2012",2072,16.6982893554687,"night",419,368,35,3,13,381,38,371,48,0.878281622911695,0.0835322195704057,0.00715990453460621,0.0310262529832936,0.909307875894988,0.0906921241050119,0.885441527446301,0.114558472553699,"2012"
"258","2072_2013_roe","roe",15,15,"2072_2013",2072,20.1989069335938,"night",509,328,141,4,36,364,145,332,177,0.644400785854617,0.277013752455796,0.00785854616895874,0.0707269155206287,0.715127701375246,0.284872298624754,0.652259332023576,0.347740667976424,"2013"
"259","2076_2012_roe","roe",15,15,"2076_2012",2076,20.3411580078125,"night",510,200,250,4,56,256,254,204,306,0.392156862745098,0.490196078431373,0.00784313725490196,0.109803921568627,0.501960784313725,0.498039215686275,0.4,0.6,"2012"
"260","2076_2013_roe","roe",15,15,"2076_2013",2076,30.7578596679687,"night",772,416,282,4,70,486,286,420,352,0.538860103626943,0.365284974093264,0.00518134715025907,0.0906735751295337,0.629533678756477,0.370466321243523,0.544041450777202,0.455958549222798,"2013"
"261","2078_2012_roe","roe",15,15,"2078_2012",2078,17.2565466796875,"night",430,363,9,0,58,421,9,363,67,0.844186046511628,0.0209302325581395,0,0.134883720930233,0.97906976744186,0.0209302325581395,0.844186046511628,0.155813953488372,"2012"
"262","2078_2013_roe","roe",15,15,"2078_2013",2078,29.6842736328125,"night",744,663,13,0,68,731,13,663,81,0.891129032258065,0.0174731182795699,0,0.0913978494623656,0.98252688172043,0.0174731182795699,0.891129032258065,0.108870967741935,"2013"
"263","2079_2012_roe","roe",15,15,"2079_2012",2079,15.0675547851563,"night",378,358,6,0,14,372,6,358,20,0.947089947089947,0.0158730158730159,0,0.037037037037037,0.984126984126984,0.0158730158730159,0.947089947089947,0.0529100529100529,"2012"
"264","2081_2013_roe","roe",15,15,"2081_2013",2081,50.974256640625,"night",1282,1218,8,3,53,1271,11,1221,61,0.950078003120125,0.0062402496099844,0.00234009360374415,0.0413416536661466,0.991419656786271,0.00858034321372855,0.952418096723869,0.047581903276131,"2013"
"275","2246_2013_roe","roe",25,25,"2246_2013",2246,839.115891210938,"night",20979,12092,4547,504,3836,15928,5051,12596,8383,0.576385909719243,0.216740550073883,0.024024024024024,0.18284951618285,0.759235425902093,0.240764574097907,0.600409933743267,0.399590066256733,"2013"
"276","2246_2014_roe","roe",25,25,"2246_2014",2246,119.573167382812,"night",2987,2183,318,148,338,2521,466,2331,656,0.730833612320054,0.106461332440576,0.049548041513224,0.113157013726147,0.8439906260462,0.1560093739538,0.780381653833278,0.219618346166722,"2014"
