"","species","population","study_areas_id","aniyr","animals_id","area","time","total","clc0tcd0","clc1tcd1","clc0tcd1","clc1tcd0","open_tcd","forest_tcd","open_clc","forest_clc","clc0tcd0_prop","clc1tcd1_prop","clc0tcd1_prop","clc1tcd0_prop","open_tcd_prop","forest_tcd_prop","open_clc_prop","forest_clc_prop"
"15.1457_2010","roe","15","15","1457_2010","1457",16.9463611328125,"night",422,422,0,0,0,422,0,422,0,1,0,0,0,1,0,1,0
"15.2041_2011","roe","15","15","2041_2011","2041",25.6075567382813,"night",643,453,167,6,17,470,173,459,184,0.704510108864697,0.259720062208398,0.00933125972006221,0.0264385692068429,0.73094867807154,0.26905132192846,0.713841368584759,0.286158631415241
"15.2043_2011","roe","15","15","2043_2011","2043",56.2928396484375,"night",1405,1366,0,39,0,1366,39,1405,0,0.972241992882562,0,0.0277580071174377,0,0.972241992882562,0.0277580071174377,1,0
"15.2044_2011","roe","15","15","2044_2011","2044",14.7764053710937,"night",366,124,194,0,48,172,194,124,242,0.33879781420765,0.530054644808743,0,0.131147540983607,0.469945355191257,0.530054644808743,0.33879781420765,0.66120218579235
"15.2045_2011","roe","15","15","2045_2011","2045",33.996237890625,"night",850,766,0,84,0,766,84,850,0,0.901176470588235,0,0.0988235294117647,0,0.901176470588235,0.0988235294117647,1,0
"15.2046_2011","roe","15","15","2046_2011","2046",199.145683789063,"night",4980,3699,594,538,149,3848,1132,4237,743,0.742771084337349,0.119277108433735,0.108032128514056,0.0299196787148594,0.772690763052209,0.227309236947791,0.850803212851406,0.149196787148594
"15.2047_2011","roe","15","15","2047_2011","2047",18.6231650390625,"night",462,165,234,1,62,227,235,166,296,0.357142857142857,0.506493506493506,0.00216450216450216,0.134199134199134,0.491341991341991,0.508658008658009,0.359307359307359,0.640692640692641
"15.2047_2012","roe","15","15","2047_2012","2047",24.5927065429687,"night",614,282,248,1,83,365,249,283,331,0.45928338762215,0.403908794788274,0.00162866449511401,0.135179153094463,0.594462540716612,0.405537459283388,0.460912052117264,0.539087947882736
"15.2048_2011","roe","15","15","2048_2011","2048",96.1170178710938,"night",2397,2161,125,108,3,2164,233,2269,128,0.901543596161869,0.0521485189820609,0.0450563204005006,0.00125156445556946,0.902795160617438,0.0972048393825615,0.94659991656237,0.0534000834376304
"15.2049_2011","roe","15","15","2049_2011","2049",19.9914044921875,"night",499,314,121,1,63,377,122,315,184,0.629258517034068,0.24248496993988,0.00200400801603206,0.12625250501002,0.755511022044088,0.244488977955912,0.6312625250501,0.3687374749499
"15.2054_2012","roe","15","15","2054_2012","2054",21.9128444335938,"night",552,492,25,4,31,523,29,496,56,0.891304347826087,0.0452898550724638,0.0072463768115942,0.0561594202898551,0.947463768115942,0.052536231884058,0.898550724637681,0.101449275362319
"15.2054_2013","roe","15","15","2054_2013","2054",22.7766991210937,"night",569,548,4,0,17,565,4,548,21,0.963093145869947,0.0070298769771529,0,0.0298769771528998,0.992970123022847,0.0070298769771529,0.963093145869947,0.0369068541300527
"15.2055_2012","roe","15","15","2055_2012","2055",18.0005986328125,"night",446,407,0,39,0,407,39,446,0,0.912556053811659,0,0.0874439461883408,0,0.912556053811659,0.0874439461883408,1,0
"15.2056_2012","roe","15","15","2056_2012","2056",23.9005927734375,"night",597,482,6,100,9,491,106,582,15,0.807370184254606,0.0100502512562814,0.16750418760469,0.0150753768844221,0.822445561139028,0.177554438860972,0.974874371859296,0.0251256281407035
"15.2056_2013","roe","15","15","2056_2013","2056",26.3326077148437,"night",657,540,0,117,0,540,117,657,0,0.821917808219178,0,0.178082191780822,0,0.821917808219178,0.178082191780822,1,0
"15.2065_2012","roe","15","15","2065_2012","2065",23.897012890625,"night",598,571,3,7,17,588,10,578,20,0.954849498327759,0.00501672240802676,0.0117056856187291,0.0284280936454849,0.983277591973244,0.0167224080267559,0.966555183946488,0.0334448160535117
"15.2066_2012","roe","15","15","2066_2012","2066",28.2121615234375,"night",703,603,89,1,10,613,90,604,99,0.857752489331437,0.126600284495021,0.00142247510668563,0.0142247510668563,0.871977240398293,0.128022759601707,0.859174964438122,0.140825035561878
"15.2067_2012","roe","15","15","2067_2012","2067",71.4365852539062,"night",1785,1594,108,14,69,1663,122,1608,177,0.892997198879552,0.0605042016806723,0.00784313725490196,0.038655462184874,0.931652661064426,0.0683473389355742,0.900840336134454,0.0991596638655462
"15.2068_2012","roe","15","15","2068_2012","2068",42.180994140625,"night",1055,486,536,5,28,514,541,491,564,0.460663507109005,0.508056872037915,0.004739336492891,0.0265402843601896,0.487203791469194,0.512796208530806,0.465402843601896,0.534597156398104
"15.2072_2012","roe","15","15","2072_2012","2072",16.6982893554687,"night",419,368,35,3,13,381,38,371,48,0.878281622911695,0.0835322195704057,0.00715990453460621,0.0310262529832936,0.909307875894988,0.0906921241050119,0.885441527446301,0.114558472553699
"15.2072_2013","roe","15","15","2072_2013","2072",20.1989069335938,"night",509,328,141,4,36,364,145,332,177,0.644400785854617,0.277013752455796,0.00785854616895874,0.0707269155206287,0.715127701375246,0.284872298624754,0.652259332023576,0.347740667976424
"15.2076_2012","roe","15","15","2076_2012","2076",20.3411580078125,"night",510,200,250,4,56,256,254,204,306,0.392156862745098,0.490196078431373,0.00784313725490196,0.109803921568627,0.501960784313725,0.498039215686275,0.4,0.6
"15.2076_2013","roe","15","15","2076_2013","2076",30.7578596679687,"night",772,416,282,4,70,486,286,420,352,0.538860103626943,0.365284974093264,0.00518134715025907,0.0906735751295337,0.629533678756477,0.370466321243523,0.544041450777202,0.455958549222798
"15.2078_2012","roe","15","15","2078_2012","2078",17.2565466796875,"night",430,363,9,0,58,421,9,363,67,0.844186046511628,0.0209302325581395,0,0.134883720930233,0.97906976744186,0.0209302325581395,0.844186046511628,0.155813953488372
"15.2078_2013","roe","15","15","2078_2013","2078",29.6842736328125,"night",744,663,13,0,68,731,13,663,81,0.891129032258065,0.0174731182795699,0,0.0913978494623656,0.98252688172043,0.0174731182795699,0.891129032258065,0.108870967741935
"15.2079_2012","roe","15","15","2079_2012","2079",15.0675547851563,"night",378,358,6,0,14,372,6,358,20,0.947089947089947,0.0158730158730159,0,0.037037037037037,0.984126984126984,0.0158730158730159,0.947089947089947,0.0529100529100529
"15.2081_2013","roe","15","15","2081_2013","2081",50.974256640625,"night",1282,1218,8,3,53,1271,11,1221,61,0.950078003120125,0.0062402496099844,0.00234009360374415,0.0413416536661466,0.991419656786271,0.00858034321372855,0.952418096723869,0.047581903276131
"25.2239_2012","roe","25","25","2239_2012","2239",22.0280053710938,"night",552,515,0,37,0,515,37,552,0,0.932971014492754,0,0.0670289855072464,0,0.932971014492754,0.0670289855072464,1,0
"25.2239_2013","roe","25","25","2239_2013","2239",20.2650431640625,"night",508,473,0,35,0,473,35,508,0,0.931102362204724,0,0.0688976377952756,0,0.931102362204724,0.0688976377952756,1,0
"25.2240_2012","roe","25","25","2240_2012","2240",91.37302578125,"night",2282,1162,634,93,393,1555,727,1255,1027,0.50920245398773,0.277826468010517,0.0407537248028046,0.172217353198948,0.681419807186678,0.318580192813322,0.549956178790535,0.450043821209465
"25.2240_2013","roe","25","25","2240_2013","2240",150.981851171875,"night",3772,2093,826,156,697,2790,982,2249,1523,0.554878048780488,0.21898197242842,0.0413573700954401,0.184782608695652,0.73966065747614,0.26033934252386,0.596235418875928,0.403764581124072
"25.2241_2012","roe","25","25","2241_2012","2241",182.307362695312,"night",4565,2883,1200,214,268,3151,1414,3097,1468,0.631544359255203,0.262869660460022,0.0468784227820372,0.0587075575027382,0.690251916757941,0.309748083242059,0.67842278203724,0.32157721796276
"25.2241_2013","roe","25","25","2241_2013","2241",72.62715234375,"night",1816,1398,286,44,88,1486,330,1442,374,0.769823788546256,0.157488986784141,0.0242290748898678,0.0484581497797357,0.818281938325991,0.181718061674009,0.794052863436123,0.205947136563877
"25.2242_2012","roe","25","25","2242_2012","2242",336.274649902344,"night",8410,4480,1465,1341,1124,5604,2806,5821,2589,0.532699167657551,0.174197384066587,0.159453032104637,0.133650416171225,0.666349583828775,0.333650416171225,0.692152199762188,0.307847800237812
"25.2242_2013","roe","25","25","2242_2013","2242",88.215798828125,"night",2201,1725,174,49,253,1978,223,1774,427,0.783734666060881,0.0790549750113585,0.0222626079054975,0.114947751022263,0.898682417083144,0.101317582916856,0.805997273966379,0.194002726033621
"25.2244_2012","roe","25","25","2244_2012","2244",61.2757939453125,"night",1532,761,274,27,470,1231,301,788,744,0.496736292428198,0.178851174934726,0.0176240208877285,0.306788511749347,0.803524804177546,0.196475195822454,0.514360313315927,0.485639686684073
"25.2244_2013","roe","25","25","2244_2013","2244",47.327712109375,"night",1178,610,167,28,373,983,195,638,540,0.517826825127334,0.141765704584041,0.0237691001697793,0.316638370118845,0.83446519524618,0.16553480475382,0.541595925297114,0.458404074702886
"25.2246_2013","roe","25","25","2246_2013","2246",839.115891210938,"night",20979,12092,4547,504,3836,15928,5051,12596,8383,0.576385909719243,0.216740550073883,0.024024024024024,0.18284951618285,0.759235425902093,0.240764574097907,0.600409933743267,0.399590066256733
"25.2246_2014","roe","25","25","2246_2014","2246",119.573167382812,"night",2987,2183,318,148,338,2521,466,2331,656,0.730833612320054,0.106461332440576,0.049548041513224,0.113157013726147,0.8439906260462,0.1560093739538,0.780381653833278,0.219618346166722
"25.2247_2012","roe","25","25","2247_2012","2247",27.5063463867188,"night",687,672,0,15,0,672,15,687,0,0.978165938864629,0,0.0218340611353712,0,0.978165938864629,0.0218340611353712,1,0
"25.2247_2013","roe","25","25","2247_2013","2247",67.3405431640625,"night",1686,1573,0,113,0,1573,113,1686,0,0.932977461447212,0,0.0670225385527877,0,0.932977461447212,0.0670225385527877,1,0
"25.2248_2012","roe","25","25","2248_2012","2248",1041.03591679687,"night",26037,7225,14211,2414,2187,9412,16625,9639,16398,0.277489726158928,0.545800207397166,0.0927142143872182,0.0839958520566886,0.361485578215616,0.638514421784384,0.370203940546146,0.629796059453854
"25.2249_2012","roe","25","25","2249_2012","2249",32.8116969726563,"night",821,632,0,189,0,632,189,821,0,0.76979293544458,0,0.23020706455542,0,0.76979293544458,0.23020706455542,1,0
"25.2249_2013","roe","25","25","2249_2013","2249",47.5396475585937,"night",1188,961,0,227,0,961,227,1188,0,0.808922558922559,0,0.191077441077441,0,0.808922558922559,0.191077441077441,1,0
"25.2250_2012","roe","25","25","2250_2012","2250",97.4591471679688,"night",2448,1487,508,322,131,1618,830,1809,639,0.607434640522876,0.207516339869281,0.131535947712418,0.0535130718954248,0.660947712418301,0.339052287581699,0.738970588235294,0.261029411764706
"25.2250_2013","roe","25","25","2250_2013","2250",80.5381862304688,"night",2017,1139,522,216,140,1279,738,1355,662,0.564700049578582,0.258800198314328,0.107089737233515,0.0694100148735746,0.634110064452157,0.365889935547843,0.671789786812097,0.328210213187903
"25.2251_2012","roe","25","25","2251_2012","2251",657.5487625,"night",16434,9733,4802,1149,750,10483,5951,10882,5552,0.592247778994767,0.292199099428015,0.069916027747353,0.0456370938298649,0.637884872824632,0.362115127175368,0.66216380674212,0.33783619325788
"25.2252_2013","roe","25","25","2252_2013","2252",52.0909825195313,"night",1303,971,157,157,18,989,314,1128,175,0.745203376822717,0.120491174213354,0.120491174213354,0.0138142747505756,0.759017651573292,0.240982348426708,0.865694551036071,0.134305448963929
"25.2252_2014","roe","25","25","2252_2014","2252",52.596284375,"night",1308,1086,75,134,13,1099,209,1220,88,0.830275229357798,0.0573394495412844,0.102446483180428,0.0099388379204893,0.840214067278288,0.159785932721713,0.932721712538226,0.0672782874617737
"25.2253_2013","roe","25","25","2253_2013","2253",35.0775575195312,"night",874,548,39,186,101,649,225,734,140,0.627002288329519,0.0446224256292906,0.212814645308924,0.115560640732265,0.742562929061785,0.257437070938215,0.839816933638444,0.160183066361556
"25.2256_2013","roe","25","25","2256_2013","2256",57.6691815429688,"night",1439,831,314,211,83,914,525,1042,397,0.577484364141765,0.218207088255733,0.146629603891591,0.0576789437109104,0.635163307852675,0.364836692147325,0.724113968033356,0.275886031966644
"25.2256_2014","roe","25","25","2256_2014","2256",131.923162402344,"night",3298,1847,860,422,169,2016,1282,2269,1029,0.560036385688296,0.260764099454215,0.127956337174045,0.0512431776834445,0.61127956337174,0.38872043662826,0.687992722862341,0.312007277137659
"25.2259_2013","roe","25","25","2259_2013","2259",251.327710058594,"night",6289,3535,1203,174,1377,4912,1377,3709,2580,0.562092542534584,0.191286373032279,0.0276673557004293,0.218953728732708,0.781046271267292,0.218953728732708,0.589759898235014,0.410240101764986
"25.2259_2014","roe","25","25","2259_2014","2259",30.305144140625,"night",759,636,23,21,79,715,44,657,102,0.837944664031621,0.0303030303030303,0.0276679841897233,0.104084321475626,0.942028985507246,0.0579710144927536,0.865612648221344,0.134387351778656
"25.2260_2013","roe","25","25","2260_2013","2260",960.615841601562,"night",24008,7976,10903,1042,4087,12063,11945,9018,14990,0.332222592469177,0.454140286571143,0.043402199266911,0.170234921692769,0.502457514161946,0.497542485838054,0.375624791736088,0.624375208263912
"25.2264_2013","roe","25","25","2264_2013","2264",14.6802606445313,"night",367,361,0,0,6,367,0,361,6,0.983651226158038,0,0,0.0163487738419619,1,0,0.983651226158038,0.0163487738419619
"25.2264_2014","roe","25","25","2264_2014","2264",19.720519921875,"night",492,446,30,0,16,462,30,446,46,0.90650406504065,0.0609756097560976,0,0.032520325203252,0.939024390243902,0.0609756097560976,0.90650406504065,0.0934959349593496
"25.2265_2014","roe","25","25","2265_2014","2265",27.3244321289062,"night",679,293,104,278,4,297,382,571,108,0.431516936671576,0.153166421207658,0.409425625920471,0.00589101620029455,0.43740795287187,0.56259204712813,0.840942562592047,0.159057437407953
"25.2266_2013","roe","25","25","2266_2013","2266",95.9623659179688,"night",2395,1761,273,46,315,2076,319,1807,588,0.735281837160752,0.113987473903967,0.0192066805845511,0.131524008350731,0.866805845511482,0.133194154488518,0.754488517745303,0.245511482254697
"25.2266_2014","roe","25","25","2266_2014","2266",78.8069331054687,"night",1971,1419,216,39,297,1716,255,1458,513,0.719939117199391,0.10958904109589,0.0197869101978691,0.150684931506849,0.87062404870624,0.12937595129376,0.73972602739726,0.26027397260274
"25.2267_2013","roe","25","25","2267_2013","2267",64.1256122070313,"night",1599,1437,0,162,0,1437,162,1599,0,0.898686679174484,0,0.101313320825516,0,0.898686679174484,0.101313320825516,1,0
"25.2267_2014","roe","25","25","2267_2014","2267",63.8093536132813,"night",1601,1524,0,77,0,1524,77,1601,0,0.951905059337914,0,0.0480949406620862,0,0.951905059337914,0.0480949406620862,1,0
"25.2274_2013","roe","25","25","2274_2013","2274",102.731980273438,"night",2572,1630,646,195,101,1731,841,1825,747,0.633748055987558,0.251166407465008,0.0758164852255054,0.0392690513219285,0.673017107309487,0.326982892690513,0.709564541213064,0.290435458786936
"25.2274_2014","roe","25","25","2274_2014","2274",102.121562109375,"night",2559,1607,662,184,106,1713,846,1791,768,0.627979679562329,0.258694802657288,0.0719030871434154,0.0414224306369676,0.669402110199297,0.330597889800703,0.699882766705744,0.300117233294256
"25.2279_2013","roe","25","25","2279_2013","2279",335.828449609375,"night",8395,3386,3427,414,1168,4554,3841,3800,4595,0.403335318642049,0.408219178082192,0.0493150684931507,0.139130434782609,0.542465753424658,0.457534246575342,0.4526503871352,0.5473496128648
"25.2279_2014","roe","25","25","2279_2014","2279",414.618064648437,"night",10363,4212,4335,540,1276,5488,4875,4752,5611,0.40644600984271,0.418315159702789,0.0521084628003474,0.123130367654154,0.529576377496864,0.470423622503136,0.458554472643057,0.541445527356943
"25.2281_2013","roe","25","25","2281_2013","2281",14.4823340820312,"night",362,153,24,1,184,337,25,154,208,0.422651933701657,0.0662983425414365,0.00276243093922652,0.50828729281768,0.930939226519337,0.069060773480663,0.425414364640884,0.574585635359116
"25.2281_2014","roe","25","25","2281_2014","2281",47.5735271484375,"night",1189,650,158,28,353,1003,186,678,511,0.546677880571909,0.132884777123633,0.0235492010092515,0.296888141295206,0.843566021867115,0.156433978132885,0.570227081581161,0.429772918418839
"25.2282_2013","roe","25","25","2282_2013","2282",27.1845262695313,"night",682,343,278,56,5,348,334,399,283,0.502932551319648,0.407624633431085,0.0821114369501466,0.00733137829912024,0.510263929618768,0.489736070381232,0.585043988269795,0.414956011730205
"25.2282_2014","roe","25","25","2282_2014","2282",293.383650878906,"night",7336,3954,2193,969,220,4174,3162,4923,2413,0.538985823336968,0.298936750272628,0.132088331515812,0.0299890948745911,0.568974918211559,0.431025081788441,0.671074154852781,0.328925845147219
"25.2283_2013","roe","25","25","2283_2013","2283",124.134105175781,"night",3106,587,1598,36,885,1472,1634,623,2483,0.188989053444945,0.51448808757244,0.0115904700579523,0.284932388924662,0.473921442369607,0.526078557630393,0.200579523502898,0.799420476497102
"25.2285_2013","roe","25","25","2285_2013","2285",121.883148144531,"night",3051,1894,637,357,163,2057,994,2251,800,0.620780072107506,0.208784005244182,0.11701081612586,0.0534251065224517,0.674205178629957,0.325794821370043,0.737790888233366,0.262209111766634
"25.2287_2012","roe","25","25","2287_2012","2287",213.418957226562,"night",5343,3352,957,133,901,4253,1090,3485,1858,0.627362904735168,0.179112857944975,0.0248923825566161,0.168631854763242,0.795994759498409,0.204005240501591,0.652255287291784,0.347744712708216
"25.2287_2013","roe","25","25","2287_2013","2287",77.608964453125,"night",1944,1176,274,83,411,1587,357,1259,685,0.604938271604938,0.140946502057613,0.0426954732510288,0.21141975308642,0.816358024691358,0.183641975308642,0.647633744855967,0.352366255144033
"25.2288_2013","roe","25","25","2288_2013","2288",329.408497558594,"night",8224,4421,2358,366,1079,5500,2724,4787,3437,0.537572957198444,0.286721789883268,0.0445038910505837,0.131201361867704,0.668774319066148,0.331225680933852,0.582076848249027,0.417923151750973
"25.2289_2013","roe","25","25","2289_2013","2289",235.807761816406,"night",5906,2346,2378,443,739,3085,2821,2789,3117,0.397223162885201,0.402641381645784,0.0750084659668134,0.125126989502201,0.522350152387403,0.477649847612597,0.472231628852015,0.527768371147985
"25.2290_2014","roe","25","25","2290_2014","2290",541.624127441406,"night",13551,8750,2016,973,1812,10562,2989,9723,3828,0.645708803778319,0.148771308390525,0.0718028189801491,0.133717068851007,0.779425872629326,0.220574127370674,0.717511622758468,0.282488377241532
"25.2292_2013","roe","25","25","2292_2013","2292",515.991986132812,"night",12904,9257,1763,321,1563,10820,2084,9578,3326,0.717374457532548,0.136624302541847,0.0248760074395536,0.121125232486051,0.838499690018599,0.161500309981401,0.742250464972102,0.257749535027898
"25.2292_2014","roe","25","25","2292_2014","2292",159.949527148438,"night",3991,2984,517,259,231,3215,776,3243,748,0.747682285141569,0.129541468303683,0.0648960160360812,0.057880230518667,0.805562515660236,0.194437484339764,0.81257830117765,0.18742169882235
"25.2294_2013","roe","25","25","2294_2013","2294",682.145908007813,"night",17057,8702,5653,1567,1135,9837,7220,10269,6788,0.510171776983057,0.33141818608196,0.091868441109222,0.0665415958257607,0.576713372808818,0.423286627191182,0.602040218092279,0.397959781907721
"25.2295_2013","roe","25","25","2295_2013","2295",407.737444335937,"night",10192,4592,3564,1505,531,5123,5069,6097,4095,0.450549450549451,0.349686028257457,0.147664835164835,0.0520996860282575,0.502649136577708,0.497350863422292,0.598214285714286,0.401785714285714
"25.2295_2014","roe","25","25","2295_2014","2295",127.224234277344,"night",3180,1552,972,395,261,1813,1367,1947,1233,0.488050314465409,0.305660377358491,0.124213836477987,0.0820754716981132,0.570125786163522,0.429874213836478,0.612264150943396,0.387735849056604
"25.2296_2012","roe","25","25","2296_2012","2296",74.9808829101563,"night",1875,889,612,169,205,1094,781,1058,817,0.474133333333333,0.3264,0.0901333333333333,0.109333333333333,0.583466666666667,0.416533333333333,0.564266666666667,0.435733333333333
"25.2296_2013","roe","25","25","2296_2013","2296",60.00336640625,"night",1498,761,430,97,210,971,527,858,640,0.508010680907877,0.287049399198932,0.0647530040053405,0.14018691588785,0.648197596795728,0.351802403204272,0.572763684913218,0.427236315086782
"25.2298_2012","roe","25","25","2298_2012","2298",15.640737890625,"night",395,382,0,10,3,385,10,392,3,0.967088607594937,0,0.0253164556962025,0.00759493670886076,0.974683544303797,0.0253164556962025,0.992405063291139,0.00759493670886076
"25.2298_2013","roe","25","25","2298_2013","2298",19.2873591796875,"night",485,421,5,8,51,472,13,429,56,0.868041237113402,0.0103092783505155,0.0164948453608247,0.105154639175258,0.97319587628866,0.0268041237113402,0.884536082474227,0.115463917525773
"25.2300_2013","roe","25","25","2300_2013","2300",466.512420507813,"night",11657,8550,1360,399,1348,9898,1759,8949,2708,0.733464870893026,0.11666809642275,0.0342283606416745,0.11563867204255,0.849103542935575,0.150896457064425,0.7676932315347,0.2323067684653
"25.2301_2013","roe","25","25","2301_2013","2301",30.6806927734375,"night",768,695,7,40,26,721,47,735,33,0.904947916666667,0.00911458333333333,0.0520833333333333,0.0338541666666667,0.938802083333333,0.0611979166666667,0.95703125,0.04296875
"25.2301_2014","roe","25","25","2301_2014","2301",33.055642578125,"night",828,755,6,46,21,776,52,801,27,0.911835748792271,0.0072463768115942,0.0555555555555556,0.0253623188405797,0.93719806763285,0.0628019323671498,0.967391304347826,0.0326086956521739
"25.2302_2013","roe","25","25","2302_2013","2302",1650.01149990234,"night",41248,15271,16144,2452,7381,22652,18596,17723,23525,0.370224010861133,0.391388673390225,0.0594453064391001,0.178942009309542,0.549166020170675,0.450833979829325,0.429669317300233,0.570330682699767
"25.2302_2014","roe","25","25","2302_2014","2302",184.837593847656,"night",4620,2237,1019,168,1196,3433,1187,2405,2215,0.484199134199134,0.220562770562771,0.0363636363636364,0.258874458874459,0.743073593073593,0.256926406926407,0.520562770562771,0.479437229437229
"25.2303_2013","roe","25","25","2303_2013","2303",92.668482421875,"night",2319,2155,12,97,55,2210,109,2252,67,0.929279862009487,0.00517464424320828,0.0418283742992669,0.0237171194480379,0.952996981457525,0.0470030185424752,0.971108236308754,0.0288917636912462
"25.2305_2013","roe","25","25","2305_2013","2305",79.2197357421875,"night",1976,1424,281,96,175,1599,377,1520,456,0.720647773279352,0.142206477732794,0.048582995951417,0.0885627530364373,0.809210526315789,0.190789473684211,0.769230769230769,0.230769230769231
"1.769_20051","roe","1","1","769_2005","769",45.7649444335937,"day",1141,11,1065,57,8,19,1122,68,1073,0.00964066608238387,0.93339176161262,0.0499561787905346,0.007011393514461,0.0166520595968449,0.983347940403155,0.0595968448729185,0.940403155127082
"1.770_20051","roe","1","1","770_2005","770",46.586052734375,"day",1161,145,496,448,72,217,944,593,568,0.12489233419466,0.427217915590009,0.385874246339363,0.062015503875969,0.186907838070629,0.813092161929371,0.510766580534022,0.489233419465978
"1.771_20051","roe","1","1","771_2005","771",251.690328320312,"day",6290,1247,3884,484,675,1922,4368,1731,4559,0.198251192368839,0.617488076311606,0.0769475357710652,0.10731319554849,0.305564387917329,0.694435612082671,0.275198728139905,0.724801271860095
"1.772_20051","roe","1","1","772_2005","772",44.578234375,"day",1112,391,492,20,209,600,512,411,701,0.351618705035971,0.442446043165468,0.0179856115107914,0.18794964028777,0.539568345323741,0.460431654676259,0.369604316546763,0.630395683453237
"1.774_20061","roe","1","1","774_2006","774",45.2367208007812,"day",1134,357,530,186,61,418,716,543,591,0.314814814814815,0.467372134038801,0.164021164021164,0.0537918871252205,0.368606701940035,0.631393298059965,0.478835978835979,0.521164021164021
"1.774_20071","roe","1","1","774_2007","774",20.1731532226562,"day",502,145,186,164,7,152,350,309,193,0.288844621513944,0.370517928286853,0.326693227091633,0.0139442231075697,0.302788844621514,0.697211155378486,0.615537848605578,0.384462151394422
"1.776_20061","roe","1","1","776_2006","776",54.546903515625,"day",1361,202,682,458,19,221,1140,660,701,0.148420279206466,0.501102130786187,0.33651726671565,0.0139603232916973,0.162380602498163,0.837619397501837,0.484937545922116,0.515062454077884
"1.782_20061","roe","1","1","782_2006","782",377.004883007813,"day",9424,5515,2216,1189,504,6019,3405,6704,2720,0.585207979626486,0.235144312393888,0.126167232597623,0.0534804753820034,0.638688455008489,0.361311544991511,0.711375212224109,0.288624787775891
"1.783_20061","roe","1","1","783_2006","783",33.0258802734375,"day",831,6,732,87,6,12,819,93,738,0.0072202166064982,0.88086642599278,0.104693140794224,0.0072202166064982,0.0144404332129964,0.985559566787004,0.111913357400722,0.888086642599278
"1.784_20061","roe","1","1","784_2006","784",154.83317734375,"day",3862,1061,2085,639,77,1138,2724,1700,2162,0.274728120145003,0.539875712066287,0.165458311755567,0.0199378560331435,0.294665976178146,0.705334023821854,0.44018643190057,0.55981356809943
"1.787_20061","roe","1","1","787_2006","787",100.100202929687,"day",2500,441,1394,212,453,894,1606,653,1847,0.1764,0.5576,0.0848,0.1812,0.3576,0.6424,0.2612,0.7388
"1.789_20071","roe","1","1","789_2007","789",25.37587734375,"day",634,150,409,28,47,197,437,178,456,0.236593059936909,0.645110410094637,0.0441640378548896,0.0741324921135647,0.310725552050473,0.689274447949527,0.280757097791798,0.719242902208202
"1.791_20071","roe","1","1","791_2007","791",133.414697460938,"day",3334,1142,1843,317,32,1174,2160,1459,1875,0.34253149370126,0.552789442111578,0.0950809838032394,0.00959808038392321,0.352129574085183,0.647870425914817,0.437612477504499,0.562387522495501
"1.792_20061","roe","1","1","792_2006","792",28.5821600585938,"day",713,254,221,215,23,277,436,469,244,0.356241234221599,0.309957924263675,0.301542776998597,0.032258064516129,0.388499298737728,0.611500701262272,0.657784011220196,0.342215988779804
"1.792_20071","roe","1","1","792_2007","792",46.9614478515625,"day",1174,478,311,333,52,530,644,811,363,0.407155025553663,0.264906303236797,0.283645655877342,0.0442930153321976,0.45144804088586,0.54855195911414,0.690800681431005,0.309199318568995
"1.796_20051","roe","1","1","796_2005","796",17.139809375,"day",432,0,401,0,31,31,401,0,432,0,0.928240740740741,0,0.0717592592592593,0.0717592592592593,0.928240740740741,0,1
"1.797_20051","roe","1","1","797_2005","797",102.400600488281,"day",2554,374,1908,199,73,447,2107,573,1981,0.146436961628818,0.747063429913861,0.0779169929522318,0.0285826155050901,0.175019577133908,0.824980422866092,0.224353954581049,0.775646045418951
"1.799_20051","roe","1","1","799_2005","799",102.697820410156,"day",2566,176,2067,271,52,228,2338,447,2119,0.06858924395947,0.805533904910366,0.105611847233048,0.0202650038971161,0.0888542478565861,0.911145752143414,0.174201091192518,0.825798908807482
"1.801_20051","roe","1","1","801_2005","801",20.1461232421875,"day",508,83,307,104,14,97,411,187,321,0.163385826771654,0.604330708661417,0.204724409448819,0.0275590551181102,0.190944881889764,0.809055118110236,0.368110236220472,0.631889763779528
"2.11_20061","roe","2","2","11_2006","11",206.496196972656,"day",5165,0,4478,0,687,687,4478,0,5165,0,0.866989351403679,0,0.133010648596321,0.133010648596321,0.866989351403679,0,1
"2.1_20061","roe","2","2","1_2006","1",379.100860449219,"day",9478,2968,5856,210,444,3412,6066,3178,6300,0.31314623338257,0.617851867482591,0.0221565731166913,0.0468453260181473,0.359991559400717,0.640008440599283,0.335302806499261,0.664697193500739
"2.12_20061","roe","2","2","12_2006","12",138.400648632813,"day",3462,382,2920,72,88,470,2992,454,3008,0.110340843443096,0.843443096476025,0.0207972270363951,0.025418833044483,0.135759676487579,0.864240323512421,0.131138070479492,0.868861929520508
"2.1367_20081","roe","2","2","1367_2008","1367",911.195543457031,"day",22775,1589,19891,643,652,2241,20534,2232,20543,0.0697694840834248,0.873369923161361,0.0282327113062569,0.0286278814489572,0.098397365532382,0.901602634467618,0.0980021953896817,0.901997804610318
"2.1402_20101","roe","2","2","1402_2010","1402",47.9696139648438,"day",1199,1,1062,2,134,135,1064,3,1196,0.000834028356964137,0.885738115095913,0.00166805671392827,0.111759799833194,0.112593828190158,0.887406171809841,0.00250208507089241,0.997497914929108
