Collar ID,Acq. Time [UTC],SCTS [UTC],Origin,Latitude[deg],Longitude[deg],Altitude[m],DOP,Fix Type,Mortality Status,Temp[°C],Main[V],Beacon [V],Animal
21759,2023-09-11 14:02:49,2023-09-12 10:05:30,Iridium,36.96590,-122.06317,23,6,3D Validated,Nothing Detected,19,3.28,3.6,25F
21759,2023-09-11 10:00:39,2023-09-12 10:05:30,Iridium,36.96523,-122.05999,58,3,3D Validated,Nothing Detected,19,3.36,3.6,25F
21759,2023-09-11 06:00:39,2023-09-12 10:05:30,Iridium,36.97642,-122.06578,94,2.2,3D Validated,Nothing Detected,18,3.28,3.6,25F
21759,2023-09-11 02:00:37,2023-09-12 10:05:38,Iridium,36.97474,-122.06792,106,1.8,3D Validated,Nothing Detected,24,3.36,3.6,25F
21759,2023-09-10 22:01:54,2023-09-12 10:05:38,Iridium,36.97360,-122.06838,108,4,3D Validated,Nothing Detected,28,3.36,3.6,25F
21759,2023-09-10 18:01:32,2023-09-12 10:05:38,Iridium,36.97364,-122.06827,88,4.4,3D Validated,Nothing Detected,30,3.28,3.6,25F
21759,2023-09-10 14:00:39,2023-09-12 10:05:38,Iridium,36.97269,-122.06907,89,2.6,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-09-10 10:00:39,2023-09-12 10:05:56,Iridium,36.96646,-122.07819,66,3.6,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-09-10 06:03:02,2023-09-12 10:05:56,Iridium,36.97216,-122.08457,40,11.4,3D,Nothing Detected,22,3.28,3.6,25F
21759,2023-09-09 22:03:00,2023-09-12 10:05:56,Iridium,36.97206,-122.08470,56,12.2,3D,Nothing Detected,28,3.28,3.6,25F
21759,2023-09-09 18:02:58,2023-09-13 10:06:04,Iridium,36.97207,-122.08456,0,10.6,3D,Nothing Detected,22,3.28,3.6,25F
21759,2023-09-09 14:02:32,2023-09-13 10:06:04,Iridium,36.97238,-122.08450,62,4.6,3D Validated,Nothing Detected,20,3.28,3.6,25F
21759,2023-09-09 10:00:58,2023-09-13 10:06:04,Iridium,36.97180,-122.08538,87,3,3D Validated,Nothing Detected,20,3.28,3.6,25F
21759,2023-09-09 06:00:39,2023-09-13 10:06:12,Iridium,36.97190,-122.08542,66,2.4,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-09-09 02:00:39,2023-09-13 10:06:12,Iridium,36.97769,-122.10112,134,2,3D Validated,Nothing Detected,27,3.36,3.6,25F
21759,2023-09-08 22:00:56,2023-09-13 10:06:12,Iridium,36.97710,-122.10170,114,3.8,3D Validated,Nothing Detected,27,3.28,3.6,25F
21759,2023-09-08 18:00:39,2023-09-13 10:06:12,Iridium,36.97625,-122.10182,110,2.8,3D Validated,Nothing Detected,23,3.36,3.6,25F
21759,2023-09-08 14:00:39,2023-09-08 14:05:36,Iridium,36.97528,-122.10055,85,1.6,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-09-08 10:00:39,2023-09-08 10:05:21,Iridium,36.97346,-122.09946,58,2.8,3D Validated,Nothing Detected,22,3.36,3.6,25F
21759,2023-09-08 06:00:39,2023-09-08 10:05:21,Iridium,36.97347,-122.09951,53,2.6,3D Validated,Nothing Detected,22,3.36,3.6,25F
21759,2023-09-08 02:00:39,2023-09-08 10:05:21,Iridium,36.96923,-122.09989,50,3.2,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-09-07 22:01:10,2023-09-08 10:05:21,Iridium,36.96845,-122.09822,46,5.2,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-09-07 18:00:39,2023-09-08 14:05:36,Iridium,36.96847,-122.09827,49,3,3D Validated,Nothing Detected,25,3.28,3.6,25F
21759,2023-09-07 14:00:39,2023-09-07 14:05:39,Iridium,36.96811,-122.09720,59,3.6,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-09-07 10:00:39,2023-09-07 14:05:39,Iridium,36.96552,-122.09219,12,3.4,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-09-07 06:00:39,2023-09-07 14:05:39,Iridium,36.96673,-122.09396,33,3,3D Validated,Nothing Detected,18,3.28,3.6,25F
21759,2023-09-06 22:00:37,2023-09-07 14:05:39,Iridium,36.96672,-122.09392,35,1.4,3D Validated,Nothing Detected,27,3.36,3.6,25F
21759,2023-09-06 18:00:37,2023-09-08 14:05:36,Iridium,36.96673,-122.09372,33,1.6,3D Validated,Nothing Detected,24,3.36,3.6,25F
21759,2023-09-06 14:00:37,2023-09-06 14:05:26,Iridium,36.96683,-122.09378,32,1.4,3D Validated,Nothing Detected,23,3.36,3.6,25F
21759,2023-09-06 06:00:39,2023-09-06 14:05:26,Iridium,36.96570,-122.09221,32,5.4,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-09-06 02:01:56,2023-09-06 14:05:26,Iridium,36.96672,-122.09369,34,2.4,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-09-05 22:00:37,2023-09-06 14:05:37,Iridium,36.96674,-122.09368,32,1.8,3D Validated,Nothing Detected,25,3.36,3.6,25F
21759,2023-09-05 18:02:30,2023-09-06 14:05:37,Iridium,36.96678,-122.09184,0,10,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-09-05 14:01:08,2023-09-06 14:05:37,Iridium,36.96734,-122.09326,29,2.6,3D Validated,Nothing Detected,17,3.28,3.6,25F
21759,2023-09-05 10:00:39,2023-09-06 14:05:37,Iridium,36.96672,-122.09368,25,3.6,3D Validated,Nothing Detected,19,3.36,3.6,25F
21759,2023-09-05 06:00:39,2023-09-06 14:05:46,Iridium,36.96669,-122.09386,29,2.4,3D Validated,Nothing Detected,19,3.28,3.6,25F
21759,2023-09-05 02:00:39,2023-09-06 14:05:46,Iridium,36.96688,-122.09400,34,1.4,3D Validated,Nothing Detected,25,3.28,3.6,25F
21759,2023-09-04 22:00:56,2023-09-06 14:05:46,Iridium,36.96707,-122.09386,33,2.6,3D Validated,Nothing Detected,30,3.28,3.6,25F
21759,2023-09-04 18:00:39,2023-09-06 14:05:46,Iridium,36.96678,-122.09437,36,2.6,3D Validated,Nothing Detected,29,3.36,3.6,25F
21759,2023-09-04 14:00:39,2023-09-04 14:05:34,Iridium,36.96675,-122.09435,33,1.2,3D Validated,Nothing Detected,19,3.28,3.6,25F
21759,2023-09-04 10:00:39,2023-09-04 10:05:20,Iridium,36.96667,-122.09393,29,2.6,3D Validated,Nothing Detected,18,3.28,3.6,25F
21759,2023-09-04 06:00:39,2023-09-04 10:05:20,Iridium,36.96676,-122.09438,32,1.2,3D Validated,Nothing Detected,20,3.28,3.6,25F
21759,2023-09-04 02:03:02,2023-09-04 10:05:20,Iridium,36.96923,-122.09456,17,6.2,3D,Nothing Detected,24,3.28,3.6,25F
21759,2023-09-03 18:01:06,2023-09-04 10:05:30,Iridium,36.96738,-122.09326,0,8.4,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-09-03 14:01:06,2023-09-04 10:05:30,Iridium,36.96730,-122.09319,29,3.2,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-09-03 10:00:37,2023-09-03 10:05:52,Iridium,36.96684,-122.09443,40,3,3D Validated,Nothing Detected,24,3.36,3.6,25F
21759,2023-09-03 06:00:37,2023-09-03 10:05:52,Iridium,36.96691,-122.09444,34,3,3D Validated,Nothing Detected,24,3.36,3.6,25F
21759,2023-09-03 02:01:12,2023-09-03 10:05:52,Iridium,36.96896,-122.09452,54,2,3D Validated,Nothing Detected,25,3.28,3.6,25F
21759,2023-09-02 22:00:39,2023-09-03 10:05:52,Iridium,36.96883,-122.09411,36,8.2,3D Validated,Nothing Detected,25,3.28,3.6,25F
21759,2023-09-02 18:02:34,2023-09-04 10:05:30,Iridium,36.96882,-122.09419,44,8.4,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-09-02 14:00:39,2023-09-02 14:05:26,Iridium,36.96670,-122.09438,33,1.8,3D Validated,Nothing Detected,23,3.36,3.6,25F
21759,2023-09-02 10:00:39,2023-09-02 10:05:21,Iridium,36.97496,-122.10219,87,3.4,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-09-02 06:01:11,2023-09-02 10:05:21,Iridium,36.99600,-122.10171,192,4.8,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-09-02 02:01:26,2023-09-02 10:05:21,Iridium,36.99616,-122.10171,224,5.2,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-09-01 22:01:27,2023-09-02 10:05:21,Iridium,36.99611,-122.10164,191,8.2,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-09-01 18:01:24,2023-09-02 10:05:34,Iridium,36.99472,-122.10057,180,3.2,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-09-01 14:01:36,2023-09-02 10:05:34,Iridium,36.99471,-122.10053,182,4,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-09-01 10:00:37,2023-09-02 10:05:34,Iridium,36.98918,-122.09545,155,3.6,3D Validated,Nothing Detected,21,3.36,3.6,25F
21759,2023-09-01 06:01:06,2023-09-02 10:05:34,Iridium,36.98517,-122.09126,141,2.8,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-09-01 02:02:28,2023-09-02 14:05:26,Iridium,36.98530,-122.09147,142,7,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-31 22:01:09,2023-09-02 14:05:26,Iridium,36.98510,-122.09106,115,4.6,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-08-31 14:00:37,2023-08-31 14:06:43,Iridium,36.98507,-122.09141,146,3.2,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-31 10:00:54,2023-08-31 14:06:43,Iridium,36.98506,-122.09126,147,5.8,3D Validated,Nothing Detected,18,3.28,3.6,25F
21759,2023-08-31 02:02:09,2023-08-31 14:06:43,Iridium,36.98323,-122.08836,9,5.6,3D Validated,Nothing Detected,28,3.28,3.6,25F
21759,2023-08-30 18:00:39,2023-09-02 14:05:37,Iridium,36.98575,-122.09096,172,4.6,3D Validated,Nothing Detected,27,3.28,3.6,25F
21759,2023-08-30 10:00:39,2023-09-02 14:05:37,Iridium,36.98514,-122.09154,200,3.8,3D Validated,Nothing Detected,20,3.28,3.6,25F
21759,2023-08-30 06:02:37,2023-09-02 14:05:47,Iridium,36.98491,-122.09120,153,3,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-30 02:02:08,2023-09-02 14:05:47,Iridium,36.98285,-122.08621,94,5.6,3D Validated,Nothing Detected,26,3.28,3.6,25F
21759,2023-08-29 18:01:01,2023-09-02 14:05:47,Iridium,36.98668,-122.08601,122,2.6,3D Validated,Nothing Detected,25,3.28,3.6,25F
21759,2023-08-29 14:01:32,2023-09-02 14:05:59,Iridium,36.98683,-122.08601,129,2.2,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-08-29 06:00:56,2023-09-02 14:05:59,Iridium,36.98202,-122.08845,107,2.4,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-29 02:00:39,2023-09-02 14:05:59,Iridium,36.97576,-122.08384,98,2.8,3D Validated,Nothing Detected,26,3.36,3.6,25F
21759,2023-08-28 22:00:38,2023-09-02 14:05:59,Iridium,36.97570,-122.08426,90,4,3D Validated,Nothing Detected,32,3.36,3.6,25F
21759,2023-08-28 18:00:39,2023-09-02 14:06:07,Iridium,36.97560,-122.08329,102,3.4,3D Validated,Nothing Detected,33,3.36,3.6,25F
21759,2023-08-28 14:00:39,2023-09-02 14:06:07,Iridium,36.97562,-122.08324,89,6,3D Validated,Nothing Detected,18,3.36,3.6,25F
21759,2023-08-28 10:00:39,2023-09-02 14:06:07,Iridium,36.97563,-122.08326,82,2.4,3D Validated,Nothing Detected,22,3.36,3.6,25F
21759,2023-08-28 06:00:39,2023-09-02 14:06:07,Iridium,36.97916,-122.09407,157,1.4,3D Validated,Nothing Detected,22,3.36,3.6,25F
21759,2023-08-28 02:01:38,2023-09-04 10:05:30,Iridium,36.98024,-122.08659,77,3.8,3D Validated,Nothing Detected,27,3.28,3.6,25F
21759,2023-08-27 22:01:07,2023-09-04 10:05:37,Iridium,36.97935,-122.08488,78,2.8,3D Validated,Nothing Detected,29,3.36,3.6,25F
21759,2023-08-27 18:01:29,2023-09-04 10:05:37,Iridium,36.97980,-122.08485,72,5.4,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-08-27 14:00:58,2023-08-27 14:05:22,Iridium,36.98361,-122.08482,155,3.2,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-08-27 06:01:08,2023-08-27 10:05:25,Iridium,36.98165,-122.08853,114,4.6,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-27 02:00:39,2023-08-27 10:05:25,Iridium,36.99195,-122.09506,202,2.2,3D Validated,Nothing Detected,24,3.36,3.6,25F
21759,2023-08-26 22:00:54,2023-08-27 10:05:25,Iridium,36.99326,-122.09657,216,10,3D Validated,Nothing Detected,30,3.36,3.6,25F
21759,2023-08-26 14:01:07,2023-08-26 14:06:12,Iridium,36.99368,-122.09869,230,3,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-08-26 10:00:58,2023-08-26 14:06:12,Iridium,36.99712,-122.09621,222,3.8,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-08-26 06:00:39,2023-08-26 14:06:12,Iridium,36.99501,-122.08064,224,1.6,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-08-26 02:01:38,2023-08-26 14:06:12,Iridium,36.98567,-122.09164,177,4.2,3D Validated,Nothing Detected,25,3.28,3.6,25F
21759,2023-08-25 22:01:24,2023-08-26 14:06:52,Iridium,36.98375,-122.08795,172,5,3D Validated,Nothing Detected,27,3.36,3.6,25F
21759,2023-08-25 14:00:37,2023-08-26 14:06:52,Iridium,36.98888,-122.08843,180,2.8,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-25 10:01:36,2023-08-25 10:06:55,Iridium,36.98000,-122.08635,63,5.6,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-25 06:00:37,2023-08-25 10:06:55,Iridium,37.00141,-122.08926,269,1.8,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-24 18:00:39,2023-08-25 10:06:55,Iridium,36.98299,-122.08746,143,4.8,3D Validated,Nothing Detected,21,3.36,3.6,25F
21759,2023-08-24 14:01:32,2023-08-25 10:07:06,Iridium,36.98581,-122.08921,181,5.8,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-08-24 10:01:38,2023-08-24 10:05:21,Iridium,36.99139,-122.09865,182,3.4,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-24 06:00:39,2023-08-24 10:05:21,Iridium,36.98642,-122.09460,160,1.6,3D Validated,Nothing Detected,23,3.36,3.6,25F
21759,2023-08-24 02:01:02,2023-08-24 10:05:21,Iridium,36.97968,-122.08656,107,4.6,3D Validated,Nothing Detected,26,3.28,3.6,25F
21759,2023-08-23 22:01:02,2023-08-24 10:05:21,Iridium,36.98510,-122.08850,135,10,3D Validated,Nothing Detected,33,3.36,3.6,25F
21759,2023-08-23 18:00:49,2023-08-24 10:05:29,Iridium,36.98454,-122.08814,157,4.4,3D Validated,Nothing Detected,29,3.36,3.6,25F
21759,2023-08-23 14:00:56,2023-08-24 10:05:29,Iridium,36.98591,-122.08897,152,5,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-08-23 10:00:39,2023-08-23 10:05:27,Iridium,36.98103,-122.09121,134,2.2,3D Validated,Nothing Detected,21,3.36,3.6,25F
21759,2023-08-23 06:03:00,2023-08-23 10:05:27,Iridium,36.98873,-122.08640,176,12.4,3D,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-23 02:01:08,2023-08-23 10:05:27,Iridium,36.97568,-122.08587,80,2.8,3D Validated,Nothing Detected,27,3.36,3.6,25F
21759,2023-08-22 22:03:00,2023-08-23 10:05:27,Iridium,36.98301,-122.08597,75,15.8,3D,Nothing Detected,28,3.28,3.6,25F
21759,2023-08-22 14:00:39,2023-08-23 10:05:38,Iridium,36.98595,-122.09177,156,6.4,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-08-22 06:01:51,2023-08-23 10:05:38,Iridium,36.98511,-122.09098,161,8.8,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-08-22 02:01:38,2023-08-23 10:05:38,Iridium,37.01112,-122.09435,301,3,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-08-21 22:01:08,2023-08-24 10:05:29,Iridium,37.00852,-122.10297,192,9,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-08-21 18:01:32,2023-08-24 10:05:29,Iridium,37.00280,-122.09538,266,2.2,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-08-21 14:00:39,2023-08-21 14:05:27,Iridium,37.00418,-122.09417,246,2.4,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-21 10:01:09,2023-08-21 10:05:20,Iridium,36.99815,-122.08713,240,5.4,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-21 02:01:40,2023-08-21 10:05:20,Iridium,37.01047,-122.09485,276,5,3D Validated,Nothing Detected,30,3.28,3.6,25F
21759,2023-08-20 18:00:56,2023-08-21 10:05:41,Iridium,37.01195,-122.09604,394,5.2,3D Validated,Nothing Detected,25,3.28,3.6,25F
21759,2023-08-20 14:01:10,2023-08-21 10:05:41,Iridium,37.01231,-122.09602,305,5.8,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-08-20 10:00:39,2023-08-21 10:05:41,Iridium,37.00567,-122.08546,303,3.6,3D Validated,Nothing Detected,22,3.36,3.6,25F
21759,2023-08-20 06:00:39,2023-08-21 10:05:41,Iridium,36.98901,-122.09749,164,2,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-20 02:00:39,2023-08-21 10:05:52,Iridium,37.00628,-122.09470,249,4.8,3D Validated,Nothing Detected,25,3.36,3.6,25F
21759,2023-08-19 22:01:41,2023-08-21 10:05:52,Iridium,37.01049,-122.09488,333,7.8,3D Validated,Nothing Detected,29,3.28,3.6,25F
21759,2023-08-19 18:00:39,2023-08-21 10:05:52,Iridium,37.02210,-122.09461,295,3.6,3D Validated,Nothing Detected,22,3.36,3.6,25F
21759,2023-08-19 10:00:39,2023-08-21 10:05:52,Iridium,37.00077,-122.08262,256,2,3D Validated,Nothing Detected,20,3.28,3.6,25F
21759,2023-08-19 06:00:39,2023-08-21 14:05:27,Iridium,36.97810,-122.07593,107,1.6,3D Validated,Nothing Detected,20,3.36,3.6,25F
21759,2023-08-19 02:00:39,2023-08-21 14:05:27,Iridium,36.97046,-122.07722,69,4.4,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-08-18 18:00:39,2023-08-24 10:05:37,Iridium,36.97377,-122.06704,63,2.6,3D Validated,Nothing Detected,25,3.36,3.6,25F
21759,2023-08-18 14:00:39,2023-08-24 10:05:37,Iridium,36.97375,-122.06773,89,5.6,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-08-18 10:00:39,2023-08-24 10:05:37,Iridium,37.00751,-122.08445,291,3.4,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-08-17 22:01:06,2023-08-24 10:06:12,Iridium,36.99577,-122.12502,155,6.4,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-08-17 18:00:37,2023-08-24 10:06:12,Iridium,36.98811,-122.13066,91,2.4,3D Validated,Nothing Detected,23,3.36,3.6,25F
21759,2023-08-17 14:01:06,2023-08-24 10:06:12,Iridium,36.98811,-122.13063,78,5,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-08-17 10:00:54,2023-08-24 10:06:21,Iridium,37.00648,-122.10799,246,2.6,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-08-17 02:00:56,2023-08-24 10:06:21,Iridium,36.99689,-122.10637,146,2.2,3D Validated,Nothing Detected,26,3.28,3.6,25F
21759,2023-08-16 14:01:03,2023-08-24 10:06:30,Iridium,37.00619,-122.09312,252,2.6,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-16 06:01:04,2023-08-24 10:06:30,Iridium,37.01181,-122.09246,265,2.4,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-08-16 02:00:50,2023-08-24 10:06:38,Iridium,37.01675,-122.09190,246,3.2,3D Validated,Nothing Detected,26,3.28,3.6,25F
21759,2023-08-15 22:01:26,2023-08-24 10:06:38,Iridium,37.01886,-122.09547,321,5.8,3D Validated,Nothing Detected,29,3.28,3.6,25F
21759,2023-08-15 18:01:38,2023-08-24 10:06:38,Iridium,37.02014,-122.10009,272,5.2,3D Validated,Nothing Detected,26,3.28,3.6,25F
21759,2023-08-15 14:00:39,2023-08-24 10:06:38,Iridium,37.01352,-122.10113,273,4.2,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-08-15 06:00:39,2023-08-24 10:06:48,Iridium,36.98029,-122.09783,163,1.8,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-08-14 18:01:37,2023-08-24 10:06:48,Iridium,36.97022,-122.09866,41,6.8,3D,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-14 10:00:37,2023-08-24 10:06:56,Iridium,36.97078,-122.09946,64,2,3D Validated,Nothing Detected,20,3.28,3.6,25F
21759,2023-08-14 06:01:06,2023-08-24 10:06:56,Iridium,36.97131,-122.08458,53,6,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-13 22:02:36,2023-08-24 10:06:56,Iridium,36.98480,-122.08133,173,8.2,3D Validated,Nothing Detected,32,3.28,3.6,25F
21759,2023-08-13 18:00:39,2023-08-24 10:07:04,Iridium,36.98468,-122.08137,171,3,3D Validated,Nothing Detected,26,3.36,3.6,25F
21759,2023-08-13 14:01:02,2023-08-24 10:07:04,Iridium,36.98468,-122.08139,181,4.4,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-08-13 02:01:02,2023-08-24 10:07:13,Iridium,36.99361,-122.07393,194,3,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-08-12 22:02:02,2023-08-24 10:07:13,Iridium,36.99327,-122.07379,195,4.4,3D Validated,Nothing Detected,28,3.28,3.6,25F
21759,2023-08-12 18:00:37,2023-08-24 10:07:13,Iridium,36.99339,-122.07359,246,4.6,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-08-12 14:01:06,2023-08-24 10:07:13,Iridium,36.99347,-122.07391,185,5,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-12 10:01:08,2023-08-24 10:07:21,Iridium,36.99336,-122.07347,235,3.8,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-08-12 02:01:00,2023-08-24 10:07:21,Iridium,36.99362,-122.07385,186,4.2,3D Validated,Nothing Detected,25,3.28,3.6,25F
21759,2023-08-11 22:02:00,2023-08-24 10:07:21,Iridium,36.99326,-122.07374,190,6.6,3D Validated,Nothing Detected,28,3.28,3.6,25F
21759,2023-08-11 18:00:39,2023-08-24 10:07:30,Iridium,36.99379,-122.07402,198,2.4,3D Validated,Nothing Detected,26,3.28,3.6,25F
21759,2023-08-11 14:00:39,2023-08-24 10:07:30,Iridium,36.99374,-122.07363,235,5.4,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-08-11 06:01:10,2023-08-24 10:07:30,Iridium,36.99372,-122.07387,158,5.4,3D Validated,Nothing Detected,27,3.28,3.6,25F
21759,2023-08-11 02:01:02,2023-08-24 10:07:39,Iridium,36.99366,-122.07381,196,3,3D Validated,Nothing Detected,25,3.28,3.6,25F
21759,2023-08-10 22:02:45,2023-08-24 10:07:39,Iridium,36.99422,-122.07391,178,4.8,3D,Nothing Detected,24,3.28,3.6,25F
21759,2023-08-10 14:01:56,2023-08-24 10:07:39,Iridium,36.99409,-122.07368,193,5.2,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-08-10 10:03:00,2023-08-24 10:07:39,Iridium,36.99349,-122.07384,195,2.6,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-08-10 06:01:05,2023-08-24 10:07:48,Iridium,36.99364,-122.07377,173,2.8,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-08-10 02:01:56,2023-08-24 10:07:48,Iridium,36.99414,-122.07381,169,5.2,3D,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-09 14:01:12,2023-08-24 10:07:56,Iridium,36.99353,-122.07369,192,4,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-09 10:00:39,2023-08-09 10:05:58,Iridium,36.99354,-122.07378,172,2.4,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-08-09 02:01:08,2023-08-09 10:05:58,Iridium,36.99385,-122.07355,253,3.2,3D Validated,Nothing Detected,20,3.28,3.6,25F
21759,2023-08-08 22:02:43,2023-08-09 10:05:58,Iridium,36.99316,-122.07376,290,4.2,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-08-08 18:01:39,2023-08-24 10:07:56,Iridium,36.99384,-122.07354,230,5.4,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-08 14:01:29,2023-08-08 14:05:42,Iridium,36.99343,-122.07373,201,4.6,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-08-08 10:00:39,2023-08-08 14:05:42,Iridium,36.99642,-122.07619,206,4.2,3D Validated,Nothing Detected,19,3.28,3.6,25F
21759,2023-08-08 06:00:39,2023-08-08 14:05:42,Iridium,37.01687,-122.08128,342,2.8,3D Validated,Nothing Detected,18,3.28,3.6,25F
21759,2023-08-07 22:01:26,2023-08-08 14:06:08,Iridium,37.02201,-122.09486,296,4.2,3D Validated,Nothing Detected,28,3.28,3.6,25F
21759,2023-08-07 18:00:37,2023-08-08 14:06:08,Iridium,37.01803,-122.09204,251,5.6,3D Validated,Nothing Detected,29,3.36,3.6,25F
21759,2023-08-07 14:01:24,2023-08-08 14:06:08,Iridium,37.01402,-122.09152,272,5,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-07 10:00:56,2023-08-08 14:06:08,Iridium,37.01260,-122.10655,306,3.2,3D Validated,Nothing Detected,25,3.36,3.6,25F
21759,2023-08-07 06:00:37,2023-08-25 10:07:06,Iridium,37.00704,-122.11441,204,2,3D Validated,Nothing Detected,19,3.36,3.6,25F
21759,2023-08-07 02:00:37,2023-08-26 14:06:52,Iridium,36.99936,-122.11610,198,4.2,3D Validated,Nothing Detected,27,3.28,3.6,25F
21759,2023-08-06 22:01:38,2023-08-26 14:07:13,Iridium,36.99720,-122.12148,171,3.6,3D Validated,Nothing Detected,29,3.28,3.6,25F
21759,2023-08-06 18:01:06,2023-08-26 14:07:13,Iridium,37.00412,-122.11935,142,3.6,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-08-06 06:01:24,2023-08-06 14:05:47,Iridium,37.00071,-122.12304,186,5.6,3D Validated,Nothing Detected,20,3.28,3.6,25F
21759,2023-08-06 02:01:08,2023-08-06 14:05:47,Iridium,36.99869,-122.12459,194,3.4,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-08-05 22:01:08,2023-08-06 14:05:57,Iridium,36.99746,-122.12527,183,3.4,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-08-05 18:01:50,2023-08-06 14:05:57,Iridium,36.99794,-122.12503,147,9.4,3D Validated,Nothing Detected,21,3.28,3.6,25F
